timestamp_ms,target_x,target_y,target_z,real_x,real_y,real_z,error,base_deg,shoulder_deg,elbow_deg
83,15.108,0.0,14.865,15.106,-0.006,14.864,0.0063,-0.02,-19.89,106.06
84,15.11,0.0,14.862,15.111,-0.019,14.844,0.0265,-0.07,-19.96,106.1
85,15.113,0.0,14.859,15.108,0.012,14.876,0.0207,0.04,-19.84,106.02
86,15.116,0.0,14.856,15.106,-0.004,14.867,0.0151,-0.01,-19.88,106.06
87,15.118,0.0,14.852,15.146,-0.003,14.821,0.0421,-0.01,-20.05,106.01
88,15.121,0.0,14.849,15.127,0.015,14.834,0.0215,0.06,-20.0,106.06
89,15.124,0.0,14.845,15.123,-0.009,14.863,0.0201,-0.03,-19.89,106.0
90,15.127,0.0,14.842,15.14,-0.003,14.828,0.0196,-0.01,-20.02,106.02
91,15.129,0.0,14.838,15.126,0.017,14.819,0.0255,0.06,-20.06,106.1
92,15.132,0.0,14.835,15.144,0.013,14.829,0.0186,0.05,-20.02,106.0
93,15.135,0.0,14.831,15.117,0.008,14.859,0.034,0.03,-19.91,106.03
94,15.138,0.0,14.827,15.157,-0.007,14.8,0.0338,-0.03,-20.13,106.02
95,15.141,0.0,14.824,15.145,0.004,14.811,0.0143,0.02,-20.09,106.04
96,15.144,0.0,14.82,15.143,-0.001,14.818,0.0029,-0.01,-20.06,106.03
97,15.147,0.0,14.816,15.132,0.008,14.821,0.018,0.03,-20.05,106.07
98,15.15,0.0,14.812,15.106,0.001,14.83,0.0478,0.0,-20.02,106.15
99,15.153,0.0,14.809,15.161,-0.003,14.802,0.011,-0.01,-20.12,106.0
100,15.156,0.0,14.805,15.189,-0.003,14.801,0.0333,-0.01,-20.11,105.89
101,15.159,0.0,14.801,15.164,-0.028,14.786,0.0315,-0.1,-20.18,106.03
102,15.163,0.0,14.797,15.156,0.002,14.79,0.0099,0.01,-20.17,106.06
103,15.166,0.0,14.793,15.158,-0.007,14.795,0.0108,-0.03,-20.15,106.03
104,15.169,0.0,14.789,15.168,-0.017,14.803,0.0223,-0.07,-20.11,105.97
105,15.172,0.0,14.785,15.171,0.003,14.782,0.0041,0.01,-20.19,106.02
106,15.176,0.0,14.781,15.169,-0.033,14.795,0.0371,-0.13,-20.14,105.99
107,15.179,0.0,14.776,15.187,-0.002,14.755,0.0227,-0.01,-20.3,106.02
108,15.182,0.0,14.772,15.176,0.015,14.765,0.0176,0.06,-20.26,106.04
109,15.186,0.0,14.768,15.165,-0.007,14.768,0.022,-0.03,-20.25,106.08
110,15.189,0.0,14.764,15.18,-0.004,14.77,0.0115,-0.02,-20.24,106.01
111,15.192,0.0,14.759,15.188,-0.007,14.779,0.0216,-0.03,-20.2,105.95
112,15.196,0.0,14.755,15.209,-0.004,14.749,0.0147,-0.02,-20.31,105.95
113,15.199,0.0,14.751,15.218,0.001,14.739,0.0215,0.0,-20.35,105.94
114,15.203,0.0,14.746,15.2,0.017,14.748,0.0174,0.06,-20.32,105.99
115,15.207,0.0,14.742,15.231,-0.008,14.74,0.0256,-0.03,-20.34,105.88
116,15.21,0.0,14.737,15.208,0.001,14.739,0.0026,0.0,-20.36,105.98
117,15.214,0.0,14.733,15.238,0.008,14.727,0.0262,0.03,-20.39,105.89
118,15.218,0.0,14.728,15.216,0.015,14.724,0.0151,0.05,-20.41,105.98
119,15.221,0.0,14.723,15.252,-0.005,14.711,0.0336,-0.02,-20.45,105.87
120,15.225,0.0,14.719,15.238,-0.004,14.719,0.0137,-0.02,-20.43,105.91
121,15.229,0.0,14.714,15.25,0.009,14.718,0.0231,0.03,-20.42,105.86
122,15.233,0.0,14.709,15.214,0.004,14.722,0.0226,0.02,-20.42,106.0
123,15.236,0.0,14.705,15.215,0.005,14.708,0.022,0.02,-20.48,106.03
124,15.24,0.0,14.7,15.234,0.005,14.7,0.0081,0.02,-20.5,105.97
125,15.244,0.0,14.695,15.243,0.015,14.708,0.02,0.06,-20.47,105.92
126,15.248,0.0,14.69,15.243,0.009,14.687,0.0107,0.03,-20.55,105.97
127,15.252,0.0,14.685,15.225,0.002,14.702,0.0316,0.01,-20.49,106.0
128,15.256,0.0,14.68,15.275,-0.005,14.666,0.0237,-0.02,-20.62,105.89
129,15.26,0.0,14.675,15.263,0.006,14.675,0.0062,0.02,-20.59,105.92
130,15.264,0.0,14.67,15.262,-0.002,14.667,0.0046,-0.01,-20.62,105.95
131,15.268,0.0,14.665,15.279,-0.001,14.667,0.0111,-0.0,-20.62,105.88
132,15.272,0.0,14.66,15.248,0.004,14.637,0.0338,0.02,-20.75,106.08
133,15.276,0.0,14.655,15.25,-0.017,14.661,0.0322,-0.06,-20.65,106.01
134,15.281,0.0,14.649,15.262,0.011,14.639,0.0239,0.04,-20.73,106.02
135,15.285,0.0,14.644,15.276,-0.013,14.653,0.0176,-0.05,-20.67,105.92
136,15.289,0.0,14.639,15.267,0.001,14.637,0.0217,0.01,-20.74,106.0
137,15.293,0.0,14.633,15.313,0.031,14.613,0.0419,0.11,-20.82,105.88
138,15.298,0.0,14.628,15.324,0.009,14.597,0.0413,0.03,-20.88,105.87
139,15.302,0.0,14.623,15.318,-0.015,14.645,0.0315,-0.06,-20.69,105.77
140,15.306,0.0,14.617,15.308,-0.011,14.622,0.0119,-0.04,-20.78,105.87
141,15.311,0.0,14.612,15.342,0.022,14.594,0.0425,0.08,-20.88,105.81
142,15.315,0.0,14.606,15.338,-0.018,14.577,0.0412,-0.07,-20.95,105.86
143,15.319,0.0,14.601,15.311,-0.012,14.614,0.0195,-0.05,-20.82,105.88
144,15.324,0.0,14.595,15.34,0.001,14.585,0.019,0.0,-20.92,105.84
145,15.328,0.0,14.589,15.329,-0.004,14.59,0.0037,-0.01,-20.9,105.87
146,15.333,0.0,14.584,15.329,-0.009,14.582,0.0101,-0.03,-20.93,105.89
147,15.338,0.0,14.578,15.33,0.003,14.576,0.0086,0.01,-20.96,105.9
148,15.342,0.0,14.572,15.336,-0.003,14.594,0.0223,-0.01,-20.89,105.83
149,15.347,0.0,14.566,15.317,-0.008,14.577,0.0324,-0.03,-20.96,105.95
150,15.351,0.0,14.561,15.363,-0.021,14.536,0.0342,-0.08,-21.11,105.87
151,15.356,0.0,14.555,15.35,0.015,14.567,0.0203,0.06,-20.99,105.84
152,15.361,0.0,14.549,15.307,0.029,14.592,0.0748,0.11,-20.91,105.96
153,15.366,0.0,14.543,15.359,0.021,14.564,0.0303,0.08,-21.0,105.81
154,15.37,0.0,14.537,15.369,0.001,14.545,0.0079,0.0,-21.07,105.82
155,15.375,0.0,14.531,15.378,0.018,14.519,0.0215,0.07,-21.17,105.85
156,15.38,0.0,14.525,15.37,-0.01,14.537,0.0189,-0.04,-21.1,105.84
157,15.385,0.0,14.519,15.376,-0.009,14.5,0.0224,-0.03,-21.24,105.9
158,15.39,0.0,14.513,15.403,-0.004,14.515,0.0137,-0.01,-21.18,105.76
159,15.395,0.0,14.506,15.381,-0.004,14.513,0.0161,-0.01,-21.19,105.85
160,15.4,0.0,14.5,15.408,-0.012,14.501,0.0147,-0.05,-21.23,105.77
161,15.405,0.0,14.494,15.411,0.008,14.502,0.0128,0.03,-21.22,105.76
162,15.41,0.0,14.488,15.45,0.002,14.472,0.0433,0.01,-21.33,105.67
163,15.415,0.0,14.481,15.42,0.018,14.488,0.0201,0.07,-21.28,105.76
164,15.42,0.0,14.475,15.395,0.001,14.518,0.0497,0.0,-21.17,105.78
165,15.425,0.0,14.468,15.438,-0.01,14.446,0.0278,-0.04,-21.43,105.79
166,15.43,0.0,14.462,15.416,0.008,14.466,0.017,0.03,-21.36,105.83
167,15.436,0.0,14.455,15.46,-0.001,14.452,0.0241,-0.0,-21.4,105.69
168,15.441,0.0,14.449,15.459,0.008,14.42,0.0347,0.03,-21.53,105.77
169,15.446,0.0,14.442,15.459,-0.005,14.418,0.0275,-0.02,-21.53,105.77
170,15.451,0.0,14.436,15.445,0.019,14.437,0.0204,0.07,-21.47,105.78
171,15.457,0.0,14.429,15.426,-0.005,14.439,0.0329,-0.02,-21.47,105.86
172,15.462,0.0,14.422,15.455,-0.025,14.423,0.0258,-0.09,-21.52,105.78
173,15.468,0.0,14.416,15.448,-0.011,14.436,0.0299,-0.04,-21.47,105.77
174,15.473,0.0,14.409,15.476,-0.001,14.392,0.0166,-0.01,-21.63,105.77
175,15.478,0.0,14.402,15.481,0.0,14.406,0.0053,0.0,-21.57,105.71
176,15.484,0.0,14.395,15.511,-0.0,14.385,0.0293,-0.0,-21.64,105.64
177,15.489,0.0,14.388,15.5,0.005,14.381,0.0133,0.02,-21.66,105.7
178,15.495,0.0,14.381,15.518,-0.006,14.388,0.0245,-0.02,-21.63,105.61
179,15.501,0.0,14.374,15.502,-0.01,14.385,0.0145,-0.04,-21.65,105.68
180,15.506,0.0,14.367,15.525,0.02,14.342,0.0373,0.08,-21.81,105.69
181,15.512,0.0,14.36,15.531,0.001,14.349,0.0218,0.0,-21.78,105.65
182,15.517,0.0,14.353,15.526,-0.01,14.348,0.0143,-0.04,-21.79,105.67
183,15.523,0.0,14.346,15.513,0.018,14.35,0.0206,0.06,-21.78,105.72
184,15.529,0.0,14.339,15.546,0.011,14.325,0.0244,0.04,-21.87,105.65
185,15.535,0.0,14.332,15.52,-0.017,14.335,0.0227,-0.06,-21.84,105.73
186,15.54,0.0,14.324,15.543,0.01,14.301,0.0261,0.04,-21.96,105.72
187,15.546,0.0,14.317,15.521,0.004,14.333,0.0299,0.01,-21.85,105.73
188,15.552,0.0,14.31,15.534,-0.008,14.332,0.0293,-0.03,-21.85,105.68
189,15.558,0.0,14.302,15.553,-0.003,14.306,0.0069,-0.01,-21.94,105.66
190,15.564,0.0,14.295,15.593,0.014,14.26,0.0473,0.05,-22.1,105.61
191,15.57,0.0,14.288,15.578,-0.013,14.287,0.0154,-0.05,-22.0,105.61
192,15.576,0.0,14.28,15.595,-0.011,14.292,0.0252,-0.04,-21.98,105.53
193,15.582,0.0,14.273,15.604,0.01,14.263,0.0265,0.04,-22.08,105.56
194,15.588,0.0,14.265,15.586,-0.018,14.274,0.0206,-0.07,-22.05,105.61
195,15.594,0.0,14.257,15.616,0.001,14.259,0.0219,0.0,-22.1,105.52
196,15.6,0.0,14.25,15.606,-0.015,14.232,0.0246,-0.06,-22.21,105.63
197,15.606,0.0,14.242,15.615,0.015,14.22,0.028,0.05,-22.25,105.62
198,15.612,0.0,14.234,15.624,0.019,14.246,0.0251,0.07,-22.14,105.52
199,15.619,0.0,14.227,15.614,0.006,14.239,0.0144,0.02,-22.18,105.58
200,15.625,0.0,14.219,15.665,0.015,14.188,0.0528,0.05,-22.35,105.49
201,15.631,0.0,14.211,15.624,0.005,14.225,0.0164,0.02,-22.23,105.57
202,15.637,0.0,14.203,15.61,-0.002,14.2,0.0279,-0.01,-22.33,105.69
203,15.644,0.0,14.195,15.684,-0.001,14.177,0.0447,-0.01,-22.39,105.44
204,15.65,0.0,14.187,15.663,0.005,14.173,0.0198,0.02,-22.41,105.54
205,15.657,0.0,14.179,15.672,-0.012,14.182,0.0197,-0.05,-22.37,105.48
206,15.663,0.0,14.171,15.686,-0.006,14.157,0.0278,-0.02,-22.46,105.48
207,15.669,0.0,14.163,15.677,0.016,14.182,0.0261,0.06,-22.37,105.46
208,15.676,0.0,14.155,15.688,-0.012,14.15,0.018,-0.05,-22.49,105.49
209,15.682,0.0,14.147,15.69,-0.022,14.15,0.0236,-0.08,-22.49,105.48
210,15.689,0.0,14.139,15.677,0.008,14.157,0.0231,0.03,-22.47,105.52
211,15.696,0.0,14.131,15.69,0.011,14.153,0.0258,0.04,-22.48,105.47
212,15.702,0.0,14.122,15.701,-0.005,14.125,0.006,-0.02,-22.58,105.49
213,15.709,0.0,14.114,15.688,-0.013,14.111,0.0251,-0.05,-22.65,105.58
214,15.715,0.0,14.106,15.698,0.014,14.12,0.0263,0.05,-22.6,105.52
215,15.722,0.0,14.097,15.734,0.017,14.095,0.0206,0.06,-22.69,105.43
216,15.729,0.0,14.089,15.707,-0.001,14.111,0.031,-0.0,-22.64,105.5
217,15.736,0.0,14.08,15.771,0.028,14.06,0.0502,0.1,-22.8,105.36
218,15.742,0.0,14.072,15.761,-0.017,14.06,0.0277,-0.06,-22.81,105.4
219,15.749,0.0,14.063,15.754,-0.0,14.057,0.008,-0.0,-22.82,105.44
220,15.756,0.0,14.055,15.773,0.011,14.036,0.0272,0.04,-22.9,105.41
221,15.763,0.0,14.046,15.77,0.005,14.033,0.0159,0.02,-22.91,105.43
222,15.77,0.0,14.038,15.766,-0.004,14.045,0.0094,-0.02,-22.86,105.41
223,15.777,0.0,14.029,15.763,0.016,14.046,0.0269,0.06,-22.86,105.42
224,15.784,0.0,14.02,15.779,0.026,14.027,0.0274,0.09,-22.93,105.4
225,15.791,0.0,14.011,15.77,-0.023,14.031,0.0364,-0.08,-22.92,105.43
226,15.798,0.0,14.003,15.763,-0.008,14.035,0.048,-0.03,-22.91,105.45
227,15.805,0.0,13.994,15.818,-0.025,13.975,0.0338,-0.09,-23.11,105.37
228,15.812,0.0,13.985,15.797,-0.001,14.0,0.0213,-0.0,-23.03,105.4
229,15.819,0.0,13.976,15.826,-0.01,13.97,0.0137,-0.04,-23.13,105.34
230,15.826,0.0,13.967,15.818,-0.009,13.971,0.0132,-0.03,-23.13,105.38
231,15.834,0.0,13.958,15.84,0.022,13.948,0.0245,0.08,-23.21,105.34
232,15.841,0.0,13.949,15.835,0.01,13.947,0.0113,0.03,-23.21,105.36
233,15.848,0.0,13.94,15.834,0.007,13.937,0.0158,0.03,-23.25,105.39
234,15.855,0.0,13.931,15.849,0.014,13.945,0.0209,0.05,-23.21,105.31
235,15.863,0.0,13.922,15.879,0.008,13.916,0.0186,0.03,-23.31,105.25
236,15.87,0.0,13.912,15.842,0.032,13.922,0.0442,0.12,-23.31,105.39
237,15.877,0.0,13.903,15.87,-0.007,13.88,0.0255,-0.03,-23.46,105.37
238,15.885,0.0,13.894,15.862,0.003,13.911,0.0286,0.01,-23.34,105.33
239,15.892,0.0,13.885,15.924,0.015,13.875,0.0368,0.05,-23.45,105.16
240,15.9,0.0,13.875,15.905,0.004,13.864,0.0132,0.02,-23.5,105.26
241,15.907,0.0,13.866,15.902,-0.0,13.857,0.0106,-0.0,-23.53,105.29
242,15.915,0.0,13.856,15.91,0.017,13.838,0.0253,0.06,-23.6,105.3
243,15.922,0.0,13.847,15.928,0.006,13.834,0.0157,0.02,-23.6,105.23
244,15.93,0.0,13.838,15.894,0.003,13.874,0.0509,0.01,-23.47,105.29
245,15.937,0.0,13.828,15.938,-0.004,13.81,0.0186,-0.01,-23.69,105.25
246,15.945,0.0,13.819,15.99,0.009,13.773,0.0652,0.03,-23.81,105.11
247,15.952,0.0,13.81,15.962,0.001,13.792,0.0199,0.0,-23.75,105.19
248,15.96,0.0,13.8,15.963,-0.007,13.793,0.0103,-0.02,-23.74,105.18
249,15.967,0.0,13.791,15.973,0.024,13.784,0.0252,0.08,-23.77,105.16
250,15.975,0.0,13.782,15.979,-0.003,13.802,0.0215,-0.01,-23.7,105.1
251,15.982,0.0,13.772,15.971,-0.015,13.779,0.0195,-0.05,-23.79,105.18
252,15.99,0.0,13.763,15.992,-0.018,13.761,0.0186,-0.07,-23.85,105.14
253,15.997,0.0,13.753,16.013,-0.02,13.735,0.0315,-0.07,-23.94,105.11
254,16.005,0.0,13.744,16.004,0.02,13.736,0.0211,0.07,-23.94,105.14
255,16.012,0.0,13.735,16.022,-0.005,13.723,0.0161,-0.02,-23.98,105.1
256,16.02,0.0,13.725,16.034,0.025,13.731,0.0294,0.09,-23.94,105.03
257,16.027,0.0,13.716,16.027,0.02,13.714,0.0197,0.07,-24.02,105.1
258,16.035,0.0,13.707,16.042,-0.015,13.701,0.0175,-0.05,-24.06,105.06
259,16.042,0.0,13.697,16.048,-0.009,13.683,0.0178,-0.03,-24.12,105.08
260,16.05,0.0,13.688,16.059,-0.016,13.661,0.0325,-0.06,-24.2,105.08
261,16.057,0.0,13.678,16.058,0.02,13.672,0.021,0.07,-24.16,105.06
262,16.065,0.0,13.669,16.073,-0.006,13.652,0.0198,-0.02,-24.23,105.05
263,16.072,0.0,13.66,16.086,0.028,13.638,0.0377,0.1,-24.27,105.02
264,16.08,0.0,13.65,16.085,-0.004,13.652,0.007,-0.02,-24.22,104.99
265,16.087,0.0,13.641,16.084,0.015,13.623,0.0237,0.05,-24.33,105.06
266,16.095,0.0,13.632,16.068,0.003,13.635,0.0272,0.01,-24.3,105.1
267,16.102,0.0,13.622,16.093,-0.005,13.638,0.0187,-0.02,-24.27,104.99
268,16.11,0.0,13.613,16.084,0.004,13.628,0.03,0.01,-24.32,105.05
269,16.117,0.0,13.603,16.114,-0.003,13.616,0.013,-0.01,-24.34,104.95
270,16.125,0.0,13.594,16.108,0.008,13.616,0.0287,0.03,-24.35,104.98
271,16.132,0.0,13.585,16.156,0.014,13.554,0.0415,0.05,-24.56,104.91
272,16.14,0.0,13.575,16.135,-0.011,13.602,0.0293,-0.04,-24.38,104.89
273,16.147,0.0,13.566,16.126,-0.0,13.574,0.0224,-0.0,-24.5,105.0
274,16.155,0.0,13.557,16.193,-0.004,13.558,0.0381,-0.02,-24.52,104.75
275,16.162,0.0,13.547,16.164,-0.018,13.551,0.0189,-0.07,-24.56,104.88
276,16.17,0.0,13.538,16.18,-0.013,13.508,0.0346,-0.05,-24.72,104.91
277,16.177,0.0,13.528,16.142,-0.015,13.56,0.0499,-0.05,-24.54,104.96
278,16.185,0.0,13.519,16.17,-0.014,13.528,0.0223,-0.05,-24.65,104.91
279,16.192,0.0,13.51,16.193,-0.02,13.504,0.0205,-0.07,-24.73,104.87
280,16.2,0.0,13.5,16.197,-0.002,13.501,0.0034,-0.01,-24.74,104.86
281,16.207,0.0,13.491,16.224,-0.016,13.475,0.0282,-0.06,-24.82,104.8
282,16.215,0.0,13.482,16.219,-0.003,13.474,0.0098,-0.01,-24.83,104.82
283,16.222,0.0,13.472,16.218,0.003,13.478,0.008,0.01,-24.81,104.82
284,16.23,0.0,13.463,16.224,-0.008,13.445,0.0201,-0.03,-24.93,104.87
285,16.237,0.0,13.453,16.24,-0.01,13.438,0.0183,-0.03,-24.95,104.82
286,16.245,0.0,13.444,16.237,-0.01,13.458,0.0183,-0.03,-24.88,104.79
287,16.252,0.0,13.435,16.239,-0.014,13.459,0.031,-0.05,-24.87,104.77
288,16.26,0.0,13.425,16.232,-0.008,13.45,0.0383,-0.03,-24.91,104.82
289,16.267,0.0,13.416,16.253,0.014,13.431,0.025,0.05,-24.97,104.78
290,16.275,0.0,13.407,16.281,0.017,13.401,0.019,0.06,-25.07,104.72
291,16.282,0.0,13.397,16.275,-0.014,13.399,0.0153,-0.05,-25.08,104.75
292,16.29,0.0,13.388,16.275,0.017,13.406,0.0291,0.06,-25.05,104.73
293,16.297,0.0,13.379,16.292,0.007,13.375,0.0095,0.02,-25.16,104.73
294,16.305,0.0,13.369,16.324,-0.012,13.348,0.0309,-0.04,-25.24,104.65
295,16.312,0.0,13.36,16.297,-0.001,13.361,0.0157,-0.0,-25.21,104.74
296,16.32,0.0,13.35,16.335,0.01,13.356,0.0187,0.03,-25.2,104.59
297,16.327,0.0,13.341,16.341,0.006,13.346,0.0155,0.02,-25.24,104.59
298,16.335,0.0,13.332,16.317,0.001,13.346,0.0231,0.0,-25.25,104.69
299,16.342,0.0,13.322,16.35,0.029,13.328,0.0308,0.1,-25.3,104.58
300,16.35,0.0,13.313,16.369,0.008,13.3,0.0244,0.03,-25.4,104.57
301,16.357,0.0,13.304,16.367,0.006,13.295,0.0144,0.02,-25.41,104.58
302,16.365,0.0,13.294,16.334,-0.027,13.303,0.0413,-0.09,-25.41,104.71
303,16.372,0.0,13.285,16.351,0.012,13.301,0.0291,0.04,-25.41,104.64
304,16.38,0.0,13.275,16.413,0.004,13.249,0.0428,0.01,-25.56,104.49
305,16.387,0.0,13.266,16.393,0.006,13.244,0.023,0.02,-25.59,104.58
306,16.395,0.0,13.257,16.389,0.011,13.241,0.0199,0.04,-25.61,104.61
307,16.402,0.0,13.247,16.396,0.016,13.247,0.0173,0.06,-25.58,104.56
308,16.41,0.0,13.238,16.391,0.006,13.234,0.0201,0.02,-25.63,104.61
