timestamp_ms,target_x,target_y,target_z,real_x,real_y,real_z,error,base_deg,shoulder_deg,elbow_deg
20,15.001,-0.004,14.991,15.002,-0.006,14.984,0.007,-0.02,-19.44,106.16
21,15.001,-0.004,14.99,15.02,0.008,14.978,0.0253,0.03,-19.46,106.1
22,15.001,-0.005,14.989,14.989,-0.008,14.998,0.0157,-0.03,-19.38,106.18
23,15.001,-0.005,14.988,14.993,0.011,14.989,0.0186,0.04,-19.42,106.18
24,15.001,-0.006,14.987,15.035,0.006,14.968,0.0404,0.02,-19.49,106.07
25,15.002,-0.006,14.986,15.037,-0.007,14.99,0.0355,-0.03,-19.4,106.01
26,15.002,-0.007,14.985,15.014,-0.01,14.993,0.0154,-0.04,-19.4,106.09
27,15.002,-0.007,14.983,15.003,-0.001,14.994,0.0125,-0.0,-19.4,106.13
28,15.002,-0.008,14.982,15.025,-0.0,14.974,0.0256,-0.0,-19.47,106.1
29,15.002,-0.009,14.981,15.025,-0.009,14.973,0.0239,-0.04,-19.47,106.1
30,15.002,-0.009,14.98,15.026,0.017,14.956,0.0425,0.06,-19.54,106.14
31,15.002,-0.01,14.978,15.028,0.027,14.976,0.0443,0.1,-19.46,106.08
32,15.003,-0.01,14.977,15.01,0.005,14.977,0.017,0.02,-19.46,106.15
33,15.003,-0.011,14.975,15.003,0.006,15.002,0.0313,0.02,-19.37,106.11
34,15.003,-0.012,14.974,15.021,0.015,14.99,0.0365,0.06,-19.41,106.07
35,15.003,-0.012,14.972,14.961,-0.027,15.008,0.0573,-0.1,-19.35,106.26
36,15.003,-0.013,14.97,14.972,-0.03,14.992,0.0408,-0.11,-19.41,106.26
37,15.003,-0.014,14.969,15.013,-0.027,14.974,0.0168,-0.1,-19.47,106.14
38,15.004,-0.015,14.967,14.995,-0.024,14.993,0.0289,-0.09,-19.4,106.17
39,15.004,-0.015,14.965,15.01,-0.016,14.952,0.0146,-0.06,-19.56,106.22
40,15.004,-0.016,14.964,14.994,-0.021,14.971,0.0134,-0.08,-19.49,106.23
41,15.004,-0.017,14.962,14.999,-0.012,14.95,0.0137,-0.05,-19.57,106.27
42,15.004,-0.018,14.96,15.015,-0.025,14.953,0.0145,-0.1,-19.56,106.19
43,15.005,-0.019,14.958,15.012,-0.014,14.968,0.013,-0.06,-19.5,106.17
44,15.005,-0.02,14.956,15.003,-0.02,14.954,0.0025,-0.08,-19.55,106.24
45,15.005,-0.02,14.954,14.971,-0.002,14.988,0.052,-0.01,-19.43,106.27
46,15.005,-0.021,14.952,14.983,0.015,14.945,0.0435,0.06,-19.6,106.34
47,15.006,-0.022,14.95,14.987,-0.021,14.975,0.0314,-0.08,-19.48,106.25
48,15.006,-0.023,14.948,15.0,0.001,14.956,0.0258,0.0,-19.55,106.24
49,15.006,-0.024,14.945,15.025,-0.034,14.911,0.0406,-0.13,-19.72,106.26
50,15.006,-0.025,14.943,15.003,-0.034,14.939,0.0099,-0.13,-19.61,106.27
51,15.007,-0.026,14.941,15.005,-0.04,14.94,0.0136,-0.15,-19.61,106.27
52,15.007,-0.027,14.938,15.01,-0.026,14.922,0.0163,-0.1,-19.68,106.29
53,15.007,-0.028,14.936,15.033,-0.016,14.925,0.0307,-0.06,-19.67,106.2
54,15.007,-0.03,14.934,14.973,-0.042,14.945,0.0384,-0.16,-19.6,106.38
55,15.008,-0.031,14.931,14.986,0.007,14.951,0.0477,0.03,-19.57,106.31
56,15.008,-0.032,14.929,14.979,-0.025,14.954,0.0388,-0.1,-19.56,106.33
57,15.008,-0.033,14.926,15.0,-0.024,14.947,0.0237,-0.09,-19.59,106.27
58,15.009,-0.034,14.923,14.983,-0.048,14.918,0.0301,-0.19,-19.7,106.41
59,15.009,-0.035,14.921,15.014,-0.041,14.914,0.0107,-0.16,-19.71,106.3
60,15.009,-0.036,14.918,15.032,-0.05,14.9,0.0317,-0.19,-19.76,106.27
61,15.009,-0.038,14.915,15.018,-0.041,14.933,0.02,-0.16,-19.63,106.23
62,15.01,-0.039,14.912,15.027,-0.057,14.918,0.0257,-0.22,-19.69,106.24
63,15.01,-0.04,14.91,15.015,-0.046,14.9,0.0119,-0.18,-19.77,106.33
64,15.01,-0.041,14.907,15.014,-0.041,14.923,0.0167,-0.16,-19.68,106.28
65,15.011,-0.043,14.904,15.006,-0.04,14.921,0.0176,-0.15,-19.69,106.31
66,15.011,-0.044,14.901,15.009,-0.04,14.904,0.0055,-0.15,-19.75,106.35
67,15.011,-0.045,14.898,15.042,-0.052,14.894,0.0315,-0.2,-19.78,106.24
68,15.012,-0.047,14.895,15.004,-0.046,14.887,0.011,-0.18,-19.82,106.41
69,15.012,-0.048,14.892,15.007,-0.053,14.91,0.0195,-0.2,-19.73,106.34
70,15.012,-0.05,14.888,14.992,-0.076,14.9,0.0351,-0.29,-19.77,106.42
71,15.013,-0.051,14.885,14.981,-0.037,14.911,0.0432,-0.14,-19.73,106.44
72,15.013,-0.052,14.882,14.993,-0.041,14.89,0.0248,-0.16,-19.81,106.45
73,15.013,-0.054,14.879,15.011,-0.049,14.87,0.0105,-0.19,-19.89,106.43
74,15.014,-0.055,14.875,15.03,-0.071,14.878,0.0226,-0.27,-19.85,106.33
75,15.014,-0.057,14.872,15.045,-0.08,14.859,0.0406,-0.3,-19.92,106.32
76,15.015,-0.058,14.868,15.008,-0.09,14.849,0.0373,-0.34,-19.97,106.49
77,15.015,-0.06,14.865,15.043,-0.076,14.848,0.0362,-0.29,-19.97,106.36
78,15.015,-0.062,14.861,14.995,-0.068,14.879,0.0277,-0.26,-19.86,106.47
79,15.016,-0.063,14.858,15.039,-0.054,14.831,0.0367,-0.21,-20.04,106.42
80,15.016,-0.065,14.854,15.024,-0.079,14.855,0.0165,-0.3,-19.94,106.42
81,15.017,-0.066,14.851,15.016,-0.074,14.847,0.0079,-0.28,-19.98,106.47
82,15.017,-0.068,14.847,15.021,-0.065,14.851,0.0063,-0.25,-19.96,106.44
83,15.017,-0.07,14.843,14.977,-0.07,14.855,0.0421,-0.27,-19.96,106.6
84,15.018,-0.071,14.839,14.997,-0.061,14.853,0.0274,-0.23,-19.96,106.53
85,15.018,-0.073,14.835,15.028,-0.069,14.819,0.0201,-0.26,-20.09,106.49
86,15.019,-0.075,14.832,15.03,-0.084,14.82,0.0184,-0.32,-20.08,106.48
87,15.019,-0.077,14.828,14.99,-0.096,14.844,0.039,-0.37,-20.0,106.58
88,15.02,-0.078,14.824,14.98,-0.124,14.844,0.0634,-0.47,-20.0,106.61
89,15.02,-0.08,14.82,15.032,-0.07,14.825,0.0167,-0.27,-20.06,106.46
90,15.02,-0.082,14.816,15.01,-0.089,14.818,0.0127,-0.34,-20.09,106.56
91,15.021,-0.084,14.811,14.999,-0.099,14.808,0.0265,-0.38,-20.14,106.63
92,15.021,-0.086,14.807,15.006,-0.081,14.809,0.0166,-0.31,-20.13,106.61
93,15.022,-0.088,14.803,15.01,-0.085,14.802,0.0121,-0.33,-20.16,106.61
94,15.022,-0.089,14.799,15.017,-0.082,14.796,0.0097,-0.31,-20.18,106.6
95,15.023,-0.091,14.795,14.995,-0.093,14.803,0.0287,-0.36,-20.16,106.66
96,15.023,-0.093,14.79,15.018,-0.094,14.785,0.007,-0.36,-20.22,106.62
97,15.024,-0.095,14.786,15.058,-0.1,14.773,0.037,-0.38,-20.26,106.49
98,15.024,-0.097,14.781,15.048,-0.081,14.762,0.0345,-0.31,-20.31,106.56
99,15.025,-0.099,14.777,15.008,-0.104,14.789,0.0212,-0.4,-20.21,106.65
100,15.025,-0.101,14.772,15.01,-0.097,14.783,0.0192,-0.37,-20.23,106.66
101,15.026,-0.103,14.768,15.021,-0.119,14.779,0.0198,-0.46,-20.25,106.62
102,15.026,-0.105,14.763,15.022,-0.095,14.764,0.0108,-0.36,-20.3,106.66
103,15.027,-0.107,14.758,15.037,-0.128,14.744,0.0268,-0.49,-20.38,106.65
104,15.027,-0.109,14.754,15.022,-0.107,14.758,0.0071,-0.41,-20.33,106.67
105,15.028,-0.112,14.749,15.041,-0.122,14.748,0.0164,-0.46,-20.36,106.62
106,15.028,-0.114,14.744,15.016,-0.112,14.753,0.0147,-0.43,-20.35,106.71
107,15.029,-0.116,14.739,15.037,-0.114,14.722,0.0195,-0.43,-20.47,106.71
108,15.03,-0.118,14.734,14.989,-0.11,14.747,0.0434,-0.42,-20.38,106.83
109,15.03,-0.12,14.729,15.042,-0.114,14.732,0.0142,-0.43,-20.43,106.66
110,15.031,-0.122,14.724,15.028,-0.12,14.691,0.0339,-0.46,-20.6,106.82
111,15.031,-0.125,14.719,15.026,-0.107,14.716,0.0184,-0.41,-20.5,106.77
112,15.032,-0.127,14.714,15.069,-0.118,14.714,0.0378,-0.45,-20.49,106.6
113,15.032,-0.129,14.709,15.022,-0.149,14.731,0.0314,-0.57,-20.44,106.74
114,15.033,-0.132,14.704,15.017,-0.125,14.738,0.0383,-0.48,-20.41,106.74
115,15.033,-0.134,14.699,15.027,-0.123,14.694,0.0133,-0.47,-20.58,106.82
116,15.034,-0.136,14.694,15.006,-0.133,14.711,0.0332,-0.51,-20.52,106.86
117,15.035,-0.139,14.688,15.036,-0.148,14.708,0.0216,-0.56,-20.53,106.75
118,15.035,-0.141,14.683,15.025,-0.15,14.684,0.0138,-0.57,-20.62,106.85
119,15.036,-0.143,14.678,15.047,-0.119,14.671,0.0274,-0.45,-20.67,106.8
120,15.036,-0.146,14.672,15.02,-0.148,14.681,0.019,-0.56,-20.64,106.88
121,15.037,-0.148,14.667,15.031,-0.157,14.669,0.0106,-0.6,-20.68,106.86
122,15.038,-0.151,14.661,15.041,-0.14,14.67,0.0147,-0.53,-20.68,106.82
123,15.038,-0.153,14.656,15.027,-0.155,14.67,0.0183,-0.59,-20.68,106.88
124,15.039,-0.156,14.65,15.071,-0.167,14.666,0.0373,-0.63,-20.68,106.71
125,15.04,-0.158,14.644,15.049,-0.17,14.644,0.0157,-0.65,-20.78,106.85
126,15.04,-0.161,14.639,15.083,-0.18,14.597,0.0626,-0.68,-20.95,106.84
127,15.041,-0.163,14.633,15.077,-0.175,14.6,0.0501,-0.67,-20.94,106.86
128,15.041,-0.166,14.627,15.03,-0.145,14.626,0.0237,-0.55,-20.85,106.98
129,15.042,-0.168,14.621,15.06,-0.158,14.612,0.0227,-0.6,-20.9,106.9
130,15.043,-0.171,14.615,15.079,-0.162,14.619,0.0381,-0.61,-20.87,106.8
131,15.043,-0.174,14.609,15.044,-0.18,14.61,0.0068,-0.69,-20.91,106.96
132,15.044,-0.176,14.603,15.058,-0.179,14.576,0.0306,-0.68,-21.04,106.99
133,15.045,-0.179,14.597,15.027,-0.192,14.6,0.0216,-0.73,-20.96,107.05
134,15.045,-0.182,14.591,15.012,-0.17,14.612,0.0405,-0.65,-20.92,107.09
135,15.046,-0.184,14.585,15.052,-0.185,14.569,0.0173,-0.71,-21.08,107.04
136,15.047,-0.187,14.579,15.046,-0.163,14.575,0.0246,-0.62,-21.05,107.04
137,15.047,-0.19,14.573,15.049,-0.18,14.572,0.0105,-0.68,-21.06,107.04
138,15.048,-0.193,14.566,15.051,-0.181,14.581,0.0187,-0.69,-21.03,107.01
139,15.049,-0.196,14.56,15.031,-0.206,14.548,0.0238,-0.78,-21.16,107.17
140,15.05,-0.198,14.554,15.067,-0.197,14.555,0.0175,-0.75,-21.13,107.01
141,15.05,-0.201,14.547,15.049,-0.207,14.567,0.0205,-0.79,-21.08,107.05
142,15.051,-0.204,14.541,15.069,-0.23,14.541,0.0313,-0.87,-21.18,107.04
143,15.052,-0.207,14.534,15.049,-0.217,14.541,0.0125,-0.83,-21.19,107.12
144,15.052,-0.21,14.528,15.067,-0.23,14.545,0.0303,-0.88,-21.17,107.04
145,15.053,-0.213,14.521,15.037,-0.208,14.525,0.0177,-0.79,-21.25,107.21
146,15.054,-0.216,14.515,15.038,-0.222,14.531,0.0232,-0.85,-21.23,107.19
147,15.055,-0.219,14.508,15.035,-0.215,14.519,0.0223,-0.82,-21.28,107.23
148,15.055,-0.222,14.501,15.081,-0.208,14.486,0.0326,-0.79,-21.4,107.13
149,15.056,-0.225,14.494,15.067,-0.213,14.472,0.0271,-0.81,-21.46,107.22
150,15.057,-0.228,14.488,15.114,-0.235,14.461,0.0629,-0.89,-21.48,107.06
151,15.058,-0.231,14.481,15.041,-0.226,14.469,0.0212,-0.86,-21.48,107.33
152,15.058,-0.234,14.474,15.073,-0.224,14.468,0.0183,-0.85,-21.47,107.21
153,15.059,-0.237,14.467,15.064,-0.225,14.46,0.0144,-0.86,-21.51,107.26
154,15.06,-0.24,14.46,15.068,-0.238,14.457,0.0093,-0.9,-21.52,107.25
155,15.061,-0.243,14.453,15.089,-0.255,14.429,0.0384,-0.97,-21.62,107.24
156,15.062,-0.246,14.446,15.089,-0.242,14.434,0.03,-0.92,-21.6,107.23
157,15.062,-0.249,14.439,15.021,-0.256,14.449,0.043,-0.98,-21.56,107.46
158,15.063,-0.253,14.432,15.062,-0.244,14.433,0.0084,-0.93,-21.61,107.33
159,15.064,-0.256,14.424,15.074,-0.255,14.42,0.0109,-0.97,-21.66,107.32
160,15.065,-0.259,14.417,15.056,-0.268,14.418,0.0127,-1.02,-21.68,107.4
161,15.066,-0.262,14.41,15.078,-0.261,14.405,0.0132,-0.99,-21.72,107.34
162,15.066,-0.266,14.402,15.059,-0.282,14.395,0.019,-1.07,-21.76,107.44
163,15.067,-0.269,14.395,15.069,-0.272,14.389,0.0069,-1.03,-21.79,107.42
164,15.068,-0.272,14.388,15.069,-0.293,14.357,0.0367,-1.11,-21.91,107.49
165,15.069,-0.276,14.38,15.059,-0.269,14.381,0.012,-1.02,-21.82,107.48
166,15.07,-0.279,14.373,15.068,-0.277,14.383,0.011,-1.05,-21.81,107.44
167,15.071,-0.282,14.365,15.065,-0.264,14.365,0.0192,-1.0,-21.89,107.49
168,15.071,-0.286,14.357,15.07,-0.274,14.34,0.021,-1.04,-21.98,107.54
169,15.072,-0.289,14.35,15.054,-0.275,14.371,0.0317,-1.05,-21.86,107.52
170,15.073,-0.292,14.342,15.086,-0.273,14.351,0.0256,-1.04,-21.93,107.44
171,15.074,-0.296,14.334,15.039,-0.274,14.352,0.045,-1.05,-21.94,107.63
172,15.075,-0.299,14.326,15.084,-0.291,14.331,0.0127,-1.11,-22.02,107.5
173,15.076,-0.303,14.319,15.073,-0.299,14.327,0.0093,-1.14,-22.03,107.55
174,15.077,-0.306,14.311,15.124,-0.315,14.298,0.0494,-1.19,-22.13,107.42
175,15.077,-0.31,14.303,15.073,-0.311,14.275,0.0281,-1.18,-22.24,107.68
176,15.078,-0.313,14.295,15.08,-0.329,14.292,0.0154,-1.25,-22.17,107.61
177,15.079,-0.317,14.287,15.084,-0.318,14.291,0.0067,-1.21,-22.17,107.6
178,15.08,-0.321,14.279,15.085,-0.297,14.313,0.0421,-1.13,-22.09,107.54
179,15.081,-0.324,14.27,15.086,-0.334,14.275,0.0116,-1.27,-22.24,107.63
180,15.082,-0.328,14.262,15.101,-0.307,14.252,0.0297,-1.17,-22.33,107.63
181,15.083,-0.332,14.254,15.094,-0.34,14.26,0.015,-1.29,-22.3,107.63
182,15.084,-0.335,14.246,15.081,-0.328,14.238,0.0111,-1.24,-22.39,107.74
183,15.085,-0.339,14.237,15.119,-0.371,14.251,0.0488,-1.41,-22.32,107.55
184,15.086,-0.343,14.229,15.065,-0.332,14.244,0.0273,-1.26,-22.37,107.79
185,15.087,-0.346,14.221,15.069,-0.348,14.223,0.0177,-1.32,-22.45,107.82
186,15.088,-0.35,14.212,15.077,-0.348,14.206,0.0123,-1.32,-22.52,107.83
187,15.088,-0.354,14.204,15.114,-0.353,14.221,0.0308,-1.34,-22.44,107.65
188,15.089,-0.358,14.195,15.091,-0.333,14.212,0.0299,-1.27,-22.48,107.76
189,15.09,-0.361,14.187,15.108,-0.357,14.171,0.0236,-1.35,-22.64,107.79
190,15.091,-0.365,14.178,15.1,-0.388,14.168,0.0259,-1.47,-22.66,107.83
191,15.092,-0.369,14.169,15.089,-0.368,14.165,0.0058,-1.4,-22.68,107.89
192,15.093,-0.373,14.161,15.116,-0.367,14.137,0.0335,-1.39,-22.78,107.84
193,15.094,-0.377,14.152,15.097,-0.366,14.161,0.0148,-1.39,-22.69,107.86
194,15.095,-0.381,14.143,15.101,-0.365,14.132,0.02,-1.39,-22.8,107.92
195,15.096,-0.385,14.134,15.114,-0.378,14.125,0.0214,-1.43,-22.83,107.88
196,15.097,-0.389,14.125,15.117,-0.382,14.104,0.0299,-1.45,-22.91,107.92
197,15.098,-0.393,14.116,15.071,-0.386,14.116,0.0282,-1.47,-22.88,108.07
198,15.099,-0.397,14.107,15.112,-0.402,14.082,0.0286,-1.52,-23.0,107.99
199,15.1,-0.401,14.098,15.1,-0.423,14.092,0.0229,-1.6,-22.96,108.01
200,15.101,-0.405,14.089,15.103,-0.417,14.086,0.0123,-1.58,-22.98,108.02
201,15.102,-0.409,14.08,15.098,-0.423,14.064,0.0221,-1.61,-23.08,108.09
202,15.103,-0.413,14.071,15.092,-0.412,14.064,0.0132,-1.56,-23.08,108.11
203,15.104,-0.417,14.062,15.118,-0.417,14.058,0.0142,-1.58,-23.09,108.02
204,15.105,-0.421,14.052,15.11,-0.426,14.052,0.0069,-1.61,-23.12,108.07
205,15.106,-0.425,14.043,15.064,-0.409,14.068,0.052,-1.55,-23.07,108.22
206,15.107,-0.429,14.034,15.1,-0.45,14.027,0.0229,-1.71,-23.22,108.17
207,15.108,-0.434,14.024,15.098,-0.436,14.031,0.0128,-1.65,-23.21,108.17
208,15.109,-0.438,14.015,15.102,-0.435,14.03,0.017,-1.65,-23.21,108.15
209,15.111,-0.442,14.005,15.121,-0.467,13.995,0.029,-1.77,-23.34,108.15
210,15.112,-0.446,13.996,15.104,-0.43,14.01,0.0222,-1.63,-23.29,108.19
211,15.113,-0.451,13.986,15.099,-0.448,13.979,0.0154,-1.7,-23.41,108.29
212,15.114,-0.455,13.977,15.094,-0.442,13.987,0.0253,-1.68,-23.38,108.29
213,15.115,-0.459,13.967,15.13,-0.457,13.956,0.0191,-1.73,-23.5,108.21
214,15.116,-0.463,13.957,15.11,-0.49,13.951,0.0283,-1.86,-23.52,108.3
215,15.117,-0.468,13.947,15.166,-0.454,13.911,0.0624,-1.71,-23.66,108.18
216,15.118,-0.472,13.938,15.113,-0.49,13.915,0.0296,-1.86,-23.67,108.38
217,15.119,-0.477,13.928,15.107,-0.47,13.945,0.0221,-1.78,-23.55,108.34
218,15.12,-0.481,13.918,15.123,-0.491,13.923,0.0112,-1.86,-23.63,108.32
219,15.121,-0.485,13.908,15.122,-0.467,13.931,0.0293,-1.77,-23.6,108.31
220,15.122,-0.49,13.898,15.106,-0.499,13.907,0.0211,-1.89,-23.7,108.42
221,15.124,-0.494,13.888,15.099,-0.502,13.896,0.027,-1.9,-23.75,108.48
222,15.125,-0.499,13.878,15.118,-0.479,13.879,0.0205,-1.82,-23.81,108.45
223,15.126,-0.503,13.868,15.128,-0.518,13.853,0.0209,-1.96,-23.91,108.46
224,15.127,-0.508,13.858,15.096,-0.525,13.881,0.0424,-1.99,-23.81,108.52
225,15.128,-0.512,13.847,15.135,-0.539,13.811,0.0456,-2.04,-24.08,108.53
226,15.129,-0.517,13.837,15.077,-0.52,13.86,0.057,-1.98,-23.9,108.65
227,15.13,-0.521,13.827,15.153,-0.493,13.8,0.0452,-1.86,-24.11,108.49
228,15.132,-0.526,13.816,15.124,-0.538,13.83,0.019,-2.04,-24.0,108.53
229,15.133,-0.531,13.806,15.128,-0.516,13.791,0.0212,-1.95,-24.16,108.61
230,15.134,-0.535,13.796,15.121,-0.504,13.817,0.0404,-1.91,-24.06,108.58
231,15.135,-0.54,13.785,15.136,-0.54,13.779,0.0066,-2.04,-24.2,108.6
232,15.136,-0.545,13.774,15.145,-0.542,13.768,0.0111,-2.05,-24.24,108.59
233,15.137,-0.549,13.764,15.137,-0.552,13.759,0.0053,-2.09,-24.28,108.64
234,15.139,-0.554,13.753,15.128,-0.563,13.754,0.0141,-2.13,-24.3,108.69
235,15.14,-0.559,13.743,15.126,-0.56,13.735,0.0153,-2.12,-24.38,108.74
236,15.141,-0.564,13.732,15.145,-0.564,13.719,0.0138,-2.13,-24.44,108.7
237,15.142,-0.568,13.721,15.14,-0.562,13.729,0.0104,-2.13,-24.4,108.7
238,15.143,-0.573,13.71,15.13,-0.578,13.708,0.014,-2.19,-24.49,108.78
239,15.145,-0.578,13.699,15.147,-0.58,13.701,0.0033,-2.19,-24.51,108.74
240,15.146,-0.583,13.688,15.15,-0.595,13.686,0.0129,-2.25,-24.57,108.75
241,15.147,-0.588,13.678,15.147,-0.578,13.675,0.0099,-2.19,-24.61,108.79
242,15.148,-0.593,13.667,15.131,-0.57,13.688,0.0356,-2.16,-24.57,108.83
243,15.149,-0.597,13.656,15.156,-0.597,13.651,0.008,-2.26,-24.71,108.81
244,15.151,-0.602,13.645,15.137,-0.621,13.637,0.0242,-2.35,-24.77,108.91
245,15.152,-0.607,13.634,15.164,-0.613,13.597,0.0388,-2.32,-24.92,108.9
246,15.153,-0.612,13.623,15.14,-0.6,13.629,0.0186,-2.27,-24.8,108.93
247,15.154,-0.617,13.612,15.139,-0.624,13.601,0.0198,-2.36,-24.91,108.99
248,15.155,-0.622,13.601,15.14,-0.628,13.615,0.0219,-2.38,-24.86,108.96
249,15.157,-0.627,13.59,15.161,-0.647,13.596,0.0216,-2.44,-24.93,108.91
250,15.158,-0.631,13.579,15.16,-0.634,13.576,0.0049,-2.39,-25.01,108.96
251,15.159,-0.636,13.568,15.134,-0.617,13.602,0.0457,-2.33,-24.91,109.01
252,15.16,-0.641,13.557,15.169,-0.661,13.543,0.0265,-2.5,-25.13,109.0
253,15.161,-0.646,13.547,15.154,-0.642,13.571,0.0254,-2.43,-25.03,109.0
254,15.163,-0.651,13.536,15.167,-0.668,13.529,0.0187,-2.52,-25.19,109.04
255,15.164,-0.656,13.525,15.166,-0.644,13.528,0.0125,-2.43,-25.19,109.04
256,15.165,-0.661,13.514,15.183,-0.63,13.508,0.0359,-2.38,-25.27,109.02
257,15.166,-0.665,13.503,15.155,-0.655,13.516,0.0199,-2.47,-25.25,109.12
258,15.168,-0.67,13.492,15.151,-0.701,13.494,0.0348,-2.65,-25.34,109.17
259,15.169,-0.675,13.481,15.171,-0.666,13.494,0.0158,-2.51,-25.33,109.1
260,15.17,-0.68,13.47,15.206,-0.696,13.462,0.0404,-2.62,-25.44,109.02
261,15.171,-0.685,13.459,15.179,-0.694,13.429,0.0326,-2.62,-25.59,109.21
262,15.172,-0.69,13.448,15.158,-0.707,13.445,0.0226,-2.67,-25.53,109.26
263,15.174,-0.695,13.437,15.182,-0.698,13.431,0.0113,-2.63,-25.58,109.19
264,15.175,-0.699,13.426,15.191,-0.709,13.416,0.0214,-2.67,-25.63,109.19
265,15.176,-0.704,13.415,15.195,-0.676,13.414,0.0342,-2.55,-25.64,109.18
266,15.177,-0.709,13.405,15.177,-0.68,13.386,0.0342,-2.57,-25.76,109.32
267,15.178,-0.714,13.394,15.18,-0.709,13.41,0.0173,-2.67,-25.66,109.24
268,15.18,-0.719,13.383,15.178,-0.73,13.399,0.0194,-2.75,-25.71,109.28
269,15.181,-0.724,13.372,15.171,-0.736,13.385,0.0209,-2.78,-25.76,109.33
270,15.182,-0.728,13.361,15.185,-0.704,13.348,0.0277,-2.66,-25.91,109.37
271,15.183,-0.733,13.35,15.156,-0.713,13.363,0.0367,-2.69,-25.86,109.45
272,15.185,-0.738,13.339,15.199,-0.773,13.331,0.0383,-2.91,-25.97,109.33
273,15.186,-0.743,13.328,15.178,-0.728,13.347,0.0251,-2.75,-25.92,109.39
274,15.187,-0.748,13.317,15.186,-0.744,13.3,0.0181,-2.81,-26.1,109.47
275,15.188,-0.753,13.306,15.182,-0.74,13.316,0.0168,-2.79,-26.04,109.45
276,15.189,-0.758,13.295,15.177,-0.764,13.285,0.0173,-2.88,-26.16,109.53
277,15.191,-0.762,13.284,15.17,-0.769,13.294,0.0234,-2.9,-26.13,109.54
278,15.192,-0.767,13.274,15.225,-0.759,13.256,0.0389,-2.85,-26.26,109.4
279,15.193,-0.772,13.263,15.185,-0.769,13.27,0.011,-2.9,-26.22,109.53
280,15.194,-0.777,13.252,15.186,-0.771,13.245,0.012,-2.91,-26.32,109.58
281,15.195,-0.782,13.241,15.2,-0.77,13.247,0.0142,-2.9,-26.31,109.52
282,15.197,-0.787,13.23,15.182,-0.772,13.245,0.0258,-2.91,-26.32,109.6
283,15.198,-0.792,13.219,15.173,-0.8,13.233,0.0302,-3.02,-26.37,109.66
284,15.199,-0.796,13.208,15.207,-0.792,13.202,0.0108,-2.98,-26.48,109.58
285,15.2,-0.801,13.197,15.206,-0.798,13.184,0.0148,-3.01,-26.56,109.63
286,15.202,-0.806,13.186,15.179,-0.822,13.172,0.0316,-3.1,-26.62,109.76
287,15.203,-0.811,13.175,15.211,-0.86,13.189,0.0518,-3.24,-26.53,109.58
288,15.204,-0.816,13.164,15.241,-0.818,13.147,0.0403,-3.07,-26.69,109.56
289,15.205,-0.821,13.153,15.213,-0.817,13.152,0.0085,-3.07,-26.68,109.67
290,15.206,-0.826,13.143,15.222,-0.818,13.117,0.0306,-3.08,-26.82,109.71
291,15.208,-0.83,13.132,15.21,-0.815,13.142,0.019,-3.07,-26.72,109.7
292,15.209,-0.835,13.121,15.232,-0.859,13.102,0.0385,-3.23,-26.87,109.69
293,15.21,-0.84,13.11,15.23,-0.842,13.1,0.0221,-3.16,-26.88,109.71
294,15.211,-0.845,13.099,15.24,-0.848,13.079,0.0348,-3.19,-26.96,109.71
295,15.212,-0.85,13.088,15.199,-0.846,13.109,0.0256,-3.19,-26.86,109.81
