timestamp_ms,target_x,target_y,target_z,real_x,real_y,real_z,error,base_deg,shoulder_deg,elbow_deg
21,15.0,0.011,15.0,14.979,0.011,15.012,0.024,0.04,-19.33,106.18
22,15.0,0.012,15.0,14.996,0.023,15.004,0.0121,0.09,-19.36,106.13
23,15.0,0.013,15.0,15.025,0.025,14.986,0.0313,0.1,-19.42,106.06
24,15.0,0.014,15.0,15.02,0.031,14.996,0.0267,0.12,-19.38,106.06
25,15.0,0.016,15.0,14.989,0.025,15.0,0.0147,0.1,-19.38,106.17
26,15.0,0.017,15.0,15.001,0.032,14.993,0.017,0.12,-19.4,106.14
27,15.0,0.018,15.0,14.986,-0.008,15.008,0.0309,-0.03,-19.34,106.16
28,15.0,0.02,15.0,14.983,0.023,15.015,0.0229,0.09,-19.32,106.16
29,15.0,0.021,15.0,14.956,0.034,15.031,0.0552,0.13,-19.26,106.22
30,15.0,0.023,15.0,14.984,0.031,15.013,0.0216,0.12,-19.33,106.16
31,15.0,0.024,15.0,14.987,0.025,15.012,0.0176,0.1,-19.33,106.15
32,15.0,0.026,15.0,14.972,0.022,15.009,0.0297,0.08,-19.34,106.22
33,15.0,0.027,15.0,15.029,0.013,14.995,0.0334,0.05,-19.39,106.03
34,15.0,0.029,15.0,14.999,0.047,14.997,0.0186,0.18,-19.39,106.14
35,15.0,0.031,15.0,15.014,0.037,15.008,0.0172,0.14,-19.34,106.05
36,15.0,0.032,15.0,14.957,0.035,15.03,0.0525,0.14,-19.26,106.22
37,15.0,0.034,15.0,15.021,0.03,14.996,0.0221,0.11,-19.39,106.05
38,15.0,0.036,15.0,15.022,0.038,15.007,0.023,0.14,-19.34,106.02
39,15.0,0.038,15.0,14.989,0.039,15.002,0.0109,0.15,-19.37,106.16
40,15.0,0.04,15.0,15.003,0.048,14.994,0.0111,0.18,-19.4,106.13
41,15.0,0.042,15.0,14.989,0.054,15.006,0.0173,0.21,-19.35,106.15
42,15.0,0.044,15.0,15.005,0.044,14.996,0.0063,0.17,-19.39,106.12
43,15.0,0.046,15.0,15.009,0.046,15.0,0.0091,0.17,-19.37,106.09
44,15.0,0.048,15.0,14.997,0.05,15.014,0.0143,0.19,-19.32,106.1
45,15.0,0.051,15.0,14.969,0.036,15.011,0.0361,0.14,-19.34,106.22
46,15.0,0.053,15.0,14.978,0.053,15.013,0.0254,0.2,-19.33,106.18
47,15.0,0.055,15.0,14.987,0.057,14.99,0.0168,0.22,-19.42,106.21
48,15.0,0.058,15.0,15.004,0.051,14.992,0.0114,0.19,-19.4,106.13
49,15.0,0.06,15.0,14.986,0.068,15.011,0.019,0.26,-19.34,106.16
50,15.0,0.063,15.0,14.984,0.075,15.025,0.0321,0.29,-19.28,106.12
51,14.999,0.065,15.0,15.007,0.069,15.021,0.0228,0.26,-19.29,106.04
52,14.999,0.068,15.0,14.99,0.063,15.01,0.015,0.24,-19.34,106.14
53,14.999,0.07,15.0,14.963,0.07,15.041,0.0552,0.27,-19.22,106.17
54,14.999,0.073,15.0,14.991,0.069,15.013,0.0161,0.26,-19.32,106.13
55,14.999,0.076,15.0,15.001,0.068,15.001,0.0081,0.26,-19.37,106.12
56,14.999,0.078,15.0,14.991,0.096,15.018,0.0269,0.37,-19.3,106.11
57,14.999,0.081,15.0,15.023,0.125,14.98,0.0538,0.48,-19.45,106.09
58,14.999,0.084,15.0,14.997,0.091,14.985,0.0168,0.35,-19.43,106.18
59,14.999,0.087,15.0,14.984,0.081,15.007,0.0177,0.31,-19.35,106.17
60,14.999,0.09,15.0,15.018,0.083,14.996,0.0207,0.32,-19.39,106.07
61,14.999,0.093,15.0,14.999,0.1,14.999,0.0071,0.38,-19.38,106.13
62,14.999,0.096,15.0,14.984,0.085,15.009,0.0212,0.32,-19.34,106.17
63,14.999,0.099,15.0,14.991,0.114,15.002,0.0167,0.44,-19.37,106.15
64,14.999,0.102,15.0,15.015,0.091,15.017,0.0259,0.35,-19.3,106.02
65,14.999,0.106,15.0,14.99,0.094,15.014,0.0206,0.36,-19.32,106.13
66,14.999,0.109,15.0,15.001,0.085,15.015,0.0282,0.33,-19.31,106.08
67,14.999,0.112,15.0,15.011,0.113,15.0,0.0117,0.43,-19.37,106.08
68,14.999,0.116,15.0,14.989,0.108,15.002,0.0134,0.41,-19.37,106.16
69,14.999,0.119,15.0,14.993,0.118,15.004,0.0074,0.45,-19.36,106.14
70,14.999,0.123,15.0,15.004,0.127,14.998,0.0066,0.48,-19.38,106.12
71,14.999,0.126,15.0,15.014,0.137,14.98,0.0271,0.52,-19.45,106.12
72,14.999,0.13,15.0,15.013,0.135,15.0,0.0149,0.52,-19.37,106.08
73,14.999,0.133,15.0,14.992,0.114,14.998,0.0205,0.44,-19.38,106.16
74,14.999,0.137,15.0,15.007,0.125,14.99,0.0171,0.48,-19.41,106.13
75,14.999,0.141,15.0,15.002,0.136,14.993,0.0088,0.52,-19.4,106.14
76,14.999,0.144,15.0,14.997,0.145,15.003,0.0037,0.55,-19.36,106.13
77,14.999,0.148,15.0,15.011,0.132,15.004,0.0211,0.5,-19.36,106.07
78,14.999,0.152,15.0,15.002,0.155,15.003,0.0054,0.59,-19.36,106.11
79,14.999,0.156,15.0,15.009,0.181,15.002,0.0265,0.69,-19.36,106.08
80,14.999,0.16,15.0,15.008,0.161,15.003,0.0101,0.61,-19.36,106.08
81,14.999,0.164,15.0,15.0,0.147,15.012,0.0211,0.56,-19.33,106.09
82,14.999,0.168,15.0,14.999,0.166,14.998,0.0033,0.63,-19.38,106.13
83,14.999,0.172,15.0,15.001,0.172,15.009,0.0093,0.66,-19.34,106.1
84,14.999,0.176,15.0,15.001,0.185,15.012,0.0148,0.71,-19.33,106.09
85,14.999,0.181,15.0,14.994,0.202,15.033,0.0396,0.77,-19.24,106.06
86,14.999,0.185,15.0,15.0,0.162,15.015,0.0275,0.62,-19.31,106.08
87,14.999,0.189,15.0,14.994,0.163,15.011,0.0289,0.62,-19.33,106.12
88,14.998,0.194,15.0,14.981,0.173,15.021,0.0345,0.66,-19.29,106.14
89,14.998,0.198,15.0,15.014,0.232,15.006,0.0378,0.88,-19.35,106.05
90,14.998,0.203,15.0,15.022,0.209,14.987,0.0276,0.8,-19.42,106.07
91,14.998,0.207,15.0,14.988,0.222,15.021,0.0276,0.85,-19.29,106.11
92,14.998,0.212,15.0,14.995,0.195,15.005,0.018,0.74,-19.35,106.13
93,14.998,0.216,15.0,14.992,0.238,14.993,0.0239,0.91,-19.4,106.17
94,14.998,0.221,15.0,14.993,0.213,15.018,0.0201,0.81,-19.31,106.1
95,14.998,0.226,15.0,15.02,0.224,15.016,0.0273,0.85,-19.31,106.0
96,14.998,0.23,15.0,14.969,0.243,15.022,0.0385,0.93,-19.29,106.18
97,14.998,0.235,15.0,14.98,0.245,15.01,0.023,0.94,-19.34,106.17
98,14.998,0.24,15.0,14.991,0.258,14.996,0.0192,0.98,-19.39,106.16
99,14.998,0.245,15.0,15.014,0.27,15.0,0.0295,1.03,-19.37,106.06
100,14.998,0.25,15.0,14.98,0.26,15.024,0.0314,0.99,-19.28,106.14
101,14.998,0.255,15.0,15.005,0.24,15.009,0.0187,0.92,-19.34,106.08
102,14.998,0.26,15.0,14.995,0.272,14.999,0.0119,1.04,-19.38,106.14
103,14.997,0.265,15.0,14.984,0.264,14.99,0.0172,1.01,-19.42,106.21
104,14.997,0.27,15.0,14.989,0.284,15.017,0.0235,1.08,-19.31,106.11
105,14.997,0.276,15.0,14.999,0.302,14.995,0.0267,1.15,-19.39,106.13
106,14.997,0.281,15.0,14.986,0.281,15.006,0.0132,1.08,-19.35,106.16
107,14.997,0.286,15.0,15.002,0.27,14.984,0.0231,1.03,-19.44,106.15
108,14.997,0.292,15.0,15.009,0.302,14.997,0.0168,1.15,-19.38,106.08
109,14.997,0.297,15.0,14.983,0.299,15.04,0.0424,1.14,-19.22,106.08
110,14.997,0.303,15.0,15.01,0.302,15.0,0.0137,1.15,-19.37,106.08
111,14.996,0.308,15.0,14.988,0.315,14.99,0.0143,1.2,-19.41,106.19
112,14.996,0.314,15.0,14.978,0.304,15.011,0.0235,1.16,-19.33,106.17
113,14.996,0.319,15.0,14.998,0.333,15.004,0.0146,1.27,-19.36,106.11
114,14.996,0.325,15.0,15.001,0.312,15.003,0.0138,1.19,-19.36,106.1
115,14.996,0.331,15.0,15.002,0.325,15.003,0.0088,1.24,-19.36,106.1
116,14.996,0.336,15.0,14.986,0.356,15.016,0.0268,1.36,-19.31,106.13
117,14.996,0.342,15.0,15.024,0.347,14.987,0.0321,1.32,-19.42,106.05
118,14.995,0.348,15.0,14.967,0.335,15.009,0.0329,1.28,-19.35,106.22
119,14.995,0.354,15.0,14.969,0.343,15.028,0.0399,1.31,-19.27,106.16
120,14.995,0.36,15.0,14.99,0.353,14.997,0.0092,1.35,-19.39,106.16
121,14.995,0.366,15.0,14.972,0.377,15.016,0.0302,1.44,-19.32,106.18
122,14.995,0.372,15.0,14.978,0.364,15.03,0.0357,1.39,-19.26,106.12
123,14.995,0.378,15.0,15.009,0.378,14.98,0.0245,1.44,-19.45,106.12
124,14.995,0.384,15.0,14.968,0.376,15.017,0.033,1.44,-19.31,106.19
125,14.994,0.391,15.0,15.011,0.417,14.969,0.0438,1.59,-19.49,106.14
126,14.994,0.397,15.0,14.982,0.386,15.012,0.0205,1.47,-19.33,106.15
127,14.994,0.403,15.0,14.973,0.408,15.006,0.0228,1.56,-19.36,106.2
128,14.994,0.41,15.0,14.998,0.424,15.01,0.0176,1.62,-19.33,106.08
129,14.994,0.416,15.0,14.995,0.399,14.987,0.0217,1.52,-19.42,106.16
130,14.994,0.422,15.0,14.982,0.443,15.0,0.0238,1.69,-19.38,106.17
131,14.994,0.429,15.0,14.986,0.428,14.994,0.0098,1.63,-19.4,106.17
132,14.993,0.436,15.0,14.992,0.402,14.994,0.0346,1.53,-19.4,106.15
133,14.993,0.442,15.0,14.994,0.442,14.997,0.0031,1.69,-19.39,106.13
134,14.993,0.449,15.0,14.964,0.43,15.0,0.0344,1.65,-19.38,106.24
135,14.993,0.456,15.0,14.971,0.468,15.018,0.0308,1.79,-19.31,106.17
136,14.993,0.462,15.0,14.984,0.469,15.01,0.0153,1.79,-19.34,106.14
137,14.993,0.469,15.0,14.984,0.46,15.006,0.014,1.76,-19.35,106.15
138,14.992,0.476,15.0,14.974,0.495,15.015,0.03,1.89,-19.32,106.16
139,14.992,0.483,15.0,15.01,0.466,14.996,0.0249,1.78,-19.39,106.07
140,14.992,0.49,15.0,15.001,0.493,14.999,0.0098,1.88,-19.37,106.09
141,14.992,0.497,15.0,15.005,0.495,14.984,0.0213,1.89,-19.44,106.12
142,14.991,0.504,15.0,14.987,0.523,14.998,0.0192,2.0,-19.38,106.15
143,14.991,0.511,15.0,15.01,0.507,14.98,0.0273,1.94,-19.45,106.11
144,14.991,0.518,15.0,14.997,0.514,14.987,0.0151,1.96,-19.42,106.14
145,14.99,0.526,15.0,15.002,0.526,15.002,0.0116,2.01,-19.36,106.08
146,14.99,0.533,15.0,14.967,0.518,15.027,0.0387,1.98,-19.27,106.15
147,14.99,0.54,15.0,14.992,0.529,15.015,0.0182,2.02,-19.32,106.09
148,14.99,0.548,15.0,14.986,0.548,15.01,0.0106,2.09,-19.33,106.12
149,14.989,0.555,15.0,15.003,0.564,15.027,0.0313,2.15,-19.26,106.0
150,14.989,0.562,15.0,15.012,0.553,14.995,0.0254,2.11,-19.39,106.05
151,14.989,0.57,15.0,14.997,0.571,15.002,0.0087,2.18,-19.36,106.09
152,14.988,0.578,15.0,14.996,0.577,15.0,0.0074,2.2,-19.37,106.1
153,14.988,0.585,15.0,15.023,0.555,15.005,0.0461,2.12,-19.34,105.98
154,14.988,0.593,15.0,14.989,0.592,14.997,0.0029,2.26,-19.38,106.13
155,14.988,0.601,15.0,14.982,0.599,14.994,0.0084,2.29,-19.4,106.17
156,14.987,0.608,15.0,14.983,0.615,14.993,0.0107,2.35,-19.4,106.16
157,14.987,0.616,15.0,15.0,0.596,15.009,0.0255,2.28,-19.33,106.06
158,14.987,0.624,15.0,14.972,0.621,15.01,0.0173,2.38,-19.34,106.16
159,14.986,0.632,15.0,14.996,0.621,15.007,0.0159,2.37,-19.35,106.07
160,14.986,0.64,15.0,14.948,0.631,15.005,0.0388,2.42,-19.36,106.27
161,14.986,0.648,15.0,14.971,0.647,14.99,0.0181,2.48,-19.42,106.22
162,14.985,0.656,15.0,14.961,0.631,15.015,0.0379,2.42,-19.32,106.19
163,14.985,0.664,15.0,14.993,0.661,15.002,0.0086,2.52,-19.37,106.09
164,14.985,0.672,15.0,14.963,0.663,15.005,0.0239,2.54,-19.36,106.2
165,14.984,0.68,15.0,14.976,0.666,15.033,0.0366,2.55,-19.25,106.08
166,14.984,0.689,15.0,14.975,0.69,15.003,0.0098,2.64,-19.37,106.16
167,14.984,0.697,15.0,14.981,0.693,15.008,0.0096,2.65,-19.34,106.12
168,14.983,0.705,15.0,14.994,0.705,14.99,0.0145,2.69,-19.41,106.11
169,14.983,0.714,15.0,14.97,0.704,15.008,0.0182,2.69,-19.34,106.16
170,14.982,0.722,15.0,14.981,0.703,14.996,0.0196,2.69,-19.39,106.15
171,14.982,0.731,15.0,14.962,0.718,14.999,0.0239,2.75,-19.38,106.21
172,14.982,0.739,15.0,15.002,0.707,14.995,0.0391,2.7,-19.39,106.06
173,14.981,0.748,15.0,14.973,0.741,15.013,0.0168,2.83,-19.32,106.13
174,14.981,0.757,15.0,14.978,0.757,15.0,0.0023,2.89,-19.37,106.14
175,14.98,0.765,15.0,15.003,0.753,15.0,0.0254,2.88,-19.37,106.04
176,14.98,0.774,15.0,14.978,0.768,14.995,0.0078,2.94,-19.39,106.15
177,14.979,0.783,15.0,14.961,0.772,15.002,0.0215,2.95,-19.37,106.2
178,14.979,0.792,15.0,14.976,0.813,15.018,0.0284,3.11,-19.3,106.09
179,14.978,0.801,15.0,14.962,0.807,15.009,0.0194,3.09,-19.34,106.17
180,14.978,0.81,15.0,14.98,0.818,14.996,0.0093,3.13,-19.39,106.13
181,14.977,0.819,15.0,14.963,0.805,15.013,0.0243,3.08,-19.32,106.15
182,14.977,0.828,15.0,14.993,0.844,14.99,0.0255,3.22,-19.41,106.09
183,14.976,0.837,15.0,14.961,0.821,15.012,0.0258,3.14,-19.33,106.16
184,14.976,0.846,15.0,14.96,0.843,15.016,0.0226,3.22,-19.31,106.15
185,14.975,0.855,15.0,14.997,0.86,15.02,0.0301,3.28,-19.29,105.99
186,14.975,0.865,15.0,14.981,0.855,14.999,0.0115,3.27,-19.38,106.11
187,14.974,0.874,15.0,14.964,0.885,15.024,0.0282,3.38,-19.28,106.11
188,14.974,0.883,15.0,15.009,0.871,14.978,0.0439,3.32,-19.45,106.05
189,14.973,0.893,15.0,14.963,0.904,14.983,0.0229,3.46,-19.44,106.21
190,14.973,0.902,15.0,14.971,0.927,15.008,0.0263,3.54,-19.34,106.11
191,14.972,0.912,15.0,14.958,0.928,15.008,0.0232,3.55,-19.35,106.16
192,14.972,0.921,15.0,14.959,0.928,15.025,0.0286,3.55,-19.28,106.11
193,14.971,0.931,15.0,14.973,0.936,14.991,0.0107,3.58,-19.41,106.14
194,14.97,0.94,15.0,14.954,0.915,14.996,0.0302,3.5,-19.39,106.21
195,14.97,0.95,15.0,14.94,0.948,15.009,0.0316,3.63,-19.34,106.22
196,14.969,0.96,15.0,14.967,1.002,15.011,0.0437,3.83,-19.33,106.1
197,14.968,0.97,15.0,15.002,0.948,14.99,0.041,3.62,-19.41,106.03
198,14.968,0.98,15.0,14.962,0.994,14.997,0.0162,3.8,-19.39,106.16
199,14.967,0.989,15.0,14.959,1.011,15.006,0.0237,3.87,-19.35,106.14
200,14.966,0.999,15.0,14.963,0.974,15.011,0.0276,3.73,-19.33,106.12
201,14.966,1.009,15.0,14.954,1.011,14.999,0.012,3.87,-19.38,106.18
202,14.965,1.019,15.0,14.935,1.024,15.007,0.0312,3.92,-19.35,106.23
203,14.964,1.03,15.0,14.982,1.06,14.98,0.041,4.05,-19.45,106.1
204,14.963,1.04,15.0,14.942,1.041,15.016,0.0264,3.98,-19.32,106.17
205,14.963,1.05,15.0,14.984,1.042,14.993,0.0234,3.98,-19.4,106.07
206,14.962,1.06,15.0,14.987,1.028,15.009,0.0416,3.92,-19.33,106.02
207,14.961,1.07,15.0,14.987,1.084,14.995,0.0294,4.14,-19.39,106.04
208,14.961,1.081,15.0,14.971,1.064,15.004,0.0198,4.07,-19.36,106.08
209,14.96,1.091,15.0,14.959,1.089,14.995,0.0051,4.16,-19.39,106.15
210,14.959,1.102,15.0,14.97,1.113,14.998,0.0161,4.25,-19.38,106.09
211,14.958,1.112,15.0,14.944,1.102,14.998,0.0181,4.22,-19.38,106.19
212,14.958,1.123,15.0,14.964,1.115,14.982,0.0208,4.26,-19.44,106.15
213,14.957,1.133,15.0,14.962,1.119,15.008,0.0172,4.28,-19.34,106.09
214,14.956,1.144,15.0,14.949,1.156,15.01,0.0175,4.42,-19.33,106.13
215,14.955,1.155,15.0,14.973,1.139,15.003,0.0238,4.35,-19.36,106.05
216,14.955,1.165,15.0,14.973,1.142,15.005,0.0303,4.36,-19.35,106.05
217,14.954,1.176,15.0,14.974,1.187,14.976,0.0332,4.53,-19.46,106.11
218,14.953,1.187,15.0,14.95,1.182,15.005,0.0072,4.52,-19.36,106.13
219,14.952,1.198,15.0,14.971,1.185,14.992,0.0244,4.52,-19.4,106.08
220,14.951,1.209,15.0,14.957,1.214,14.996,0.0089,4.64,-19.39,106.11
221,14.95,1.22,15.0,14.942,1.212,14.997,0.012,4.64,-19.39,106.17
222,14.949,1.231,15.0,14.949,1.232,15.005,0.0047,4.71,-19.36,106.12
223,14.948,1.242,15.0,14.956,1.265,15.014,0.0276,4.83,-19.32,106.05
224,14.947,1.253,15.0,14.942,1.247,15.013,0.0153,4.77,-19.32,106.12
225,14.946,1.264,15.0,14.93,1.272,15.024,0.0296,4.87,-19.28,106.13
226,14.945,1.276,15.0,14.932,1.262,15.015,0.0243,4.83,-19.32,106.15
227,14.944,1.287,15.0,14.956,1.295,14.986,0.0205,4.95,-19.43,106.12
228,14.943,1.298,15.0,14.941,1.318,15.016,0.0256,5.04,-19.31,106.09
229,14.942,1.31,15.0,14.91,1.318,15.008,0.0344,5.05,-19.35,106.23
230,14.941,1.321,15.0,14.942,1.356,14.995,0.0359,5.19,-19.39,106.13
231,14.94,1.332,15.0,14.941,1.34,15.0,0.0074,5.12,-19.38,106.13
232,14.939,1.344,15.0,14.953,1.325,14.996,0.024,5.06,-19.39,106.09
233,14.938,1.356,15.0,14.943,1.359,15.023,0.0232,5.2,-19.28,106.05
234,14.937,1.367,15.0,14.94,1.345,14.995,0.023,5.14,-19.39,106.14
235,14.936,1.379,15.0,14.944,1.382,15.021,0.0229,5.28,-19.29,106.04
236,14.935,1.391,15.0,14.959,1.386,14.992,0.0256,5.3,-19.4,106.06
237,14.934,1.402,15.0,14.937,1.411,14.988,0.0151,5.4,-19.42,106.14
238,14.933,1.414,15.0,14.945,1.414,14.995,0.0123,5.4,-19.39,106.09
239,14.932,1.426,15.0,14.927,1.426,14.983,0.018,5.46,-19.44,106.19
240,14.931,1.438,15.0,14.948,1.475,15.013,0.0424,5.63,-19.32,106.01
241,14.93,1.45,15.0,14.926,1.475,14.997,0.025,5.64,-19.39,106.14
242,14.928,1.462,15.0,14.916,1.474,15.002,0.0177,5.65,-19.37,106.17
243,14.927,1.474,15.0,14.922,1.458,14.999,0.017,5.58,-19.38,106.16
244,14.926,1.486,15.0,14.924,1.488,15.013,0.0135,5.7,-19.32,106.1
245,14.925,1.498,15.0,14.937,1.491,14.992,0.0165,5.7,-19.4,106.1
246,14.923,1.511,15.0,14.899,1.509,15.013,0.0277,5.78,-19.33,106.19
247,14.922,1.523,15.0,14.944,1.529,14.997,0.0232,5.84,-19.38,106.05
248,14.921,1.535,15.0,14.915,1.543,15.004,0.0108,5.91,-19.36,106.14
249,14.92,1.547,15.0,14.919,1.525,15.005,0.0231,5.84,-19.36,106.13
250,14.918,1.56,15.0,14.897,1.545,15.001,0.0258,5.92,-19.37,106.22
251,14.917,1.572,15.0,14.909,1.572,15.003,0.0087,6.02,-19.36,106.15
252,14.916,1.585,15.0,14.908,1.575,15.03,0.0323,6.03,-19.26,106.09
253,14.914,1.597,15.0,14.918,1.592,15.002,0.0071,6.09,-19.37,106.11
254,14.913,1.61,15.0,14.913,1.614,14.999,0.0045,6.18,-19.38,106.13
255,14.912,1.623,15.0,14.907,1.63,15.001,0.0091,6.24,-19.37,106.14
256,14.91,1.635,15.0,14.894,1.656,15.004,0.0272,6.35,-19.36,106.18
257,14.909,1.648,15.0,14.927,1.643,14.987,0.0224,6.28,-19.42,106.1
258,14.908,1.661,15.0,14.915,1.669,15.005,0.0118,6.38,-19.35,106.08
259,14.906,1.674,15.0,14.886,1.659,15.008,0.0266,6.36,-19.35,106.19
260,14.905,1.687,15.0,14.939,1.7,14.997,0.0368,6.49,-19.38,105.99
261,14.903,1.7,15.0,14.905,1.711,14.996,0.0123,6.55,-19.39,106.12
262,14.902,1.713,15.0,14.892,1.711,15.015,0.0178,6.56,-19.32,106.13
263,14.9,1.726,15.0,14.874,1.713,15.014,0.0322,6.57,-19.33,106.2
264,14.898,1.739,15.0,14.914,1.735,14.981,0.0249,6.63,-19.45,106.12
265,14.897,1.752,15.0,14.887,1.751,15.018,0.0208,6.71,-19.3,106.12
266,14.895,1.765,15.0,14.908,1.772,14.999,0.0146,6.78,-19.38,106.08
267,14.894,1.778,15.0,14.903,1.759,15.004,0.0219,6.73,-19.36,106.09
268,14.892,1.792,15.0,14.901,1.789,15.005,0.0105,6.85,-19.35,106.08
269,14.891,1.805,15.0,14.891,1.818,15.02,0.0238,6.96,-19.3,106.07
270,14.889,1.818,15.0,14.909,1.821,14.998,0.0201,6.96,-19.38,106.06
271,14.887,1.832,15.0,14.861,1.866,15.032,0.0539,7.16,-19.25,106.13
272,14.886,1.845,15.0,14.908,1.843,14.989,0.025,7.05,-19.41,106.07
273,14.884,1.859,15.0,14.878,1.868,15.016,0.0195,7.16,-19.31,106.11
274,14.883,1.872,15.0,14.885,1.86,14.993,0.0144,7.12,-19.4,106.14
275,14.881,1.886,15.0,14.869,1.863,15.013,0.0289,7.14,-19.32,106.15
276,14.879,1.9,15.0,14.852,1.889,15.043,0.0516,7.25,-19.21,106.12
277,14.877,1.913,15.0,14.919,1.914,14.966,0.0538,7.31,-19.5,106.05
278,14.875,1.927,15.0,14.872,1.928,15.036,0.0361,7.39,-19.23,106.05
279,14.874,1.941,15.0,14.856,1.929,15.011,0.024,7.4,-19.33,106.17
280,14.872,1.955,15.0,14.858,1.962,15.007,0.0173,7.52,-19.35,106.16
281,14.87,1.969,15.0,14.864,1.96,15.012,0.0159,7.51,-19.33,106.13
282,14.868,1.983,15.0,14.853,1.997,15.015,0.0261,7.66,-19.32,106.14
283,14.866,1.997,15.0,14.825,2.002,15.011,0.0428,7.69,-19.34,106.26
284,14.864,2.011,15.0,14.861,2.052,15.004,0.0414,7.86,-19.36,106.11
285,14.862,2.025,15.0,14.842,2.019,15.013,0.025,7.75,-19.33,106.18
286,14.86,2.039,15.0,14.829,2.049,15.011,0.0347,7.87,-19.34,106.22
287,14.858,2.053,15.0,14.876,2.027,14.997,0.0319,7.76,-19.38,106.08
288,14.857,2.067,15.0,14.858,2.06,15.006,0.0094,7.9,-19.35,106.11
289,14.855,2.082,15.0,14.855,2.103,15.003,0.0219,8.06,-19.36,106.11
290,14.853,2.096,15.0,14.858,2.084,15.002,0.0131,7.98,-19.37,106.11
291,14.851,2.11,15.0,14.838,2.118,14.99,0.0179,8.12,-19.42,106.2
292,14.849,2.125,15.0,14.847,2.137,14.982,0.0216,8.19,-19.44,106.17
293,14.847,2.139,15.0,14.842,2.135,15.028,0.0288,8.18,-19.26,106.08
294,14.844,2.154,15.0,14.853,2.167,15.012,0.0197,8.3,-19.32,106.06
295,14.842,2.168,15.0,14.833,2.173,14.995,0.0117,8.34,-19.4,106.18
296,14.84,2.183,15.0,14.854,2.171,14.973,0.033,8.31,-19.48,106.15
297,14.838,2.198,15.0,14.856,2.218,14.996,0.0277,8.49,-19.38,106.06
298,14.836,2.212,15.0,14.829,2.209,15.014,0.0158,8.47,-19.32,106.12
299,14.833,2.227,15.0,14.824,2.228,15.028,0.0293,8.55,-19.26,106.09
300,14.831,2.242,15.0,14.836,2.262,14.998,0.0206,8.67,-19.38,106.1
301,14.829,2.257,15.0,14.802,2.254,15.03,0.0402,8.66,-19.26,106.16
302,14.827,2.272,15.0,14.814,2.283,15.01,0.0198,8.76,-19.34,106.14
303,14.824,2.287,15.0,14.838,2.31,14.985,0.0315,8.85,-19.43,106.1
304,14.822,2.302,15.0,14.812,2.301,15.001,0.0101,8.83,-19.37,106.17
305,14.82,2.317,15.0,14.793,2.313,15.022,0.0345,8.89,-19.29,106.18
306,14.818,2.332,15.0,14.823,2.36,15.006,0.0291,9.05,-19.35,106.07
307,14.815,2.347,15.0,14.801,2.337,15.013,0.0216,8.97,-19.32,106.15
308,14.813,2.362,15.0,14.812,2.354,14.997,0.0084,9.03,-19.39,106.14
309,14.81,2.377,15.0,14.82,2.373,15.004,0.0113,9.1,-19.35,106.08
310,14.808,2.393,15.0,14.813,2.393,15.008,0.0098,9.18,-19.34,106.08
311,14.805,2.408,15.0,14.831,2.406,14.995,0.026,9.21,-19.39,106.04
312,14.803,2.423,15.0,14.77,2.419,15.016,0.0361,9.3,-19.32,106.22
313,14.8,2.439,15.0,14.78,2.423,14.989,0.0275,9.31,-19.42,106.25
314,14.797,2.454,15.0,14.782,2.434,15.017,0.0309,9.35,-19.31,106.16
