timestamp_ms,target_pos,sensor_pos,real_arm_pos,belt_stretch,error,velocity_cmd,torque_load,torque_total_req,hz
68,4.631,0.185,0.185,0.5192,4.447,75,2.03,7.25,1000
69,4.706,0.198,0.198,0.5263,4.508,75,2.06,7.35,1000
70,4.781,0.212,0.212,0.5335,4.569,75,2.09,7.45,1000
71,4.856,0.226,0.226,0.5406,4.63,75,2.12,7.55,1000
72,4.931,0.241,0.241,0.5477,4.691,75,2.15,7.65,1000
73,5.006,0.255,0.255,0.5549,4.751,75,2.18,7.75,1000
74,5.081,0.27,0.27,0.562,4.811,75,2.21,7.85,1000
75,5.156,0.286,0.286,0.5691,4.87,75,2.24,7.95,1000
76,5.231,0.302,0.302,0.5763,4.93,75,2.27,8.05,1000
77,5.306,0.317,0.317,0.5834,4.989,75,2.3,8.15,1000
78,5.381,0.334,0.334,0.5905,5.047,75,2.33,8.25,1000
79,5.456,0.35,0.35,0.5977,5.106,75,2.36,8.35,1000
80,5.531,0.367,0.367,0.6048,5.164,75,2.39,8.44,1000
81,5.606,0.384,0.384,0.6119,5.222,75,2.42,8.54,1000
82,5.681,0.402,0.402,0.6191,5.279,75,2.45,8.64,1000
83,5.756,0.42,0.42,0.6262,5.337,75,2.48,8.74,1000
84,5.831,0.438,0.438,0.6333,5.394,75,2.51,8.84,1000
85,5.906,0.456,0.456,0.6405,5.45,75,2.54,8.94,1000
86,5.981,0.475,0.475,0.6476,5.507,75,2.57,9.04,1000
87,6.056,0.494,0.494,0.6547,5.563,75,2.6,9.14,1000
88,6.131,0.513,0.513,0.6618,5.618,75,2.63,9.24,1000
89,6.206,0.533,0.533,0.669,5.674,75,2.66,9.34,1000
90,6.281,0.552,0.552,0.6761,5.729,75,2.69,9.44,1000
91,6.356,0.573,0.573,0.6832,5.784,75,2.71,9.54,1000
92,6.431,0.593,0.593,0.6903,5.838,75,2.74,9.64,1000
93,6.506,0.614,0.614,0.6974,5.892,75,2.77,9.74,1000
94,6.581,0.635,0.635,0.7046,5.946,75,2.8,9.84,1000
95,6.656,0.656,0.656,0.7117,6.0,75,2.83,9.94,1000
96,6.731,0.678,0.678,0.7188,6.053,75,2.86,10.04,1000
97,6.806,0.7,0.7,0.7259,6.106,75,2.89,10.14,1000
98,6.881,0.722,0.722,0.733,6.159,75,2.92,10.24,1000
99,6.956,0.745,0.745,0.7402,6.211,75,2.95,10.33,1000
100,7.031,0.768,0.768,0.7473,6.264,75,2.98,10.43,1000
101,7.106,0.791,0.791,0.7544,6.315,75,3.01,10.53,1000
102,7.181,0.814,0.814,0.7615,6.367,75,3.04,10.63,1000
103,7.256,0.838,0.838,0.7686,6.418,75,3.07,10.73,1000
104,7.331,0.862,0.862,0.7757,6.469,75,3.1,10.83,1000
105,7.406,0.887,0.887,0.7828,6.52,75,3.13,10.93,1000
106,7.481,0.911,0.911,0.7899,6.57,75,3.16,11.03,1000
107,7.556,0.936,0.936,0.7971,6.62,75,3.19,11.13,1000
108,7.631,0.962,0.962,0.8042,6.67,75,3.21,11.23,1000
109,7.706,0.987,0.987,0.8113,6.719,75,3.24,11.33,1000
110,7.781,1.013,1.013,0.8184,6.768,75,3.27,11.43,1000
111,7.856,1.039,1.039,0.8255,6.817,75,3.3,11.53,1000
112,7.931,1.066,1.066,0.8326,6.865,75,3.33,11.62,1000
113,8.006,1.093,1.093,0.8397,6.914,75,3.36,11.72,1000
114,8.081,1.12,1.12,0.8468,6.962,75,3.39,11.82,1000
115,8.156,1.147,1.147,0.8539,7.009,75,3.42,11.92,1000
116,8.231,1.175,1.175,0.861,7.056,75,3.45,12.02,1000
117,8.306,1.203,1.203,0.8681,7.103,75,3.48,12.12,1000
118,8.381,1.231,1.231,0.8752,7.15,75,3.51,12.22,1000
119,8.456,1.26,1.26,0.8823,7.197,75,3.54,12.32,1000
120,8.531,1.289,1.289,0.8894,7.243,75,3.57,12.42,1000
121,8.606,1.318,1.318,0.8965,7.288,75,3.59,12.52,1000
122,8.681,1.347,1.347,0.9035,7.334,75,3.62,12.62,1000
123,8.756,1.377,1.377,0.9106,7.379,75,3.65,12.71,1000
124,8.831,1.407,1.407,0.9177,7.424,75,3.68,12.81,1000
125,8.906,1.438,1.438,0.9248,7.469,75,3.71,12.91,1000
126,8.981,1.468,1.468,0.9319,7.513,75,3.74,13.01,1000
127,9.056,1.499,1.499,0.939,7.557,75,3.77,13.11,1000
128,9.131,1.531,1.531,0.9461,7.601,75,3.8,13.21,1000
129,9.206,1.562,1.562,0.9532,7.644,75,3.83,13.31,1000
130,9.281,1.594,1.594,0.9602,7.687,75,3.86,13.41,1000
131,9.356,1.626,1.626,0.9673,7.73,75,3.89,13.51,1000
132,9.431,1.659,1.659,0.9744,7.772,75,3.91,13.61,1000
133,9.506,1.692,1.692,0.9815,7.814,75,3.94,13.7,1000
134,9.581,1.725,1.725,0.9886,7.856,75,3.97,13.8,1000
135,9.656,1.758,1.758,0.9956,7.898,75,4.0,13.9,1000
136,9.731,1.792,1.792,1.0027,7.939,75,4.03,14.0,1000
137,9.806,1.826,1.826,1.0098,7.98,75,4.06,14.1,1000
138,9.881,1.86,1.86,1.0168,8.021,75,4.09,14.2,1000
139,9.956,1.895,1.895,1.0239,8.061,75,4.12,14.3,1000
140,10.031,1.93,1.93,1.031,8.101,75,4.15,14.4,1000
141,10.106,1.965,1.965,1.0381,8.141,75,4.17,14.49,1000
142,10.181,2.001,2.001,1.0451,8.18,75,4.2,14.59,1000
143,10.256,2.037,2.037,1.0522,8.22,75,4.23,14.69,1000
144,10.331,2.073,2.073,1.0593,8.259,75,4.26,14.79,1000
145,10.406,2.109,2.109,1.0663,8.297,75,4.29,14.89,1000
146,10.481,2.146,2.146,1.0734,8.335,75,4.32,14.99,1000
147,10.556,2.183,2.183,1.0804,8.373,75,4.35,15.09,1000
148,10.631,2.22,2.22,1.0875,8.411,75,4.38,15.18,1000
149,10.706,2.258,2.258,1.0946,8.448,75,4.4,15.28,1000
150,10.781,2.296,2.296,1.1016,8.485,75,4.43,15.38,1000
151,10.856,2.334,2.334,1.1087,8.522,75,4.46,15.48,1000
152,10.931,2.373,2.373,1.1157,8.559,75,4.49,15.58,1000
153,11.006,2.412,2.412,1.1228,8.595,75,4.52,15.68,1000
154,11.081,2.451,2.451,1.1298,8.631,75,4.55,15.78,1000
155,11.156,2.49,2.49,1.1369,8.666,75,4.58,15.87,1000
156,11.231,2.53,2.53,1.1439,8.701,75,4.6,15.97,1000
157,11.306,2.57,2.57,1.151,8.736,75,4.63,16.07,1000
158,11.381,2.61,2.61,1.158,8.771,75,4.66,16.17,1000
159,11.456,2.651,2.651,1.1651,8.805,75,4.69,16.27,1000
160,11.531,2.692,2.692,1.1721,8.839,75,4.72,16.37,1000
161,11.606,2.733,2.733,1.1791,8.873,75,4.75,16.46,1000
162,11.681,2.775,2.775,1.1862,8.907,75,4.78,16.56,1000
163,11.756,2.817,2.817,1.1932,8.94,75,4.8,16.66,1000
164,11.831,2.859,2.859,1.2002,8.972,75,4.83,16.76,1000
165,11.906,2.901,2.901,1.2073,9.005,75,4.86,16.86,1000
166,11.981,2.944,2.944,1.2143,9.037,75,4.89,16.95,1000
167,12.056,2.987,2.987,1.2213,9.069,75,4.92,17.05,1000
168,12.131,3.03,3.03,1.2284,9.101,75,4.95,17.15,1000
169,12.206,3.074,3.074,1.2354,9.132,75,4.97,17.25,1000
170,12.281,3.118,3.118,1.2424,9.163,75,5.0,17.35,1000
171,12.356,3.162,3.162,1.2494,9.194,75,5.03,17.45,1000
172,12.431,3.207,3.207,1.2565,9.224,75,5.06,17.54,1000
173,12.506,3.252,3.252,1.2635,9.254,75,5.09,17.64,1000
174,12.581,3.297,3.297,1.2705,9.284,75,5.12,17.74,1000
175,12.656,3.342,3.342,1.2775,9.314,75,5.14,17.84,1000
176,12.731,3.388,3.388,1.2845,9.343,75,5.17,17.94,1000
177,12.806,3.434,3.434,1.2916,9.372,75,5.2,18.03,1000
178,12.881,3.481,3.481,1.2986,9.401,75,5.23,18.13,1000
179,12.956,3.527,3.527,1.3056,9.429,75,5.26,18.23,1000
180,13.031,3.574,3.574,1.3126,9.457,75,5.28,18.33,1000
181,13.106,3.622,3.622,1.3196,9.485,75,5.31,18.43,1000
182,13.181,3.669,3.669,1.3266,9.512,75,5.34,18.52,1000
183,13.256,3.717,3.717,1.3336,9.539,75,5.37,18.62,1000
184,13.331,3.765,3.765,1.3406,9.566,75,5.4,18.72,1000
185,13.406,3.814,3.814,1.3476,9.592,75,5.42,18.82,1000
186,13.481,3.863,3.863,1.3546,9.619,75,5.45,18.91,1000
187,13.556,3.912,3.912,1.3616,9.644,75,5.48,19.01,1000
188,13.631,3.961,3.961,1.3686,9.67,75,5.51,19.11,1000
189,13.706,4.011,4.011,1.3756,9.695,75,5.54,19.21,1000
190,13.781,4.061,4.061,1.3826,9.72,75,5.56,19.3,1000
191,13.856,4.111,4.111,1.3896,9.745,75,5.59,19.4,1000
192,13.931,4.162,4.162,1.3966,9.769,75,5.62,19.5,1000
193,14.006,4.213,4.213,1.4036,9.794,75,5.65,19.6,1000
194,14.081,4.264,4.264,1.4106,9.817,75,5.68,19.7,1000
195,14.156,4.315,4.315,1.4175,9.841,75,5.7,19.79,1000
196,14.231,4.367,4.367,1.4245,9.864,75,5.73,19.89,1000
197,14.306,4.419,4.419,1.4315,9.887,75,5.76,19.99,1000
198,14.381,4.472,4.472,1.4385,9.909,75,5.79,20.08,1000
199,14.456,4.525,4.525,1.4455,9.932,75,5.81,20.18,1000
200,14.531,4.578,4.578,1.4524,9.954,75,5.84,20.28,1000
201,14.606,4.631,4.631,1.4594,9.975,75,5.87,20.38,1000
202,14.681,4.685,4.685,1.4664,9.997,75,5.9,20.47,1000
203,14.756,4.738,4.738,1.4733,10.018,75,5.92,20.57,1000
204,14.831,4.793,4.793,1.4803,10.039,75,5.95,20.67,1000
205,14.906,4.847,4.847,1.4873,10.059,75,5.98,20.77,1000
206,14.981,4.902,4.902,1.4942,10.079,75,6.01,20.86,1000
207,15.056,4.957,4.957,1.5012,10.099,75,6.03,20.96,1000
208,15.131,5.013,5.013,1.5082,10.119,75,6.06,21.06,1000
209,15.206,5.068,5.068,1.5151,10.138,75,6.09,21.15,1000
210,15.281,5.124,5.124,1.5221,10.157,75,6.12,21.25,1000
211,15.356,5.181,5.181,1.529,10.175,75,6.14,21.35,1000
212,15.431,5.237,5.237,1.536,10.194,75,6.17,21.45,1000
213,15.506,5.294,5.294,1.5429,10.212,75,6.2,21.54,1000
214,15.581,5.352,5.352,1.5499,10.23,75,6.23,21.64,1000
215,15.656,5.409,5.409,1.5568,10.247,75,6.25,21.74,1000
216,15.731,5.467,5.467,1.5638,10.264,75,6.28,21.83,1000
217,15.806,5.525,5.525,1.5707,10.281,75,6.31,21.93,1000
218,15.881,5.584,5.584,1.5776,10.298,75,6.33,22.03,1000
219,15.956,5.642,5.642,1.5846,10.314,75,6.36,22.12,1000
220,16.031,5.701,5.701,1.5915,10.33,75,6.39,22.22,1000
221,16.106,5.761,5.761,1.5984,10.345,75,6.42,22.32,1000
222,16.181,5.821,5.821,1.6054,10.361,75,6.44,22.42,1000
223,16.256,5.88,5.88,1.6123,10.376,75,6.47,22.51,1000
224,16.331,5.941,5.941,1.6192,10.39,75,6.5,22.61,1000
225,16.406,6.001,6.001,1.6262,10.405,75,6.52,22.71,1000
226,16.481,6.062,6.062,1.6331,10.419,75,6.55,22.8,1000
227,16.556,6.123,6.123,1.64,10.433,75,6.58,22.9,1000
228,16.631,6.185,6.185,1.6469,10.446,75,6.61,23.0,1000
229,16.706,6.247,6.247,1.6538,10.46,75,6.63,23.09,1000
230,16.781,6.309,6.309,1.6608,10.473,75,6.66,23.19,1000
231,16.856,6.371,6.371,1.6677,10.485,75,6.69,23.29,1000
232,16.931,6.434,6.434,1.6746,10.497,75,6.71,23.38,1000
233,17.006,6.497,6.497,1.6815,10.509,75,6.74,23.48,1000
234,17.081,6.56,6.56,1.6884,10.521,75,6.77,23.57,1000
235,17.156,6.624,6.624,1.6953,10.533,75,6.79,23.67,1000
236,17.231,6.688,6.688,1.7022,10.544,75,6.82,23.77,1000
237,17.306,6.752,6.752,1.7091,10.554,75,6.85,23.86,1000
238,17.381,6.816,6.816,1.716,10.565,75,6.87,23.96,1000
239,17.456,6.881,6.881,1.7229,10.575,75,6.9,24.06,1000
240,17.531,6.946,6.946,1.7298,10.585,75,6.93,24.15,1000
241,17.606,7.012,7.012,1.7367,10.595,75,6.95,24.25,1000
242,17.681,7.077,7.077,1.7436,10.604,75,6.98,24.34,1000
243,17.756,7.143,7.143,1.7505,10.613,75,7.01,24.44,1000
244,17.831,7.21,7.21,1.7573,10.622,75,7.03,24.54,1000
245,17.906,7.276,7.276,1.7642,10.63,75,7.06,24.63,1000
246,17.981,7.343,7.343,1.7711,10.638,75,7.09,24.73,1000
247,18.056,7.41,7.41,1.778,10.646,75,7.11,24.83,1000
248,18.131,7.478,7.478,1.7849,10.653,75,7.14,24.92,1000
249,18.206,7.546,7.546,1.7917,10.66,75,7.17,25.02,1000
250,18.281,7.614,7.614,1.7986,10.667,75,7.19,25.11,1000
251,18.356,7.688,7.688,1.7999,10.669,75,7.22,25.13,1000
252,18.431,7.761,7.761,1.802,10.671,75,7.24,25.16,1000
253,18.506,7.833,7.833,1.804,10.673,75,7.27,25.19,1000
254,18.581,7.906,7.906,1.8061,10.675,75,7.3,25.22,1000
255,18.656,7.979,7.979,1.8082,10.677,75,7.32,25.25,1000
256,18.731,8.052,8.052,1.8103,10.679,75,7.35,25.28,1000
257,18.806,8.125,8.125,1.8124,10.681,75,7.37,25.31,1000
258,18.881,8.198,8.198,1.8145,10.683,75,7.4,25.33,1000
259,18.956,8.271,8.271,1.8165,10.685,75,7.43,25.36,1000
260,19.031,8.344,8.344,1.8186,10.687,75,7.45,25.39,1000
261,19.106,8.417,8.417,1.8207,10.689,75,7.48,25.42,1000
262,19.181,8.49,8.49,1.8227,10.691,75,7.51,25.45,1000
263,19.256,8.563,8.563,1.8248,10.694,75,7.53,25.48,1000
264,19.331,8.636,8.636,1.8269,10.696,75,7.56,25.51,1000
265,19.406,8.709,8.709,1.8289,10.698,75,7.58,25.54,1000
266,19.481,8.782,8.782,1.831,10.7,75,7.61,25.57,1000
267,19.556,8.854,8.854,1.833,10.702,75,7.63,25.59,1000
268,19.631,8.927,8.927,1.8351,10.704,75,7.66,25.62,1000
269,19.706,9.0,9.0,1.8371,10.706,75,7.69,25.65,1000
270,19.781,9.073,9.073,1.8392,10.708,75,7.71,25.68,1000
271,19.856,9.146,9.146,1.8412,10.71,75,7.74,25.71,1000
272,19.931,9.219,9.219,1.8433,10.712,75,7.76,25.74,1000
273,20.006,9.292,9.292,1.8453,10.714,75,7.79,25.77,1000
274,20.081,9.365,9.365,1.8474,10.716,75,7.81,25.79,1000
275,20.156,9.438,9.438,1.8494,10.718,75,7.84,25.82,1000
276,20.231,9.511,9.511,1.8514,10.72,75,7.87,25.85,1000
277,20.306,9.584,9.584,1.8535,10.722,75,7.89,25.88,1000
278,20.381,9.657,9.657,1.8555,10.724,75,7.92,25.91,1000
279,20.456,9.73,9.73,1.8575,10.726,75,7.94,25.94,1000
280,20.531,9.803,9.803,1.8595,10.728,75,7.97,25.96,1000
281,20.606,9.876,9.876,1.8616,10.73,75,7.99,25.99,1000
282,20.681,9.949,9.949,1.8636,10.732,75,8.02,26.02,1000
283,20.756,10.022,10.022,1.8656,10.734,75,8.04,26.05,1000
284,20.831,10.095,10.095,1.8676,10.736,75,8.07,26.08,1000
285,20.906,10.168,10.168,1.8696,10.738,75,8.09,26.1,1000
286,20.981,10.241,10.241,1.8716,10.74,75,8.12,26.13,1000
287,21.056,10.314,10.314,1.8736,10.742,75,8.14,26.16,1000
288,21.131,10.387,10.387,1.8756,10.744,75,8.17,26.19,1000
289,21.206,10.46,10.46,1.8777,10.746,75,8.2,26.22,1000
290,21.281,10.533,10.533,1.8796,10.748,75,8.22,26.24,1000
291,21.356,10.606,10.606,1.8816,10.75,75,8.25,26.27,1000
292,21.431,10.679,10.679,1.8836,10.752,75,8.27,26.3,1000
293,21.506,10.752,10.752,1.8856,10.754,75,8.3,26.33,1000
294,21.581,10.825,10.825,1.8876,10.756,75,8.32,26.36,1000
295,21.656,10.898,10.898,1.8896,10.758,75,8.35,26.38,1000
296,21.731,10.971,10.971,1.8916,10.76,75,8.37,26.41,1000
297,21.806,11.044,11.044,1.8936,10.762,75,8.4,26.44,1000
298,21.881,11.117,11.117,1.8955,10.764,75,8.42,26.47,1000
299,21.956,11.19,11.19,1.8975,10.766,75,8.44,26.49,1000
300,22.031,11.263,11.263,1.8995,10.768,75,8.47,26.52,1000
301,22.106,11.336,11.336,1.9015,10.77,75,8.49,26.55,1000
302,22.181,11.409,11.409,1.9034,10.772,75,8.52,26.58,1000
303,22.256,11.482,11.482,1.9054,10.774,75,8.54,26.6,1000
304,22.331,11.555,11.555,1.9073,10.776,75,8.57,26.63,1000
305,22.406,11.628,11.628,1.9093,10.778,75,8.59,26.66,1000
306,22.481,11.701,11.701,1.9113,10.78,75,8.62,26.69,1000
307,22.556,11.774,11.774,1.9132,10.782,75,8.64,26.71,1000
308,22.631,11.847,11.847,1.9152,10.784,75,8.67,26.74,1000
309,22.706,11.92,11.92,1.9171,10.786,75,8.69,26.77,1000
310,22.781,11.993,11.993,1.9191,10.788,75,8.72,26.8,1000
311,22.856,12.067,12.067,1.921,10.79,75,8.74,26.82,1000
312,22.931,12.14,12.14,1.9229,10.792,75,8.76,26.85,1000
313,23.006,12.213,12.213,1.9249,10.794,75,8.79,26.88,1000
314,23.081,12.286,12.286,1.9268,10.796,75,8.81,26.9,1000
315,23.156,12.359,12.359,1.9287,10.797,75,8.84,26.93,1000
316,23.231,12.432,12.432,1.9307,10.799,75,8.86,26.96,1000
317,23.306,12.505,12.505,1.9326,10.801,75,8.89,26.98,1000
318,23.381,12.578,12.578,1.9345,10.803,75,8.91,27.01,1000
319,23.456,12.651,12.651,1.9364,10.805,75,8.93,27.04,1000
320,23.531,12.724,12.724,1.9383,10.807,75,8.96,27.06,1000
321,23.606,12.797,12.797,1.9403,10.809,75,8.98,27.09,1000
322,23.681,12.87,12.87,1.9422,10.811,75,9.01,27.12,1000
323,23.756,12.943,12.943,1.9441,10.813,75,9.03,27.14,1000
324,23.831,13.017,13.017,1.946,10.815,75,9.05,27.17,1000
325,23.906,13.09,13.09,1.9479,10.817,75,9.08,27.2,1000
326,23.981,13.163,13.163,1.9498,10.819,75,9.1,27.22,1000
327,24.056,13.236,13.236,1.9517,10.82,75,9.13,27.25,1000
328,24.131,13.309,13.309,1.9536,10.822,75,9.15,27.28,1000
329,24.206,13.382,13.382,1.9555,10.824,75,9.17,27.3,1000
330,24.281,13.455,13.455,1.9573,10.826,75,9.2,27.33,1000
331,24.356,13.528,13.528,1.9592,10.828,75,9.22,27.36,1000
332,24.431,13.601,13.601,1.9611,10.83,75,9.24,27.38,1000
333,24.506,13.675,13.675,1.963,10.832,75,9.27,27.41,1000
334,24.581,13.748,13.748,1.9649,10.834,75,9.29,27.43,1000
335,24.656,13.821,13.821,1.9667,10.835,75,9.31,27.46,1000
336,24.731,13.894,13.894,1.9686,10.837,75,9.34,27.49,1000
337,24.806,13.967,13.967,1.9705,10.839,75,9.36,27.51,1000
338,24.881,14.04,14.04,1.9723,10.841,75,9.39,27.54,1000
339,24.956,14.113,14.113,1.9742,10.843,75,9.41,27.57,1000
340,25.031,14.186,14.186,1.9761,10.845,75,9.43,27.59,1000
341,25.106,14.26,14.26,1.9779,10.847,75,9.46,27.62,1000
342,25.181,14.333,14.333,1.9798,10.849,75,9.48,27.64,1000
343,25.256,14.406,14.406,1.9816,10.85,75,9.5,27.67,1000
344,25.331,14.479,14.479,1.9835,10.852,75,9.52,27.69,1000
345,25.406,14.552,14.552,1.9853,10.854,75,9.55,27.72,1000
346,25.481,14.625,14.625,1.9871,10.856,75,9.57,27.75,1000
347,25.556,14.699,14.699,1.989,10.858,75,9.59,27.77,1000
348,25.631,14.772,14.772,1.9908,10.86,75,9.62,27.8,1000
349,25.706,14.845,14.845,1.9926,10.861,75,9.64,27.82,1000
350,25.781,14.918,14.918,1.9945,10.863,75,9.66,27.85,1000
351,25.856,14.991,14.991,1.9963,10.865,75,9.69,27.87,1000
352,25.931,15.064,15.064,1.9981,10.867,75,9.71,27.9,1000
353,26.006,15.138,15.138,1.9999,10.869,75,9.73,27.92,1000
354,26.081,15.211,15.211,2.0018,10.871,75,9.75,27.95,1000
355,26.156,15.284,15.284,2.0036,10.872,75,9.78,27.98,1000
356,26.231,15.357,15.357,2.0054,10.874,75,9.8,28.0,1000
357,26.306,15.43,15.43,2.0072,10.876,75,9.82,28.03,1000
358,26.381,15.504,15.504,2.009,10.878,75,9.85,28.05,1000
359,26.456,15.577,15.577,2.0108,10.88,75,9.87,28.08,1000
360,26.531,15.65,15.65,2.0126,10.881,75,9.89,28.1,1000
361,26.606,15.723,15.723,2.0144,10.883,75,9.91,28.13,1000
362,26.681,15.796,15.796,2.0162,10.885,75,9.94,28.15,1000
363,26.756,15.87,15.87,2.0179,10.887,75,9.96,28.18,1000
364,26.831,15.943,15.943,2.0197,10.888,75,9.98,28.2,1000
365,26.906,16.016,16.016,2.0215,10.89,75,10.0,28.23,1000
366,26.981,16.089,16.089,2.0233,10.892,75,10.03,28.25,1000
367,27.056,16.162,16.162,2.0251,10.894,75,10.05,28.28,1000
368,27.131,16.236,16.236,2.0268,10.896,75,10.07,28.3,1000
369,27.206,16.309,16.309,2.0286,10.897,75,10.09,28.32,1000
370,27.281,16.382,16.382,2.0304,10.899,75,10.11,28.35,1000
371,27.356,16.455,16.455,2.0321,10.901,75,10.14,28.37,1000
372,27.431,16.529,16.529,2.0339,10.903,75,10.16,28.4,1000
373,27.506,16.602,16.602,2.0356,10.904,75,10.18,28.42,1000
374,27.581,16.675,16.675,2.0374,10.906,75,10.2,28.45,1000
375,27.656,16.748,16.748,2.0391,10.908,75,10.22,28.47,1000
376,27.731,16.822,16.822,2.0409,10.91,75,10.25,28.5,1000
377,27.806,16.895,16.895,2.0426,10.911,75,10.27,28.52,1000
378,27.881,16.968,16.968,2.0444,10.913,75,10.29,28.54,1000
379,27.956,17.041,17.041,2.0461,10.915,75,10.31,28.57,1000
380,28.031,17.115,17.115,2.0478,10.917,75,10.33,28.59,1000
381,28.106,17.188,17.188,2.0496,10.918,75,10.36,28.62,1000
382,28.181,17.261,17.261,2.0513,10.92,75,10.38,28.64,1000
