timestamp_ms,target_pos,sensor_pos,real_arm_pos,belt_stretch,error,velocity_cmd,torque_load,torque_total_req,hz
39,4.563,-0.078,-0.078,0.3119,4.641,720,1.17,4.35,1000
40,4.8,-0.073,-0.073,0.319,4.873,720,1.2,4.45,1000
41,5.043,-0.068,-0.068,0.3262,5.111,720,1.23,4.55,1000
42,5.292,-0.062,-0.062,0.3333,5.354,720,1.26,4.65,1000
43,5.547,-0.057,-0.057,0.3405,5.604,720,1.29,4.75,1000
44,5.808,-0.051,-0.051,0.3477,5.859,720,1.32,4.85,1000
45,6.075,-0.044,-0.044,0.3548,6.119,720,1.35,4.95,1000
46,6.348,-0.038,-0.038,0.362,6.386,720,1.38,5.05,1000
47,6.627,-0.031,-0.031,0.3691,6.658,720,1.41,5.15,1000
48,6.912,-0.023,-0.023,0.3763,6.935,720,1.44,5.25,1000
49,7.203,-0.016,-0.016,0.3834,7.219,720,1.47,5.35,1000
50,7.5,-0.008,-0.008,0.3906,7.508,720,1.5,5.45,1000
51,7.803,0.0,0.0,0.3977,7.803,720,1.53,5.55,1000
52,8.112,0.009,0.009,0.4049,8.103,720,1.56,5.65,1000
53,8.427,0.017,0.017,0.412,8.41,720,1.59,5.75,1000
54,8.748,0.026,0.026,0.4192,8.722,720,1.62,5.85,1000
55,9.075,0.036,0.036,0.4263,9.039,720,1.65,5.95,1000
56,9.408,0.045,0.045,0.4335,9.363,720,1.68,6.05,1000
57,9.747,0.055,0.055,0.4406,9.692,720,1.71,6.15,1000
58,10.092,0.066,0.066,0.4477,10.026,720,1.74,6.25,1000
59,10.443,0.076,0.076,0.4549,10.367,720,1.77,6.35,1000
60,10.8,0.087,0.087,0.462,10.713,720,1.8,6.45,1000
61,11.163,0.098,0.098,0.4692,11.065,720,1.83,6.55,1000
62,11.532,0.11,0.11,0.4763,11.422,720,1.86,6.65,1000
63,11.907,0.121,0.121,0.4835,11.786,720,1.89,6.75,1000
64,12.288,0.133,0.133,0.4906,12.155,720,1.91,6.85,1000
65,12.675,0.146,0.146,0.4978,12.529,720,1.94,6.95,1000
66,13.068,0.158,0.158,0.5049,12.91,720,1.97,7.05,1000
67,13.467,0.171,0.171,0.512,13.296,720,2.0,7.15,1000
68,13.872,0.185,0.185,0.5192,13.687,720,2.03,7.25,1000
69,14.283,0.198,0.198,0.5263,14.085,720,2.06,7.35,1000
70,14.7,0.212,0.212,0.5335,14.488,720,2.09,7.45,1000
71,15.123,0.226,0.226,0.5406,14.897,720,2.12,7.55,1000
72,15.552,0.241,0.241,0.5477,15.311,720,2.15,7.65,1000
73,15.987,0.255,0.255,0.5549,15.732,720,2.18,7.75,1000
74,16.428,0.27,0.27,0.562,16.158,720,2.21,7.85,1000
75,16.875,0.286,0.286,0.5691,16.589,720,2.24,7.95,1000
76,17.328,0.302,0.302,0.5763,17.026,720,2.27,8.05,1000
77,17.787,0.317,0.317,0.5834,17.47,720,2.3,8.15,1000
78,18.252,0.334,0.334,0.5905,17.918,720,2.33,8.25,1000
79,18.723,0.35,0.35,0.5977,18.373,720,2.36,8.35,1000
80,19.2,0.367,0.367,0.6048,18.833,720,2.39,8.44,1000
81,19.683,0.384,0.384,0.6119,19.299,720,2.42,8.54,1000
82,20.172,0.402,0.402,0.6191,19.77,720,2.45,8.64,1000
83,20.667,0.42,0.42,0.6262,20.247,720,2.48,8.74,1000
84,21.168,0.438,0.438,0.6333,20.73,720,2.51,8.84,1000
85,21.675,0.456,0.456,0.6405,21.219,720,2.54,8.94,1000
86,22.188,0.475,0.475,0.6476,21.713,720,2.57,9.04,1000
87,22.707,0.494,0.494,0.6547,22.213,720,2.6,9.14,1000
88,23.232,0.513,0.513,0.6618,22.719,720,2.63,9.24,1000
89,23.763,0.533,0.533,0.669,23.23,720,2.66,9.34,1000
90,24.3,0.552,0.552,0.6761,23.748,720,2.69,9.44,1000
91,24.843,0.573,0.573,0.6832,24.27,720,2.71,9.54,1000
92,25.392,0.593,0.593,0.6903,24.799,720,2.74,9.64,1000
93,25.947,0.614,0.614,0.6974,25.333,720,2.77,9.74,1000
94,26.508,0.635,0.635,0.7046,25.873,720,2.8,9.84,1000
95,27.075,0.656,0.656,0.7117,26.419,720,2.83,9.94,1000
96,27.648,0.678,0.678,0.7188,26.97,720,2.86,10.04,1000
97,28.227,0.7,0.7,0.7259,27.527,720,2.89,10.14,1000
98,28.812,0.722,0.722,0.733,28.09,720,2.92,10.24,1000
99,29.403,0.745,0.745,0.7402,28.658,720,2.95,10.33,1000
100,30.0,0.768,0.768,0.7473,29.232,720,2.98,10.43,1000
101,30.603,0.791,0.791,0.7544,29.812,720,3.01,10.53,1000
102,31.212,0.814,0.814,0.7615,30.398,720,3.04,10.63,1000
103,31.827,0.838,0.838,0.7686,30.989,720,3.07,10.73,1000
104,32.448,0.862,0.862,0.7757,31.586,720,3.1,10.83,1000
105,33.075,0.887,0.887,0.7828,32.188,720,3.13,10.93,1000
106,33.708,0.911,0.911,0.7899,32.797,720,3.16,11.03,1000
107,34.347,0.936,0.936,0.7971,33.411,720,3.19,11.13,1000
108,34.992,0.962,0.962,0.8042,34.03,720,3.21,11.23,1000
109,35.643,0.987,0.987,0.8113,34.656,720,3.24,11.33,1000
110,36.3,1.013,1.013,0.8184,35.287,720,3.27,11.43,1000
111,36.963,1.039,1.039,0.8255,35.924,720,3.3,11.53,1000
112,37.632,1.066,1.066,0.8326,36.566,720,3.33,11.62,1000
113,38.307,1.093,1.093,0.8397,37.214,720,3.36,11.72,1000
114,38.988,1.12,1.12,0.8468,37.868,720,3.39,11.82,1000
115,39.675,1.147,1.147,0.8539,38.528,720,3.42,11.92,1000
116,40.368,1.175,1.175,0.861,39.193,720,3.45,12.02,1000
117,41.067,1.203,1.203,0.8681,39.864,720,3.48,12.12,1000
118,41.772,1.231,1.231,0.8752,40.541,720,3.51,12.22,1000
119,42.483,1.26,1.26,0.8823,41.223,720,3.54,12.32,1000
120,43.2,1.289,1.289,0.8894,41.911,720,3.57,12.42,1000
121,43.92,1.318,1.318,0.8965,42.602,720,3.59,12.52,1000
122,44.64,1.347,1.347,0.9035,43.293,720,3.62,12.62,1000
123,45.36,1.377,1.377,0.9106,43.983,720,3.65,12.71,1000
124,46.08,1.407,1.407,0.9177,44.673,720,3.68,12.81,1000
125,46.8,1.438,1.438,0.9248,45.362,720,3.71,12.91,1000
126,47.52,1.468,1.468,0.9319,46.052,720,3.74,13.01,1000
127,48.24,1.499,1.499,0.939,46.741,720,3.77,13.11,1000
128,48.96,1.531,1.531,0.9461,47.429,720,3.8,13.21,1000
129,49.68,1.562,1.562,0.9532,48.118,720,3.83,13.31,1000
130,50.4,1.594,1.594,0.9602,48.806,720,3.86,13.41,1000
131,51.12,1.626,1.626,0.9673,49.494,720,3.89,13.51,1000
132,51.84,1.659,1.659,0.9744,50.181,720,3.91,13.61,1000
133,52.56,1.692,1.692,0.9815,50.868,720,3.94,13.7,1000
134,53.28,1.725,1.725,0.9886,51.555,720,3.97,13.8,1000
135,54.0,1.758,1.758,0.9956,52.242,720,4.0,13.9,1000
136,54.72,1.792,1.792,1.0027,52.928,720,4.03,14.0,1000
137,55.44,1.826,1.826,1.0098,53.614,720,4.06,14.1,1000
138,56.16,1.86,1.86,1.0168,54.3,720,4.09,14.2,1000
139,56.88,1.895,1.895,1.0239,54.985,720,4.12,14.3,1000
140,57.6,1.93,1.93,1.031,55.67,720,4.15,14.4,1000
141,58.32,1.965,1.965,1.0381,56.355,720,4.17,14.49,1000
142,59.04,2.001,2.001,1.0451,57.039,720,4.2,14.59,1000
143,59.76,2.037,2.037,1.0522,57.723,720,4.23,14.69,1000
144,60.48,2.073,2.073,1.0593,58.407,720,4.26,14.79,1000
145,61.2,2.109,2.109,1.0663,59.091,720,4.29,14.89,1000
146,61.92,2.146,2.146,1.0734,59.774,720,4.32,14.99,1000
147,62.64,2.183,2.183,1.0804,60.457,720,4.35,15.09,1000
148,63.36,2.22,2.22,1.0875,61.14,720,4.38,15.18,1000
149,64.08,2.258,2.258,1.0946,61.822,720,4.4,15.28,1000
150,64.8,2.296,2.296,1.1016,62.504,720,4.43,15.38,1000
151,65.52,2.334,2.334,1.1087,63.186,720,4.46,15.48,1000
152,66.24,2.373,2.373,1.1157,63.867,720,4.49,15.58,1000
153,66.96,2.412,2.412,1.1228,64.548,720,4.52,15.68,1000
154,67.68,2.451,2.451,1.1298,65.229,720,4.55,15.78,1000
155,68.4,2.49,2.49,1.1369,65.91,720,4.58,15.87,1000
156,69.12,2.53,2.53,1.1439,66.59,720,4.6,15.97,1000
157,69.84,2.57,2.57,1.151,67.27,720,4.63,16.07,1000
158,70.56,2.61,2.61,1.158,67.95,720,4.66,16.17,1000
159,71.28,2.651,2.651,1.1651,68.629,720,4.69,16.27,1000
160,72.0,2.692,2.692,1.1721,69.308,720,4.72,16.37,1000
161,72.72,2.733,2.733,1.1791,69.987,720,4.75,16.46,1000
162,73.44,2.775,2.775,1.1862,70.665,720,4.78,16.56,1000
163,74.16,2.817,2.817,1.1932,71.343,720,4.8,16.66,1000
164,74.88,2.859,2.859,1.2002,72.021,720,4.83,16.76,1000
165,75.6,2.901,2.901,1.2073,72.699,720,4.86,16.86,1000
166,76.32,2.944,2.944,1.2143,73.376,720,4.89,16.95,1000
167,77.04,2.987,2.987,1.2213,74.053,720,4.92,17.05,1000
168,77.76,3.03,3.03,1.2284,74.73,720,4.95,17.15,1000
169,78.48,3.074,3.074,1.2354,75.406,720,4.97,17.25,1000
170,79.2,3.118,3.118,1.2424,76.082,720,5.0,17.35,1000
171,79.92,3.162,3.162,1.2494,76.758,720,5.03,17.45,1000
172,80.64,3.207,3.207,1.2565,77.433,720,5.06,17.54,1000
173,81.36,3.252,3.252,1.2635,78.108,720,5.09,17.64,1000
174,82.08,3.297,3.297,1.2705,78.783,720,5.12,17.74,1000
175,82.8,3.342,3.342,1.2775,79.458,720,5.14,17.84,1000
176,83.52,3.388,3.388,1.2845,80.132,720,5.17,17.94,1000
177,84.24,3.434,3.434,1.2916,80.806,720,5.2,18.03,1000
178,84.96,3.481,3.481,1.2986,81.479,720,5.23,18.13,1000
179,85.68,3.527,3.527,1.3056,82.153,720,5.26,18.23,1000
180,86.4,3.574,3.574,1.3126,82.826,720,5.28,18.33,1000
181,87.12,3.622,3.622,1.3196,83.498,720,5.31,18.43,1000
182,87.84,3.669,3.669,1.3266,84.171,720,5.34,18.52,1000
183,88.56,3.717,3.717,1.3336,84.843,720,5.37,18.62,1000
184,89.28,3.765,3.765,1.3406,85.515,720,5.4,18.72,1000
185,90.0,3.814,3.814,1.3476,86.186,720,5.42,18.82,1000
186,90.72,3.863,3.863,1.3546,86.857,720,5.45,18.91,1000
187,91.44,3.912,3.912,1.3616,87.528,720,5.48,19.01,1000
188,92.16,3.961,3.961,1.3686,88.199,720,5.51,19.11,1000
189,92.88,4.011,4.011,1.3756,88.869,720,5.54,19.21,1000
190,93.6,4.061,4.061,1.3826,89.539,720,5.56,19.3,1000
191,94.32,4.111,4.111,1.3896,90.209,720,5.59,19.4,1000
192,95.04,4.162,4.162,1.3966,90.878,720,5.62,19.5,1000
193,95.76,4.213,4.213,1.4036,91.547,720,5.65,19.6,1000
194,96.48,4.264,4.264,1.4106,92.216,720,5.68,19.7,1000
195,97.2,4.315,4.315,1.4175,92.885,720,5.7,19.79,1000
196,97.92,4.367,4.367,1.4245,93.553,720,5.73,19.89,1000
197,98.64,4.419,4.419,1.4315,94.221,720,5.76,19.99,1000
198,99.36,4.472,4.472,1.4385,94.888,720,5.79,20.08,1000
199,100.08,4.525,4.525,1.4455,95.555,720,5.81,20.18,1000
200,100.8,4.578,4.578,1.4524,96.222,720,5.84,20.28,1000
201,101.52,4.631,4.631,1.4594,96.889,720,5.87,20.38,1000
202,102.24,4.685,4.685,1.4664,97.555,720,5.9,20.47,1000
203,102.96,4.738,4.738,1.4733,98.222,720,5.92,20.57,1000
204,103.68,4.793,4.793,1.4803,98.887,720,5.95,20.67,1000
205,104.4,4.847,4.847,1.4873,99.553,720,5.98,20.77,1000
206,105.12,4.902,4.902,1.4942,100.218,720,6.01,20.86,1000
207,105.84,4.957,4.957,1.5012,100.883,720,6.03,20.96,1000
208,106.56,5.013,5.013,1.5082,101.547,720,6.06,21.06,1000
209,107.28,5.068,5.068,1.5151,102.212,720,6.09,21.15,1000
210,108.0,5.124,5.124,1.5221,102.876,720,6.12,21.25,1000
211,108.72,5.181,5.181,1.529,103.539,720,6.14,21.35,1000
212,109.44,5.237,5.237,1.536,104.203,720,6.17,21.45,1000
213,110.16,5.294,5.294,1.5429,104.866,720,6.2,21.54,1000
214,110.88,5.352,5.352,1.5499,105.528,720,6.23,21.64,1000
215,111.6,5.409,5.409,1.5568,106.191,720,6.25,21.74,1000
216,112.32,5.467,5.467,1.5638,106.853,720,6.28,21.83,1000
217,113.04,5.525,5.525,1.5707,107.515,720,6.31,21.93,1000
218,113.76,5.584,5.584,1.5776,108.176,720,6.33,22.03,1000
219,114.48,5.642,5.642,1.5846,108.838,720,6.36,22.12,1000
220,115.2,5.701,5.701,1.5915,109.499,720,6.39,22.22,1000
221,115.92,5.761,5.761,1.5984,110.159,720,6.42,22.32,1000
222,116.64,5.821,5.821,1.6054,110.819,720,6.44,22.42,1000
223,117.36,5.88,5.88,1.6123,111.48,720,6.47,22.51,1000
224,118.08,5.941,5.941,1.6192,112.139,720,6.5,22.61,1000
225,118.8,6.001,6.001,1.6262,112.799,720,6.52,22.71,1000
226,119.52,6.062,6.062,1.6331,113.458,720,6.55,22.8,1000
227,120.24,6.123,6.123,1.64,114.117,720,6.58,22.9,1000
228,120.96,6.185,6.185,1.6469,114.775,720,6.61,23.0,1000
229,121.68,6.247,6.247,1.6538,115.433,720,6.63,23.09,1000
230,122.4,6.309,6.309,1.6608,116.091,720,6.66,23.19,1000
231,123.12,6.371,6.371,1.6677,116.749,720,6.69,23.29,1000
232,123.84,6.434,6.434,1.6746,117.406,720,6.71,23.38,1000
233,124.56,6.497,6.497,1.6815,118.063,720,6.74,23.48,1000
234,125.28,6.56,6.56,1.6884,118.72,720,6.77,23.57,1000
235,126.0,6.624,6.624,1.6953,119.376,720,6.79,23.67,1000
236,126.72,6.688,6.688,1.7022,120.032,720,6.82,23.77,1000
237,127.44,6.752,6.752,1.7091,120.688,720,6.85,23.86,1000
238,128.16,6.816,6.816,1.716,121.344,720,6.87,23.96,1000
239,128.88,6.881,6.881,1.7229,121.999,720,6.9,24.06,1000
240,129.6,6.946,6.946,1.7298,122.654,720,6.93,24.15,1000
241,130.32,7.012,7.012,1.7367,123.308,720,6.95,24.25,1000
242,131.04,7.077,7.077,1.7436,123.963,720,6.98,24.34,1000
243,131.76,7.143,7.143,1.7505,124.617,720,7.01,24.44,1000
244,132.48,7.21,7.21,1.7573,125.27,720,7.03,24.54,1000
245,133.2,7.276,7.276,1.7642,125.924,720,7.06,24.63,1000
246,133.92,7.343,7.343,1.7711,126.577,720,7.09,24.73,1000
247,134.64,7.41,7.41,1.778,127.23,720,7.11,24.83,1000
248,135.36,7.478,7.478,1.7849,127.882,720,7.14,24.92,1000
249,136.08,7.546,7.546,1.7917,128.534,720,7.17,25.02,1000
250,136.8,7.614,7.614,1.7986,129.186,720,7.19,25.11,1000
251,137.52,7.682,7.682,1.8055,129.838,720,7.22,25.21,1000
252,138.24,7.751,7.751,1.8123,130.489,720,7.24,25.3,1000
253,138.96,7.82,7.82,1.8192,131.14,720,7.27,25.4,1000
254,139.68,7.889,7.889,1.8261,131.791,720,7.3,25.5,1000
255,140.4,7.959,7.959,1.8329,132.441,720,7.32,25.59,1000
256,141.12,8.029,8.029,1.8398,133.091,720,7.35,25.69,1000
257,141.84,8.099,8.099,1.8466,133.741,720,7.37,25.78,1000
258,142.56,8.17,8.17,1.8535,134.39,720,7.4,25.88,1000
259,143.28,8.241,8.241,1.8603,135.039,720,7.43,25.98,1000
260,144.0,8.312,8.312,1.8672,135.688,720,7.45,26.07,1000
261,144.72,8.383,8.383,1.874,136.337,720,7.48,26.17,1000
262,145.44,8.455,8.455,1.8809,136.985,720,7.51,26.26,1000
263,146.16,8.527,8.527,1.8877,137.633,720,7.53,26.36,1000
264,146.88,8.599,8.599,1.8945,138.281,720,7.56,26.45,1000
265,147.6,8.672,8.672,1.9014,138.928,720,7.58,26.55,1000
266,148.32,8.745,8.745,1.9082,139.575,720,7.61,26.64,1000
267,149.04,8.818,8.818,1.915,140.222,720,7.63,26.74,1000
268,149.76,8.892,8.892,1.9219,140.868,720,7.66,26.83,1000
269,150.48,8.966,8.966,1.9287,141.514,720,7.69,26.93,1000
270,151.2,9.04,9.04,1.9355,142.16,720,7.71,27.03,1000
271,151.92,9.114,9.114,1.9423,142.806,720,7.74,27.12,1000
272,152.64,9.189,9.189,1.9492,143.451,720,7.76,27.22,1000
273,153.36,9.264,9.264,1.956,144.096,720,7.79,27.31,1000
274,154.08,9.34,9.34,1.9628,144.74,720,7.81,27.41,1000
275,154.8,9.415,9.415,1.9696,145.385,720,7.84,27.5,1000
276,155.52,9.491,9.491,1.9764,146.029,720,7.87,27.6,1000
277,156.24,9.568,9.568,1.9832,146.672,720,7.89,27.69,1000
278,156.96,9.644,9.644,1.99,147.316,720,7.92,27.79,1000
279,157.68,9.721,9.721,1.9968,147.959,720,7.94,27.88,1000
280,158.4,9.798,9.798,2.0036,148.602,720,7.97,27.98,1000
281,159.12,9.876,9.876,2.0104,149.244,720,7.99,28.07,1000
282,159.84,9.954,9.954,2.0172,149.886,720,8.02,28.17,1000
283,160.56,10.032,10.032,2.024,150.528,720,8.04,28.26,1000
284,161.28,10.11,10.11,2.0308,151.17,720,8.07,28.36,1000
285,162.0,10.189,10.189,2.0376,151.811,720,8.09,28.45,1000
286,162.72,10.268,10.268,2.0444,152.452,720,8.12,28.54,1000
287,163.44,10.347,10.347,2.0511,153.093,720,8.14,28.64,1000
288,164.16,10.427,10.427,2.0579,153.733,720,8.17,28.73,1000
289,164.88,10.507,10.507,2.0647,154.373,720,8.2,28.83,1000
290,165.6,10.587,10.587,2.0715,155.013,720,8.22,28.92,1000
291,166.32,10.668,10.668,2.0782,155.652,720,8.25,29.02,1000
292,167.04,10.748,10.748,2.085,156.292,720,8.27,29.11,1000
293,167.76,10.83,10.83,2.0918,156.93,720,8.3,29.21,1000
294,168.48,10.911,10.911,2.0985,157.569,720,8.32,29.3,1000
295,169.2,10.993,10.993,2.1053,158.207,720,8.35,29.4,1000
296,169.92,11.075,11.075,2.112,158.845,720,8.37,29.49,1000
297,170.64,11.157,11.157,2.1188,159.483,720,8.4,29.58,1000
298,171.36,11.24,11.24,2.1256,160.12,720,8.42,29.68,1000
299,172.08,11.323,11.323,2.1323,160.757,720,8.44,29.77,1000
300,172.8,11.406,11.406,2.1391,161.394,720,8.47,29.87,1000
301,173.52,11.49,11.49,2.1458,162.03,720,8.49,29.96,1000
302,174.24,11.573,11.573,2.1525,162.667,720,8.52,30.06,1000
303,174.96,11.658,11.658,2.1593,163.302,720,8.54,30.15,1000
304,175.68,11.742,11.742,2.166,163.938,720,8.57,30.24,1000
305,176.4,11.827,11.827,2.1727,164.573,720,8.59,30.34,1000
306,177.12,11.912,11.912,2.1795,165.208,720,8.62,30.43,1000
307,177.84,11.997,11.997,2.1862,165.843,720,8.64,30.53,1000
308,178.56,12.083,12.083,2.1929,166.477,720,8.67,30.62,1000
309,179.28,12.169,12.169,2.1996,167.111,720,8.69,30.71,1000
310,180.0,12.255,12.255,2.2064,167.745,720,8.72,30.81,1000
311,180.72,12.342,12.342,2.2131,168.378,720,8.74,30.9,1000
312,181.44,12.429,12.429,2.2198,169.011,720,8.76,30.99,1000
313,182.16,12.516,12.516,2.2265,169.644,720,8.79,31.09,1000
314,182.88,12.603,12.603,2.2332,170.277,720,8.81,31.18,1000
315,183.6,12.691,12.691,2.2399,170.909,720,8.84,31.28,1000
316,184.32,12.779,12.779,2.2466,171.541,720,8.86,31.37,1000
317,185.04,12.868,12.868,2.2533,172.172,720,8.89,31.46,1000
318,185.76,12.956,12.956,2.26,172.804,720,8.91,31.56,1000
319,186.48,13.045,13.045,2.2667,173.435,720,8.93,31.65,1000
320,187.2,13.135,13.135,2.2734,174.065,720,8.96,31.74,1000
321,187.92,13.224,13.224,2.2801,174.696,720,8.98,31.84,1000
322,188.64,13.314,13.314,2.2868,175.326,720,9.01,31.93,1000
323,189.36,13.404,13.404,2.2935,175.956,720,9.03,32.02,1000
324,190.08,13.495,13.495,2.3001,176.585,720,9.05,32.12,1000
325,190.8,13.586,13.586,2.3068,177.214,720,9.08,32.21,1000
326,191.52,13.677,13.677,2.3135,177.843,720,9.1,32.3,1000
327,192.24,13.768,13.768,2.3202,178.472,720,9.13,32.4,1000
328,192.96,13.86,13.86,2.3268,179.1,720,9.15,32.49,1000
329,193.68,13.952,13.952,2.3335,179.728,720,9.17,32.58,1000
330,194.4,14.044,14.044,2.3402,180.356,720,9.2,32.67,1000
331,195.12,14.137,14.137,2.3468,180.983,720,9.22,32.77,1000
332,195.84,14.23,14.23,2.3535,181.61,720,9.24,32.86,1000
333,196.56,14.323,14.323,2.3601,182.237,720,9.27,32.95,1000
334,197.28,14.417,14.417,2.3668,182.863,720,9.29,33.05,1000
335,198.0,14.511,14.511,2.3734,183.489,720,9.31,33.14,1000
336,198.72,14.605,14.605,2.3801,184.115,720,9.34,33.23,1000
337,199.44,14.699,14.699,2.3867,184.741,720,9.36,33.32,1000
338,200.16,14.794,14.794,2.3933,185.366,720,9.39,33.42,1000
339,200.88,14.889,14.889,2.4,185.991,720,9.41,33.51,1000
340,201.6,14.984,14.984,2.4066,186.616,720,9.43,33.6,1000
341,202.32,15.08,15.08,2.4132,187.24,720,9.46,33.7,1000
342,203.04,15.176,15.176,2.4199,187.864,720,9.48,33.79,1000
343,203.76,15.272,15.272,2.4265,188.488,720,9.5,33.88,1000
344,204.48,15.369,15.369,2.4331,189.111,720,9.52,33.97,1000
345,205.2,15.466,15.466,2.4397,189.734,720,9.55,34.07,1000
346,205.92,15.563,15.563,2.4463,190.357,720,9.57,34.16,1000
347,206.64,15.66,15.66,2.453,190.98,720,9.59,34.25,1000
348,207.36,15.758,15.758,2.4596,191.602,720,9.62,34.34,1000
349,208.08,15.856,15.856,2.4662,192.224,720,9.64,34.43,1000
350,208.8,15.955,15.955,2.4728,192.845,720,9.66,34.53,1000
351,209.52,16.053,16.053,2.4794,193.467,720,9.69,34.62,1000
352,210.24,16.152,16.152,2.486,194.088,720,9.71,34.71,1000
353,210.96,16.252,16.252,2.4926,194.708,720,9.73,34.8,1000
354,211.68,16.351,16.351,2.4991,195.329,720,9.75,34.89,1000
355,212.4,16.451,16.451,2.5057,195.949,720,9.78,34.99,1000
356,213.12,16.551,16.551,2.5123,196.569,720,9.8,35.08,1000
357,213.84,16.652,16.652,2.5189,197.188,720,9.82,35.17,1000
358,214.56,16.753,16.753,2.5255,197.807,720,9.85,35.26,1000
359,215.28,16.854,16.854,2.532,198.426,720,9.87,35.35,1000
360,216.0,16.955,16.955,2.5386,199.045,720,9.89,35.45,1000
361,216.72,17.057,17.057,2.5452,199.663,720,9.91,35.54,1000
362,217.44,17.159,17.159,2.5518,200.281,720,9.94,35.63,1000
363,218.16,17.261,17.261,2.5583,200.899,720,9.96,35.72,1000
364,218.88,17.364,17.364,2.5649,201.516,720,9.98,35.81,1000
365,219.6,17.467,17.467,2.5714,202.133,720,10.0,35.9,1000
366,220.32,17.57,17.57,2.578,202.75,720,10.03,36.0,1000
367,221.04,17.674,17.674,2.5845,203.366,720,10.05,36.09,1000
368,221.76,17.778,17.778,2.5911,203.982,720,10.07,36.18,1000
369,222.48,17.882,17.882,2.5976,204.598,720,10.09,36.27,1000
370,223.2,17.986,17.986,2.6042,205.214,720,10.11,36.36,1000
371,223.92,18.091,18.091,2.6107,205.829,720,10.14,36.45,1000
372,224.64,18.196,18.196,2.6172,206.444,720,10.16,36.54,1000
373,225.36,18.302,18.302,2.6238,207.058,720,10.18,36.63,1000
374,226.08,18.407,18.407,2.6303,207.673,720,10.2,36.73,1000
375,226.8,18.513,18.513,2.6368,208.287,720,10.22,36.82,1000
376,227.52,18.619,18.619,2.6433,208.901,720,10.25,36.91,1000
377,228.24,18.726,18.726,2.6498,209.514,720,10.27,37.0,1000
378,228.96,18.833,18.833,2.6564,210.127,720,10.29,37.09,1000
379,229.68,18.94,18.94,2.6629,210.74,720,10.31,37.18,1000
380,230.4,19.048,19.048,2.6694,211.352,720,10.33,37.27,1000
381,231.12,19.155,19.155,2.6759,211.965,720,10.36,37.36,1000
382,231.84,19.264,19.264,2.6824,212.576,720,10.38,37.45,1000
