timestamp_ms,command_id,target_x,target_y,real_x,real_y,error,motor1_pos,motor2_pos,velocity,pwm_effort,hz
26,1,5.39,0.0,5.265,0.016,0.126,-79.72,159.78,29.15,127,1000
27,1,5.405,0.0,5.309,0.008,0.097,-79.72,159.61,29.15,127,1000
28,1,5.42,0.0,5.333,0.012,0.088,-79.63,159.52,29.15,127,1000
29,1,5.435,0.0,5.352,0.009,0.084,-79.63,159.45,29.15,127,1000
30,1,5.45,0.0,5.344,0.003,0.107,-79.71,159.48,29.16,127,1000
31,1,5.465,0.0,5.348,0.018,0.119,-79.54,159.46,29.16,127,1000
32,1,5.48,0.0,5.375,0.015,0.107,-79.52,159.36,29.16,127,1000
33,1,5.495,0.0,5.383,0.005,0.112,-79.61,159.33,29.16,127,1000
34,1,5.51,0.0,5.409,0.005,0.102,-79.56,159.23,29.17,127,1000
35,1,5.525,0.0,5.39,0.019,0.137,-79.45,159.3,29.17,127,1000
36,1,5.54,0.0,5.451,0.004,0.09,-79.49,159.06,29.17,127,1000
37,1,5.555,0.0,5.465,-0.005,0.091,-79.55,159.01,29.18,127,1000
38,1,5.57,0.0,5.472,0.011,0.099,-79.37,158.98,29.18,127,1000
39,1,5.586,0.0,5.471,0.004,0.115,-79.45,158.99,29.18,127,1000
40,1,5.601,0.0,5.498,0.015,0.103,-79.28,158.88,29.18,127,1000
41,1,5.616,0.0,5.507,0.016,0.11,-79.26,158.85,29.19,127,1000
42,1,5.631,0.0,5.553,0.006,0.078,-79.27,158.67,29.19,127,1000
43,1,5.646,0.0,5.546,0.011,0.1,-79.24,158.69,29.19,127,1000
44,1,5.661,0.0,5.558,0.013,0.104,-79.19,158.65,29.2,127,1000
45,1,5.676,0.0,5.583,0.014,0.094,-79.13,158.55,29.2,127,1000
46,1,5.691,0.0,5.622,0.015,0.07,-79.04,158.4,29.2,127,1000
47,1,5.706,0.0,5.623,0.004,0.082,-79.16,158.39,29.2,127,1000
48,1,5.721,0.0,5.625,0.004,0.096,-79.15,158.39,29.21,127,1000
49,1,5.736,0.0,5.657,0.008,0.079,-79.05,158.26,29.21,127,1000
50,1,5.751,0.0,5.65,0.006,0.101,-79.09,158.29,29.21,127,1000
51,1,5.766,0.0,5.668,0.006,0.098,-79.04,158.22,29.22,127,1000
52,1,5.781,0.0,5.672,0.015,0.11,-78.95,158.2,29.22,127,1000
53,1,5.796,0.0,5.676,0.014,0.121,-78.95,158.19,29.22,127,1000
54,1,5.811,0.0,5.695,0.015,0.117,-78.91,158.12,29.22,127,1000
55,1,5.826,0.0,5.692,0.024,0.136,-78.82,158.13,29.23,127,1000
56,1,5.841,0.0,5.741,0.005,0.1,-78.92,157.93,29.23,127,1000
57,1,5.856,0.0,5.735,0.016,0.122,-78.82,157.96,29.23,127,1000
58,1,5.871,0.0,5.773,0.009,0.098,-78.81,157.81,29.24,127,1000
59,1,5.886,0.0,5.761,0.017,0.126,-78.76,157.86,29.24,127,1000
60,1,5.901,0.0,5.789,0.004,0.112,-78.84,157.75,29.24,127,1000
61,1,5.916,0.0,5.816,0.006,0.1,-78.76,157.64,29.25,127,1000
62,1,5.931,0.0,5.8,0.007,0.131,-78.79,157.71,29.25,127,1000
63,1,5.946,0.0,5.837,0.013,0.109,-78.65,157.56,29.25,127,1000
64,1,5.961,0.0,5.866,-0.0,0.095,-78.73,157.45,29.25,127,1000
65,1,5.976,0.0,5.877,0.016,0.1,-78.55,157.41,29.26,127,1000
66,1,5.991,0.0,5.868,0.012,0.123,-78.6,157.44,29.26,127,1000
67,1,6.006,0.0,5.898,0.009,0.108,-78.57,157.32,29.26,127,1000
68,1,6.021,0.0,5.92,0.008,0.101,-78.54,157.24,29.27,127,1000
69,1,6.036,0.0,5.985,0.005,0.051,-78.44,156.98,29.27,127,1000
70,1,6.051,0.0,5.916,0.009,0.135,-78.54,157.25,29.27,127,1000
71,1,6.066,0.0,5.958,0.011,0.108,-78.44,157.09,29.28,127,1000
72,1,6.081,0.0,5.978,0.006,0.103,-78.45,157.01,29.28,127,1000
73,1,6.096,0.0,6.008,0.017,0.089,-78.28,156.89,29.28,127,1000
74,1,6.111,0.0,6.005,0.011,0.106,-78.35,156.91,29.29,127,1000
75,1,6.126,0.0,6.033,0.015,0.094,-78.25,156.8,29.29,127,1000
76,1,6.141,0.0,6.039,0.022,0.105,-78.18,156.78,29.29,127,1000
77,1,6.156,0.0,6.025,0.025,0.133,-78.18,156.83,29.29,127,1000
78,1,6.171,0.0,6.07,0.011,0.102,-78.22,156.65,29.3,127,1000
79,1,6.186,0.0,6.076,0.022,0.112,-78.11,156.63,29.3,127,1000
80,1,6.201,0.0,6.108,0.013,0.094,-78.13,156.5,29.3,127,1000
81,1,6.216,0.0,6.112,0.005,0.104,-78.2,156.49,29.31,127,1000
82,1,6.231,0.0,6.115,0.012,0.117,-78.12,156.48,29.31,127,1000
83,1,6.246,0.0,6.144,0.01,0.102,-78.09,156.36,29.31,127,1000
84,1,6.261,0.0,6.17,0.003,0.091,-78.1,156.26,29.32,127,1000
85,1,6.276,0.0,6.184,-0.0,0.092,-78.11,156.21,29.32,127,1000
86,1,6.291,0.0,6.188,0.011,0.103,-77.99,156.19,29.32,127,1000
87,1,6.306,0.0,6.203,0.016,0.104,-77.92,156.13,29.33,127,1000
88,1,6.321,0.0,6.234,0.013,0.088,-77.89,156.01,29.33,127,1000
89,1,6.336,0.0,6.231,0.006,0.105,-77.96,156.02,29.33,127,1000
90,1,6.351,0.0,6.24,0.005,0.111,-77.95,155.99,29.34,127,1000
91,1,6.366,0.0,6.224,0.013,0.142,-77.91,156.05,29.34,127,1000
92,1,6.381,0.0,6.277,0.008,0.105,-77.85,155.85,29.34,127,1000
93,1,6.396,0.0,6.305,0.012,0.092,-77.76,155.74,29.35,127,1000
94,1,6.411,0.0,6.296,0.012,0.115,-77.77,155.77,29.35,127,1000
95,1,6.426,0.0,6.307,0.017,0.12,-77.7,155.73,29.35,127,1000
96,1,6.441,0.0,6.339,0.02,0.104,-77.62,155.6,29.36,127,1000
97,1,6.456,0.0,6.388,0.014,0.069,-77.58,155.41,29.36,127,1000
98,1,6.471,0.0,6.389,0.007,0.083,-77.65,155.41,29.36,127,1000
99,1,6.486,0.0,6.385,0.011,0.102,-77.61,155.42,29.37,127,1000
100,1,6.501,0.0,6.409,0.004,0.093,-77.63,155.33,29.37,127,1000
101,1,6.516,0.0,6.405,0.023,0.114,-77.47,155.35,29.37,127,1000
102,1,6.531,0.0,6.442,0.016,0.091,-77.46,155.2,29.38,127,1000
103,1,6.546,0.0,6.446,0.011,0.101,-77.49,155.18,29.38,127,1000
104,1,6.561,0.0,6.452,0.021,0.111,-77.4,155.16,29.38,127,1000
105,1,6.576,0.0,6.473,0.016,0.105,-77.4,155.08,29.39,127,1000
106,1,6.591,0.0,6.491,0.012,0.101,-77.39,155.01,29.39,127,1000
107,1,6.606,0.0,6.474,0.024,0.134,-77.33,155.07,29.39,127,1000
108,1,6.621,0.0,6.53,0.008,0.091,-77.36,154.85,29.4,127,1000
109,1,6.636,0.0,6.539,0.006,0.098,-77.36,154.82,29.4,127,1000
110,1,6.651,0.0,6.559,0.012,0.093,-77.27,154.74,29.4,127,1000
111,1,6.666,0.0,6.559,0.009,0.108,-77.29,154.74,29.41,127,1000
112,1,6.681,0.0,6.6,0.009,0.082,-77.21,154.58,29.41,127,1000
113,1,6.696,0.0,6.602,0.007,0.095,-77.23,154.58,29.41,127,1000
114,1,6.711,0.0,6.593,0.02,0.12,-77.13,154.61,29.42,127,1000
115,1,6.727,0.0,6.627,0.006,0.099,-77.18,154.47,29.42,127,1000
116,1,6.742,0.0,6.616,0.023,0.128,-77.06,154.52,29.42,127,1000
117,1,6.757,0.0,6.646,0.017,0.112,-77.05,154.4,29.43,127,1000
118,1,6.772,0.0,6.687,0.008,0.085,-77.05,154.24,29.43,127,1000
119,1,6.787,0.0,6.691,0.002,0.095,-77.1,154.22,29.43,127,1000
120,1,6.802,0.0,6.705,0.006,0.096,-77.04,154.17,29.44,127,1000
121,1,6.817,0.0,6.73,0.012,0.088,-76.93,154.07,29.44,127,1000
122,1,6.832,0.0,6.728,0.02,0.106,-76.87,154.08,29.44,127,1000
123,1,6.847,0.0,6.73,0.004,0.117,-77.01,154.07,29.45,127,1000
124,1,6.862,0.0,6.766,0.036,0.102,-76.66,153.93,29.45,127,1000
125,1,6.877,0.0,6.771,0.02,0.108,-76.79,153.91,29.46,127,1000
126,1,6.892,0.0,6.804,0.006,0.088,-76.84,153.78,29.46,127,1000
127,1,6.907,0.0,6.797,0.016,0.111,-76.77,153.81,29.46,127,1000
128,1,6.922,0.0,6.826,0.019,0.098,-76.69,153.7,29.47,127,1000
129,1,6.937,0.0,6.846,0.001,0.09,-76.8,153.62,29.47,127,1000
130,1,6.952,0.0,6.864,0.003,0.088,-76.75,153.55,29.47,127,1000
131,1,6.967,0.0,6.839,0.025,0.131,-76.61,153.65,29.48,127,1000
132,1,6.982,0.0,6.877,0.003,0.105,-76.72,153.5,29.48,127,1000
133,1,6.997,0.0,6.905,0.002,0.092,-76.67,153.39,29.48,127,1000
134,1,7.012,0.0,6.904,0.015,0.109,-76.57,153.39,29.49,127,1000
135,1,7.027,0.0,6.926,0.009,0.101,-76.58,153.3,29.49,127,1000
136,1,7.042,0.0,6.915,0.015,0.128,-76.55,153.35,29.5,127,1000
137,1,7.057,0.0,6.952,0.022,0.107,-76.42,153.2,29.5,127,1000
138,1,7.072,0.0,6.947,0.024,0.127,-76.41,153.22,29.5,127,1000
139,1,7.087,0.0,6.993,0.01,0.095,-76.44,153.04,29.51,127,1000
140,1,7.102,0.0,6.981,0.018,0.122,-76.39,153.09,29.51,127,1000
141,1,7.117,0.0,6.998,0.022,0.121,-76.33,153.02,29.51,127,1000
142,1,7.132,0.0,7.064,0.015,0.07,-76.26,152.76,29.52,127,1000
143,1,7.147,0.0,7.035,0.017,0.113,-76.3,152.88,29.52,127,1000
144,1,7.162,0.0,7.071,0.005,0.091,-76.33,152.73,29.52,127,1000
145,1,7.177,0.0,7.103,0.007,0.074,-76.24,152.61,29.53,127,1000
146,1,7.192,0.0,7.092,0.013,0.101,-76.22,152.65,29.53,127,1000
147,1,7.207,0.0,7.109,0.011,0.098,-76.21,152.58,29.54,127,1000
148,1,7.222,0.0,7.117,0.018,0.106,-76.13,152.55,29.54,127,1000
149,1,7.237,0.0,7.122,0.006,0.115,-76.22,152.53,29.54,127,1000
150,1,7.252,0.0,7.15,0.011,0.102,-76.12,152.42,29.55,127,1000
151,1,7.267,0.0,7.159,0.001,0.108,-76.18,152.39,29.55,127,1000
152,1,7.282,0.0,7.179,0.016,0.104,-76.02,152.31,29.55,127,1000
153,1,7.297,0.0,7.202,0.008,0.096,-76.05,152.22,29.56,127,1000
154,1,7.312,0.0,7.202,0.009,0.11,-76.04,152.22,29.56,127,1000
155,1,7.327,0.0,7.238,0.011,0.09,-75.95,152.08,29.57,127,1000
156,1,7.342,0.0,7.276,-0.006,0.066,-76.01,151.93,29.57,127,1000
157,1,7.357,0.0,7.266,0.002,0.091,-75.96,151.97,29.57,127,1000
158,1,7.372,0.0,7.266,0.011,0.106,-75.9,151.97,29.58,127,1000
159,1,7.387,0.0,7.29,0.02,0.099,-75.78,151.87,29.58,127,1000
160,1,7.402,0.0,7.294,0.018,0.11,-75.79,151.86,29.59,127,1000
161,1,7.417,0.0,7.314,0.015,0.104,-75.77,151.78,29.59,127,1000
162,1,7.432,0.0,7.339,0.017,0.094,-75.71,151.68,29.59,127,1000
163,1,7.447,0.0,7.353,0.012,0.095,-75.72,151.63,29.6,127,1000
164,1,7.462,0.0,7.358,0.015,0.106,-75.68,151.61,29.6,127,1000
165,1,7.477,0.0,7.373,0.018,0.106,-75.63,151.55,29.61,127,1000
166,1,7.492,0.0,7.41,0.018,0.084,-75.56,151.4,29.61,127,1000
167,1,7.507,0.0,7.382,0.017,0.126,-75.62,151.51,29.61,127,1000
168,1,7.522,0.0,7.412,0.021,0.112,-75.54,151.39,29.62,127,1000
169,1,7.537,0.0,7.446,0.024,0.094,-75.44,151.26,29.62,127,1000
170,1,7.552,0.0,7.44,0.01,0.112,-75.56,151.28,29.62,127,1000
171,1,7.567,0.0,7.457,0.017,0.112,-75.47,151.21,29.63,127,1000
172,1,7.582,0.0,7.489,0.026,0.097,-75.34,151.09,29.63,127,1000
173,1,7.597,0.0,7.496,0.0,0.101,-75.53,151.06,29.64,127,1000
174,1,7.612,0.0,7.523,0.012,0.09,-75.39,150.96,29.64,127,1000
175,1,7.627,0.0,7.519,-0.001,0.108,-75.49,150.97,29.64,127,1000
176,1,7.642,0.0,7.522,0.026,0.123,-75.28,150.96,29.65,127,1000
177,1,7.657,0.0,7.559,0.004,0.098,-75.37,150.81,29.65,127,1000
178,1,7.672,0.0,7.585,0.014,0.088,-75.25,150.71,29.66,127,1000
179,1,7.687,0.0,7.602,0.0,0.085,-75.32,150.64,29.66,127,1000
180,1,7.702,0.0,7.595,0.018,0.109,-75.2,150.67,29.67,127,1000
181,1,7.717,0.0,7.633,0.013,0.085,-75.16,150.52,29.67,127,1000
182,1,7.732,0.0,7.622,0.005,0.11,-75.24,150.56,29.67,127,1000
183,1,7.747,0.0,7.634,0.015,0.115,-75.15,150.52,29.68,127,1000
184,1,7.762,0.0,7.636,0.033,0.131,-75.0,150.51,29.68,127,1000
185,1,7.777,0.0,7.666,0.013,0.112,-75.1,150.39,29.69,127,1000
186,1,7.792,0.0,7.716,0.001,0.077,-75.09,150.19,29.69,127,1000
187,1,7.807,0.0,7.724,0.02,0.085,-74.93,150.16,29.69,127,1000
188,1,7.822,0.0,7.756,0.003,0.066,-75.0,150.03,29.7,127,1000
189,1,7.837,0.0,7.748,0.004,0.09,-75.0,150.07,29.7,127,1000
190,1,7.852,0.0,7.756,0.016,0.098,-74.9,150.03,29.71,127,1000
191,1,7.867,0.0,7.783,0.01,0.085,-74.89,149.93,29.71,127,1000
192,1,7.883,0.0,7.763,0.02,0.121,-74.85,150.0,29.71,127,1000
193,1,7.898,0.0,7.808,0.016,0.091,-74.79,149.83,29.72,127,1000
194,1,7.913,0.0,7.794,0.012,0.119,-74.85,149.88,29.72,127,1000
195,1,7.928,0.0,7.825,0.019,0.105,-74.74,149.76,29.73,127,1000
196,1,7.943,0.0,7.817,0.017,0.127,-74.77,149.79,29.73,127,1000
197,1,7.958,0.0,7.888,0.009,0.07,-74.69,149.51,29.74,127,1000
198,1,7.973,0.0,7.864,0.02,0.111,-74.66,149.61,29.74,127,1000
199,1,7.988,0.0,7.876,0.014,0.113,-74.68,149.56,29.74,127,1000
200,1,8.003,0.0,7.925,0.008,0.078,-74.63,149.37,29.75,127,1000
201,1,8.018,0.0,7.901,0.016,0.118,-74.61,149.46,29.75,127,1000
202,1,8.033,0.0,7.935,0.02,0.099,-74.52,149.32,29.76,127,1000
203,1,8.048,0.0,7.957,0.009,0.091,-74.55,149.24,29.76,127,1000
204,1,8.063,0.0,7.973,0.005,0.09,-74.55,149.17,29.77,127,1000
205,1,8.078,0.0,7.994,0.014,0.085,-74.45,149.09,29.77,127,1000
206,1,8.093,0.0,8.013,0.023,0.083,-74.34,149.02,29.77,127,1000
207,1,8.108,0.0,8.017,0.008,0.091,-74.44,149.0,29.78,127,1000
208,1,8.123,0.0,8.034,0.011,0.089,-74.39,148.93,29.78,127,1000
209,1,8.138,0.0,8.028,0.022,0.112,-74.32,148.96,29.79,127,1000
210,1,8.153,0.0,8.021,0.026,0.134,-74.31,148.98,29.79,127,1000
211,1,8.168,0.0,8.07,0.016,0.099,-74.28,148.79,29.8,127,1000
212,1,8.183,0.0,8.053,0.024,0.132,-74.26,148.86,29.8,127,1000
213,1,8.198,0.0,8.105,0.014,0.094,-74.22,148.65,29.81,127,1000
214,1,8.213,0.0,8.1,0.039,0.119,-74.06,148.67,29.81,127,1000
215,1,8.228,0.0,8.129,0.003,0.099,-74.25,148.56,29.81,127,1000
216,1,8.243,0.0,8.179,0.004,0.064,-74.15,148.36,29.82,127,1000
217,1,8.258,0.0,8.182,0.012,0.076,-74.09,148.34,29.82,127,1000
218,1,8.273,0.0,8.171,0.007,0.102,-74.15,148.39,29.83,127,1000
219,1,8.288,0.0,8.184,0.001,0.104,-74.16,148.34,29.83,127,1000
220,1,8.303,0.0,8.188,0.023,0.117,-74.0,148.32,29.84,127,1000
221,1,8.318,0.0,8.23,0.017,0.089,-73.96,148.15,29.84,127,1000
222,1,8.333,0.0,8.229,0.022,0.106,-73.92,148.16,29.85,127,1000
223,1,8.348,0.0,8.245,0.017,0.104,-73.93,148.09,29.85,127,1000
224,1,8.363,0.0,8.244,0.017,0.12,-73.93,148.1,29.85,127,1000
225,1,8.378,0.0,8.296,0.005,0.082,-73.91,147.89,29.86,127,1000
226,1,8.393,0.0,8.278,0.02,0.117,-73.84,147.96,29.86,127,1000
227,1,8.408,0.0,8.291,0.011,0.117,-73.88,147.91,29.87,127,1000
228,1,8.423,0.0,8.3,0.031,0.127,-73.73,147.88,29.87,127,1000
229,1,8.438,0.0,8.317,0.024,0.123,-73.74,147.81,29.88,127,1000
230,1,8.453,0.0,8.334,0.019,0.121,-73.74,147.74,29.88,127,1000
231,1,8.468,0.0,8.367,0.021,0.103,-73.66,147.61,29.89,127,1000
232,1,8.483,0.0,8.364,0.021,0.121,-73.66,147.62,29.89,127,1000
233,1,8.498,0.0,8.421,0.004,0.077,-73.67,147.4,29.9,127,1000
234,1,8.513,0.0,8.425,0.019,0.09,-73.56,147.38,29.9,127,1000
235,1,8.528,0.0,8.419,0.02,0.111,-73.57,147.4,29.9,127,1000
236,1,8.543,0.0,8.42,0.015,0.124,-73.6,147.4,29.91,127,1000
237,1,8.558,0.0,8.439,0.028,0.122,-73.47,147.32,29.91,127,1000
238,1,8.573,0.0,8.477,0.009,0.097,-73.53,147.17,29.92,127,1000
239,1,8.588,0.0,8.463,-0.0,0.125,-73.62,147.23,29.92,127,1000
240,1,8.603,0.0,8.5,0.02,0.105,-73.4,147.08,29.93,127,1000
241,1,8.618,0.0,8.529,0.003,0.089,-73.46,146.96,29.93,127,1000
242,1,8.633,0.0,8.53,0.002,0.103,-73.47,146.96,29.94,127,1000
243,1,8.648,0.0,8.548,0.006,0.1,-73.41,146.89,29.94,127,1000
244,1,8.663,0.0,8.57,0.012,0.093,-73.32,146.8,29.95,127,1000
245,1,8.678,0.0,8.561,0.006,0.117,-73.38,146.84,29.95,127,1000
246,1,8.693,0.0,8.587,0.018,0.107,-73.25,146.73,29.96,127,1000
247,1,8.708,0.0,8.613,0.014,0.096,-73.22,146.63,29.96,127,1000
248,1,8.723,0.0,8.595,0.009,0.129,-73.29,146.7,29.97,127,1000
249,1,8.738,0.0,8.651,0.023,0.09,-73.09,146.48,29.97,127,1000
250,1,8.753,0.0,8.666,0.007,0.087,-73.16,146.42,29.97,127,1000
251,1,8.768,0.0,8.658,0.006,0.11,-73.19,146.45,29.98,127,1000
252,1,8.783,0.0,8.683,0.036,0.106,-72.94,146.35,29.98,127,1000
253,1,8.798,0.0,8.698,0.032,0.106,-72.94,146.29,29.99,127,1000
254,1,8.813,0.0,8.71,0.03,0.108,-72.93,146.24,29.99,127,1000
255,1,8.828,0.0,8.74,0.022,0.091,-72.92,146.13,30.0,127,1000
256,1,8.843,0.0,8.772,0.001,0.071,-72.99,145.99,30.0,127,1000
257,1,8.858,0.0,8.747,0.004,0.112,-73.02,146.1,30.01,127,1000
258,1,8.873,0.0,8.783,0.017,0.091,-72.87,145.95,30.01,127,1000
259,1,8.888,0.0,8.815,-0.003,0.074,-72.93,145.83,30.02,127,1000
260,1,8.903,0.0,8.794,0.027,0.113,-72.78,145.91,30.02,127,1000
261,1,8.918,0.0,8.809,0.026,0.112,-72.75,145.85,30.03,127,1000
262,1,8.933,0.0,8.857,0.001,0.076,-72.82,145.66,30.03,127,1000
263,1,8.948,0.0,8.83,0.046,0.127,-72.58,145.76,30.04,127,1000
264,1,8.963,0.0,8.875,0.013,0.09,-72.71,145.59,30.04,127,1000
265,1,8.978,0.0,8.875,0.021,0.106,-72.66,145.59,30.05,127,1000
266,1,8.993,0.0,8.888,0.003,0.106,-72.75,145.53,30.05,127,1000
267,1,9.008,0.0,8.949,0.002,0.06,-72.63,145.29,30.06,127,1000
268,1,9.023,0.0,8.924,0.031,0.105,-72.5,145.39,30.06,127,1000
269,1,9.039,0.0,8.942,0.02,0.098,-72.53,145.32,30.07,127,1000
270,1,9.054,0.0,8.946,0.017,0.109,-72.54,145.3,30.07,127,1000
271,1,9.069,0.0,8.97,0.005,0.099,-72.57,145.21,30.08,127,1000
272,1,9.084,0.0,8.973,0.023,0.112,-72.45,145.19,30.08,127,1000
273,1,9.099,0.0,8.991,0.014,0.108,-72.47,145.12,30.09,127,1000
274,1,9.114,0.0,9.004,0.009,0.11,-72.47,145.07,30.09,127,1000
275,1,9.129,0.0,9.044,0.019,0.087,-72.33,144.91,30.1,127,1000
276,1,9.144,0.0,9.024,0.04,0.126,-72.24,144.99,30.1,127,1000
277,1,9.159,0.0,9.062,0.016,0.098,-72.32,144.84,30.11,127,1000
278,1,9.174,0.0,9.084,0.014,0.09,-72.28,144.75,30.11,127,1000
279,1,9.189,0.0,9.094,0.021,0.097,-72.22,144.71,30.12,127,1000
280,1,9.204,0.0,9.114,0.012,0.091,-72.24,144.63,30.12,127,1000
281,1,9.219,0.0,9.111,0.03,0.112,-72.13,144.64,30.13,127,1000
282,1,9.234,0.0,9.117,0.032,0.12,-72.11,144.61,30.13,127,1000
283,1,9.249,0.0,9.154,0.018,0.097,-72.12,144.47,30.14,127,1000
284,1,9.264,0.0,9.141,0.032,0.126,-72.06,144.52,30.14,127,1000
285,1,9.279,0.0,9.163,0.031,0.12,-72.02,144.43,30.15,127,1000
286,1,9.294,0.0,9.188,0.026,0.109,-72.0,144.33,30.15,127,1000
287,1,9.309,0.0,9.201,0.01,0.109,-72.08,144.28,30.16,127,1000
288,1,9.324,0.0,9.269,0.001,0.055,-71.99,144.01,30.16,127,1000
289,1,9.339,0.0,9.265,0.006,0.074,-71.98,144.02,30.17,127,1000
290,1,9.354,0.0,9.235,0.043,0.127,-71.81,144.14,30.17,127,1000
291,1,9.369,0.0,9.279,0.015,0.091,-71.89,143.97,30.18,127,1000
292,1,9.384,0.0,9.28,0.007,0.104,-71.94,143.96,30.18,127,1000
293,1,9.399,0.0,9.299,0.014,0.101,-71.85,143.89,30.19,127,1000
294,1,9.414,0.0,9.319,0.004,0.095,-71.88,143.81,30.2,127,1000
295,1,9.429,0.0,9.342,0.001,0.087,-71.85,143.71,30.2,127,1000
296,1,9.444,0.0,9.337,0.036,0.113,-71.65,143.73,30.21,127,1000
297,1,9.459,0.0,9.371,0.018,0.09,-71.69,143.6,30.21,127,1000
298,1,9.474,0.0,9.365,0.015,0.11,-71.72,143.62,30.22,127,1000
299,1,9.489,0.0,9.382,0.031,0.112,-71.59,143.55,30.22,127,1000
300,1,9.504,0.0,9.415,0.011,0.089,-71.64,143.42,30.23,127,1000
301,1,9.519,0.0,9.424,0.039,0.102,-71.45,143.38,30.23,127,1000
302,1,9.534,0.0,9.441,0.008,0.094,-71.61,143.32,30.24,127,1000
303,1,9.549,0.0,9.462,0.006,0.087,-71.58,143.23,30.24,127,1000
304,1,9.564,0.0,9.475,0.024,0.092,-71.44,143.18,30.25,127,1000
305,1,9.579,0.0,9.489,0.017,0.092,-71.46,143.12,30.25,127,1000
306,1,9.594,0.0,9.484,0.01,0.11,-71.51,143.14,30.26,127,1000
307,1,9.609,0.0,9.534,0.016,0.077,-71.37,142.94,30.26,127,1000
308,1,9.624,0.0,9.509,0.025,0.118,-71.37,143.04,30.27,127,1000
309,1,9.639,0.0,9.549,0.006,0.09,-71.4,142.88,30.28,127,1000
310,1,9.654,0.0,9.577,-0.001,0.077,-71.39,142.77,30.28,127,1000
311,1,9.669,0.0,9.565,0.024,0.107,-71.27,142.82,30.29,127,1000
312,1,9.684,0.0,9.578,0.031,0.111,-71.2,142.76,30.29,127,1000
313,1,9.699,0.0,9.587,0.013,0.113,-71.28,142.73,30.3,127,1000
314,1,9.714,0.0,9.596,0.039,0.124,-71.11,142.69,30.3,127,1000
315,1,9.729,0.0,9.606,0.011,0.124,-71.26,142.65,30.31,127,1000
316,1,9.744,0.0,9.645,0.031,0.104,-71.06,142.49,30.31,127,1000
317,1,9.759,0.0,9.688,0.009,0.071,-71.11,142.32,30.32,127,1000
318,1,9.774,0.0,9.663,0.02,0.113,-71.09,142.42,30.32,127,1000
319,1,9.789,0.0,9.687,0.017,0.104,-71.06,142.32,30.33,127,1000
320,1,9.804,0.0,9.711,0.015,0.094,-71.02,142.23,30.34,127,1000
321,1,9.819,0.0,9.71,0.009,0.11,-71.06,142.23,30.34,127,1000
322,1,9.834,0.0,9.724,0.032,0.115,-70.9,142.18,30.35,127,1000
323,1,9.849,0.0,9.763,0.025,0.09,-70.86,142.02,30.35,127,1000
324,1,9.864,0.0,9.77,0.002,0.094,-70.98,141.99,30.36,127,1000
325,1,9.879,0.0,9.793,0.021,0.089,-70.82,141.89,30.36,127,1000
326,1,9.894,0.0,9.793,0.004,0.101,-70.92,141.89,30.37,127,1000
327,1,9.909,0.0,9.826,0.02,0.086,-70.76,141.76,30.38,127,1000
328,1,9.924,0.0,9.814,0.033,0.115,-70.72,141.81,30.38,127,1000
329,1,9.939,0.0,9.856,0.011,0.084,-70.76,141.64,30.39,127,1000
