timestamp_ms,command_id,target_x,target_y,real_x,real_y,error,motor1_pos,motor2_pos,motor1_vel,motor2_vel,velocity,pwm_effort,hz
33,1,24.457,7.891,24.801,7.682,0.403,-12.86,60.13,-61.6,132.39,18.0,127,1000
34,1,24.44,7.888,24.784,7.707,0.389,-12.83,60.2,-61.47,132.13,18.0,127,1000
35,1,24.422,7.884,24.734,7.743,0.343,-12.86,60.48,-61.33,131.88,18.0,127,1000
36,1,24.404,7.881,24.737,7.712,0.373,-12.95,60.53,-61.2,131.63,18.0,127,1000
37,1,24.387,7.877,24.71,7.707,0.365,-13.05,60.74,-61.07,131.38,18.0,127,1000
38,1,24.369,7.874,24.705,7.711,0.374,-13.05,60.76,-60.94,131.13,18.0,127,1000
39,1,24.351,7.87,24.66,7.695,0.355,-13.23,61.12,-60.81,130.89,18.0,127,1000
40,1,24.334,7.867,24.68,7.633,0.418,-13.37,61.11,-60.68,130.64,18.0,127,1000
41,1,24.316,7.863,24.651,7.664,0.389,-13.36,61.26,-60.55,130.4,18.0,127,1000
42,1,24.298,7.86,24.642,7.653,0.401,-13.42,61.34,-60.43,130.16,18.0,127,1000
43,1,24.281,7.856,24.611,7.669,0.38,-13.46,61.53,-60.3,129.92,18.0,127,1000
44,1,24.263,7.853,24.561,7.749,0.315,-13.34,61.71,-60.17,129.68,18.0,127,1000
45,1,24.245,7.849,24.563,7.7,0.35,-13.5,61.8,-60.05,129.44,18.0,127,1000
46,1,24.228,7.846,24.569,7.654,0.391,-13.63,61.86,-59.92,129.2,18.0,127,1000
47,1,24.21,7.842,24.56,7.656,0.396,-13.65,61.93,-59.8,128.97,18.0,127,1000
48,1,24.192,7.838,24.518,7.685,0.359,-13.67,62.16,-59.68,128.74,18.0,127,1000
49,1,24.175,7.835,24.53,7.642,0.404,-13.78,62.17,-59.55,128.5,18.0,127,1000
50,1,24.157,7.831,24.5,7.653,0.387,-13.83,62.35,-59.43,128.27,18.0,127,1000
51,1,24.14,7.828,24.483,7.652,0.386,-13.88,62.47,-59.31,128.05,18.0,127,1000
52,1,24.122,7.824,24.48,7.637,0.404,-13.94,62.53,-59.19,127.82,18.0,127,1000
53,1,24.104,7.821,24.46,7.635,0.401,-14.0,62.68,-59.07,127.59,18.0,127,1000
54,1,24.087,7.817,24.415,7.66,0.364,-14.05,62.93,-58.95,127.37,18.0,127,1000
55,1,24.069,7.814,24.414,7.645,0.385,-14.1,62.97,-58.83,127.14,18.0,127,1000
56,1,24.051,7.81,24.395,7.607,0.399,-14.27,63.19,-58.72,126.92,18.0,127,1000
57,1,24.034,7.807,24.387,7.598,0.41,-14.32,63.26,-58.6,126.7,18.0,127,1000
58,1,24.016,7.803,24.354,7.648,0.372,-14.26,63.38,-58.48,126.48,18.0,127,1000
59,1,23.998,7.8,24.341,7.62,0.387,-14.38,63.54,-58.37,126.26,18.0,127,1000
60,1,23.981,7.796,24.34,7.589,0.415,-14.49,63.61,-58.25,126.05,18.0,127,1000
61,1,23.963,7.793,24.296,7.621,0.375,-14.51,63.84,-58.14,125.83,18.0,127,1000
62,1,23.945,7.789,24.308,7.587,0.415,-14.58,63.84,-58.02,125.62,18.0,127,1000
63,1,23.928,7.786,24.288,7.597,0.406,-14.61,63.95,-57.91,125.4,18.0,127,1000
64,1,23.91,7.782,24.257,7.593,0.395,-14.7,64.17,-57.8,125.19,18.0,127,1000
65,1,23.892,7.778,24.256,7.575,0.417,-14.76,64.21,-57.68,124.98,18.0,127,1000
66,1,23.875,7.775,24.212,7.628,0.368,-14.72,64.4,-57.57,124.77,18.0,127,1000
67,1,23.857,7.771,24.226,7.548,0.431,-14.93,64.48,-57.46,124.56,18.0,127,1000
68,1,23.839,7.768,24.18,7.613,0.374,-14.85,64.66,-57.35,124.35,18.0,127,1000
69,1,23.822,7.764,24.176,7.576,0.401,-14.98,64.76,-57.24,124.15,18.0,127,1000
70,1,23.804,7.761,24.149,7.588,0.386,-15.02,64.92,-57.13,123.94,18.0,127,1000
71,1,23.787,7.757,24.117,7.634,0.352,-14.95,65.04,-57.02,123.74,18.0,127,1000
72,1,23.769,7.754,24.137,7.531,0.431,-15.23,65.12,-56.91,123.54,18.0,127,1000
73,1,23.751,7.75,24.099,7.573,0.39,-15.2,65.29,-56.81,123.34,18.0,127,1000
74,1,23.734,7.747,24.071,7.599,0.369,-15.19,65.42,-56.7,123.13,18.0,127,1000
75,1,23.716,7.743,24.083,7.548,0.415,-15.32,65.45,-56.59,122.94,18.0,127,1000
76,1,23.698,7.74,24.049,7.55,0.398,-15.41,65.68,-56.49,122.74,18.0,127,1000
77,1,23.681,7.736,24.024,7.59,0.373,-15.35,65.76,-56.38,122.54,18.0,127,1000
78,1,23.663,7.733,24.02,7.536,0.408,-15.53,65.9,-56.28,122.34,18.0,127,1000
79,1,23.645,7.729,23.993,7.567,0.384,-15.5,66.01,-56.17,122.15,18.0,127,1000
80,1,23.628,7.726,24.002,7.519,0.428,-15.63,66.06,-56.07,121.96,18.0,127,1000
81,1,23.61,7.722,23.975,7.545,0.405,-15.62,66.18,-55.96,121.76,18.0,127,1000
82,1,23.592,7.718,23.95,7.552,0.395,-15.66,66.33,-55.86,121.57,18.0,127,1000
83,1,23.575,7.715,23.935,7.521,0.409,-15.8,66.5,-55.76,121.38,18.0,127,1000
84,1,23.557,7.711,23.91,7.537,0.393,-15.82,66.63,-55.66,121.19,18.0,127,1000
85,1,23.539,7.708,23.898,7.558,0.388,-15.78,66.67,-55.56,121.0,18.0,127,1000
86,1,23.522,7.704,23.863,7.552,0.374,-15.9,66.91,-55.45,120.81,18.0,127,1000
87,1,23.504,7.701,23.855,7.534,0.389,-15.97,67.0,-55.35,120.63,18.0,127,1000
88,1,23.486,7.697,23.827,7.547,0.372,-16.01,67.16,-55.25,120.44,18.0,127,1000
89,1,23.469,7.694,23.807,7.526,0.377,-16.12,67.34,-55.15,120.26,18.0,127,1000
90,1,23.451,7.69,23.804,7.534,0.385,-16.11,67.34,-55.06,120.07,18.0,127,1000
91,1,23.434,7.687,23.82,7.498,0.43,-16.18,67.3,-54.96,119.89,18.0,127,1000
92,1,23.416,7.683,23.771,7.502,0.399,-16.3,67.62,-54.86,119.71,18.0,127,1000
93,1,23.398,7.68,23.777,7.498,0.42,-16.29,67.59,-54.76,119.53,18.0,127,1000
94,1,23.381,7.676,23.716,7.528,0.367,-16.35,67.93,-54.66,119.35,18.0,127,1000
95,1,23.363,7.673,23.725,7.521,0.393,-16.35,67.88,-54.57,119.17,18.0,127,1000
96,1,23.345,7.669,23.725,7.5,0.416,-16.42,67.92,-54.47,118.99,18.0,127,1000
97,1,23.328,7.666,23.694,7.47,0.415,-16.59,68.18,-54.37,118.81,18.0,127,1000
98,1,23.31,7.662,23.67,7.509,0.391,-16.53,68.26,-54.28,118.64,18.0,127,1000
99,1,23.292,7.658,23.668,7.46,0.424,-16.69,68.38,-54.18,118.46,18.0,127,1000
100,1,23.275,7.655,23.633,7.496,0.392,-16.67,68.53,-54.09,118.29,18.0,127,1000
101,1,23.257,7.651,23.627,7.502,0.399,-16.66,68.56,-54.0,118.11,18.0,127,1000
102,1,23.239,7.648,23.596,7.5,0.386,-16.75,68.76,-53.9,117.94,18.0,127,1000
103,1,23.222,7.644,23.559,7.517,0.36,-16.79,68.96,-53.81,117.77,18.0,127,1000
104,1,23.204,7.641,23.572,7.457,0.411,-16.95,69.0,-53.72,117.6,18.0,127,1000
105,1,23.186,7.637,23.573,7.438,0.435,-17.01,69.03,-53.62,117.43,18.0,127,1000
106,1,23.169,7.634,23.52,7.478,0.384,-17.01,69.29,-53.53,117.26,18.0,127,1000
107,1,23.151,7.63,23.486,7.51,0.356,-16.99,69.45,-53.44,117.09,18.0,127,1000
108,1,23.133,7.627,23.493,7.463,0.395,-17.13,69.5,-53.35,116.92,18.0,127,1000
109,1,23.116,7.623,23.465,7.505,0.369,-17.06,69.59,-53.26,116.75,18.0,127,1000
110,1,23.098,7.62,23.477,7.452,0.414,-17.2,69.62,-53.17,116.59,18.0,127,1000
111,1,23.081,7.616,23.446,7.46,0.397,-17.25,69.8,-53.08,116.42,18.0,127,1000
112,1,23.063,7.613,23.401,7.463,0.37,-17.35,70.08,-52.99,116.26,18.0,127,1000
113,1,23.045,7.609,23.44,7.414,0.44,-17.41,69.94,-52.9,116.1,18.0,127,1000
114,1,23.028,7.606,23.393,7.474,0.388,-17.34,70.11,-52.81,115.93,18.0,127,1000
115,1,23.01,7.602,23.373,7.43,0.402,-17.53,70.32,-52.72,115.77,18.0,127,1000
116,1,22.992,7.598,23.361,7.462,0.393,-17.45,70.34,-52.63,115.61,18.0,127,1000
117,1,22.975,7.595,23.363,7.406,0.432,-17.63,70.44,-52.54,115.45,18.0,127,1000
118,1,22.957,7.591,23.324,7.468,0.387,-17.53,70.56,-52.46,115.29,18.0,127,1000
119,1,22.939,7.588,23.305,7.438,0.395,-17.67,70.73,-52.37,115.13,18.0,127,1000
120,1,22.922,7.584,23.318,7.403,0.436,-17.75,70.72,-52.28,114.97,18.0,127,1000
121,1,22.904,7.581,23.28,7.441,0.401,-17.72,70.89,-52.2,114.82,18.0,127,1000
122,1,22.886,7.577,23.265,7.449,0.4,-17.73,70.97,-52.11,114.66,18.0,127,1000
123,1,22.869,7.574,23.235,7.426,0.395,-17.88,71.2,-52.02,114.5,18.0,127,1000
124,1,22.851,7.57,23.206,7.413,0.388,-17.99,71.41,-51.94,114.35,18.0,127,1000
125,1,22.833,7.567,23.196,7.407,0.396,-18.03,71.48,-51.85,114.19,18.0,127,1000
126,1,22.816,7.563,23.188,7.404,0.405,-18.06,71.54,-51.77,114.04,18.0,127,1000
127,1,22.798,7.56,23.199,7.365,0.445,-18.16,71.55,-51.68,113.89,18.0,127,1000
128,1,22.78,7.556,23.141,7.399,0.393,-18.19,71.84,-51.6,113.74,18.0,127,1000
129,1,22.763,7.553,23.144,7.385,0.416,-18.23,71.85,-51.52,113.58,18.0,127,1000
130,1,22.745,7.549,23.128,7.389,0.415,-18.25,71.94,-51.43,113.43,18.0,127,1000
131,1,22.728,7.546,23.106,7.411,0.402,-18.23,72.03,-51.35,113.28,18.0,127,1000
132,1,22.71,7.542,23.097,7.357,0.429,-18.43,72.2,-51.27,113.13,18.0,127,1000
133,1,22.692,7.538,23.062,7.392,0.398,-18.4,72.34,-51.19,112.99,18.0,127,1000
134,1,22.675,7.535,23.062,7.366,0.422,-18.49,72.4,-51.1,112.84,18.0,127,1000
135,1,22.657,7.531,23.007,7.426,0.365,-18.42,72.61,-51.02,112.69,18.0,127,1000
136,1,22.639,7.528,22.995,7.402,0.377,-18.52,72.73,-50.94,112.54,18.0,127,1000
137,1,22.622,7.524,22.998,7.356,0.412,-18.67,72.81,-50.86,112.4,18.0,127,1000
138,1,22.604,7.521,22.994,7.349,0.426,-18.7,72.84,-50.78,112.25,18.0,127,1000
139,1,22.586,7.517,22.977,7.308,0.444,-18.87,73.03,-50.7,112.11,18.0,127,1000
140,1,22.569,7.514,22.931,7.366,0.391,-18.79,73.19,-50.62,111.96,18.0,127,1000
141,1,22.551,7.51,22.923,7.369,0.397,-18.8,73.24,-50.54,111.82,18.0,127,1000
142,1,22.533,7.507,22.883,7.404,0.364,-18.78,73.42,-50.46,111.68,18.0,127,1000
143,1,22.516,7.503,22.886,7.343,0.403,-18.97,73.52,-50.38,111.54,18.0,127,1000
144,1,22.498,7.5,22.889,7.337,0.423,-18.98,73.51,-50.3,111.39,18.0,127,1000
145,1,22.48,7.496,22.874,7.326,0.429,-19.05,73.62,-50.22,111.25,18.0,127,1000
146,1,22.463,7.493,22.8,7.375,0.357,-19.06,73.97,-50.15,111.11,18.0,127,1000
147,1,22.445,7.489,22.794,7.381,0.365,-19.06,74.0,-50.07,110.97,18.0,127,1000
148,1,22.427,7.485,22.801,7.347,0.399,-19.15,74.02,-49.99,110.83,18.0,127,1000
149,1,22.41,7.482,22.794,7.308,0.422,-19.3,74.14,-49.91,110.7,18.0,127,1000
150,1,22.392,7.478,22.786,7.326,0.422,-19.26,74.16,-49.84,110.56,18.0,127,1000
151,1,22.374,7.475,22.768,7.285,0.437,-19.43,74.34,-49.76,110.42,18.0,127,1000
152,1,22.357,7.471,22.753,7.318,0.425,-19.36,74.37,-49.68,110.29,18.0,127,1000
153,1,22.339,7.468,22.737,7.283,0.438,-19.5,74.53,-49.61,110.15,18.0,127,1000
154,1,22.322,7.464,22.708,7.339,0.406,-19.39,74.6,-49.53,110.01,18.0,127,1000
155,1,22.304,7.461,22.702,7.282,0.437,-19.59,74.75,-49.45,109.88,18.0,127,1000
156,1,22.286,7.457,22.681,7.292,0.428,-19.6,74.85,-49.38,109.75,18.0,127,1000
157,1,22.269,7.454,22.655,7.303,0.415,-19.62,74.98,-49.3,109.61,18.0,127,1000
158,1,22.251,7.45,22.605,7.357,0.366,-19.56,75.18,-49.23,109.48,18.0,127,1000
159,1,22.233,7.447,22.602,7.305,0.395,-19.74,75.3,-49.15,109.35,18.0,127,1000
160,1,22.216,7.443,22.601,7.283,0.417,-19.81,75.35,-49.08,109.21,18.0,127,1000
161,1,22.198,7.44,22.584,7.274,0.42,-19.88,75.46,-49.01,109.08,18.0,127,1000
162,1,22.18,7.436,22.592,7.261,0.448,-19.9,75.44,-48.93,108.95,18.0,127,1000
163,1,22.163,7.433,22.539,7.316,0.394,-19.84,75.65,-48.86,108.82,18.0,127,1000
164,1,22.145,7.429,22.537,7.289,0.416,-19.93,75.71,-48.79,108.69,18.0,127,1000
165,1,22.127,7.425,22.516,7.251,0.426,-20.1,75.91,-48.71,108.56,18.0,127,1000
166,1,22.11,7.422,22.483,7.271,0.403,-20.11,76.07,-48.64,108.44,18.0,127,1000
167,1,22.092,7.418,22.475,7.266,0.412,-20.15,76.12,-48.57,108.31,18.0,127,1000
168,1,22.074,7.415,22.465,7.265,0.419,-20.17,76.18,-48.5,108.18,18.0,127,1000
169,1,22.057,7.411,22.445,7.266,0.414,-20.21,76.3,-48.42,108.05,18.0,127,1000
170,1,22.039,7.408,22.421,7.28,0.403,-20.22,76.42,-48.35,107.93,18.0,127,1000
171,1,22.021,7.404,22.398,7.27,0.4,-20.3,76.57,-48.28,107.8,18.0,127,1000
172,1,22.004,7.401,22.381,7.278,0.397,-20.31,76.65,-48.21,107.68,18.0,127,1000
173,1,21.986,7.397,22.372,7.259,0.41,-20.39,76.74,-48.14,107.55,18.0,127,1000
174,1,21.969,7.394,22.355,7.27,0.406,-20.39,76.82,-48.07,107.43,18.0,127,1000
175,1,21.951,7.39,22.358,7.209,0.445,-20.59,76.92,-48.0,107.3,18.0,127,1000
176,1,21.933,7.387,22.328,7.224,0.427,-20.6,77.07,-47.93,107.18,18.0,127,1000
177,1,21.916,7.383,22.309,7.246,0.417,-20.57,77.13,-47.86,107.06,18.0,127,1000
178,1,21.898,7.38,22.277,7.242,0.403,-20.66,77.33,-47.79,106.94,18.0,127,1000
179,1,21.88,7.376,22.269,7.242,0.411,-20.67,77.38,-47.72,106.81,18.0,127,1000
180,1,21.863,7.373,22.239,7.241,0.399,-20.74,77.55,-47.65,106.69,18.0,127,1000
181,1,21.845,7.369,22.242,7.222,0.423,-20.8,77.57,-47.58,106.57,18.0,127,1000
182,1,21.827,7.365,22.22,7.196,0.428,-20.93,77.74,-47.51,106.45,18.0,127,1000
183,1,21.81,7.362,22.184,7.271,0.385,-20.76,77.81,-47.44,106.33,18.0,127,1000
184,1,21.792,7.358,22.209,7.197,0.447,-20.95,77.81,-47.37,106.21,18.0,127,1000
185,1,21.774,7.355,22.17,7.206,0.423,-21.0,78.02,-47.3,106.09,18.0,127,1000
186,1,21.757,7.351,22.126,7.228,0.389,-21.02,78.23,-47.24,105.98,18.0,127,1000
187,1,21.739,7.348,22.128,7.217,0.41,-21.06,78.24,-47.17,105.86,18.0,127,1000
188,1,21.721,7.344,22.125,7.185,0.434,-21.17,78.31,-47.1,105.74,18.0,127,1000
189,1,21.704,7.341,22.095,7.219,0.41,-21.12,78.42,-47.03,105.62,18.0,127,1000
190,1,21.686,7.337,22.038,7.226,0.368,-21.21,78.74,-46.97,105.51,18.0,127,1000
191,1,21.668,7.334,22.049,7.187,0.408,-21.32,78.74,-46.9,105.39,18.0,127,1000
192,1,21.651,7.33,22.044,7.196,0.416,-21.3,78.76,-46.83,105.28,18.0,127,1000
193,1,21.633,7.327,22.019,7.187,0.411,-21.38,78.92,-46.77,105.16,18.0,127,1000
194,1,21.616,7.323,22.02,7.177,0.43,-21.41,78.93,-46.7,105.05,18.0,127,1000
195,1,21.598,7.32,22.008,7.172,0.436,-21.45,79.01,-46.63,104.93,18.0,127,1000
196,1,21.58,7.316,21.968,7.189,0.408,-21.48,79.21,-46.57,104.82,18.0,127,1000
197,1,21.563,7.313,21.936,7.188,0.394,-21.55,79.39,-46.5,104.71,18.0,127,1000
198,1,21.545,7.309,21.952,7.159,0.434,-21.62,79.36,-46.44,104.59,18.0,127,1000
199,1,21.527,7.305,21.946,7.134,0.452,-21.71,79.44,-46.37,104.48,18.0,127,1000
200,1,21.51,7.302,21.904,7.186,0.411,-21.63,79.58,-46.31,104.37,18.0,127,1000
201,1,21.492,7.298,21.899,7.179,0.424,-21.66,79.62,-46.24,104.26,18.0,127,1000
202,1,21.474,7.295,21.864,7.162,0.412,-21.79,79.85,-46.18,104.15,18.0,127,1000
203,1,21.457,7.291,21.865,7.136,0.437,-21.87,79.89,-46.11,104.04,18.0,127,1000
204,1,21.439,7.288,21.851,7.144,0.437,-21.87,79.95,-46.05,103.93,18.0,127,1000
205,1,21.421,7.284,21.811,7.163,0.408,-21.89,80.14,-45.98,103.82,18.0,127,1000
206,1,21.404,7.281,21.774,7.189,0.382,-21.88,80.3,-45.92,103.71,18.0,127,1000
207,1,21.386,7.277,21.791,7.122,0.433,-22.07,80.34,-45.85,103.6,18.0,127,1000
208,1,21.368,7.274,21.771,7.138,0.425,-22.06,80.42,-45.79,103.49,18.0,127,1000
209,1,21.351,7.27,21.754,7.121,0.43,-22.15,80.54,-45.73,103.38,18.0,127,1000
210,1,21.333,7.267,21.74,7.121,0.433,-22.17,80.62,-45.66,103.28,18.0,127,1000
211,1,21.315,7.263,21.695,7.135,0.401,-22.22,80.85,-45.6,103.17,18.0,127,1000
212,1,21.298,7.26,21.707,7.133,0.428,-22.2,80.78,-45.54,103.06,18.0,127,1000
213,1,21.28,7.256,21.671,7.137,0.409,-22.26,80.98,-45.48,102.96,18.0,127,1000
214,1,21.263,7.253,21.664,7.107,0.427,-22.37,81.07,-45.41,102.85,18.0,127,1000
215,1,21.245,7.249,21.645,7.134,0.416,-22.32,81.13,-45.35,102.74,18.0,127,1000
216,1,21.227,7.245,21.663,7.088,0.464,-22.44,81.11,-45.29,102.64,18.0,127,1000
217,1,21.21,7.242,21.609,7.125,0.416,-22.42,81.34,-45.23,102.53,18.0,127,1000
218,1,21.192,7.238,21.591,7.109,0.42,-22.51,81.47,-45.17,102.43,18.0,127,1000
219,1,21.174,7.235,21.572,7.092,0.422,-22.61,81.61,-45.1,102.33,18.0,127,1000
220,1,21.157,7.231,21.568,7.084,0.437,-22.64,81.65,-45.04,102.22,18.0,127,1000
221,1,21.139,7.228,21.546,7.099,0.427,-22.63,81.74,-44.98,102.12,18.0,127,1000
222,1,21.121,7.224,21.547,7.068,0.453,-22.74,81.8,-44.92,102.02,18.0,127,1000
223,1,21.104,7.221,21.5,7.136,0.405,-22.61,81.93,-44.86,101.91,18.0,127,1000
224,1,21.086,7.217,21.482,7.105,0.412,-22.74,82.09,-44.8,101.81,18.0,127,1000
225,1,21.068,7.214,21.474,7.083,0.426,-22.83,82.17,-44.74,101.71,18.0,127,1000
226,1,21.051,7.21,21.445,7.082,0.415,-22.89,82.33,-44.68,101.61,18.0,127,1000
227,1,21.033,7.207,21.443,7.074,0.431,-22.92,82.36,-44.62,101.51,18.0,127,1000
228,1,21.015,7.203,21.428,7.059,0.437,-23.0,82.47,-44.56,101.41,18.0,127,1000
229,1,20.998,7.2,21.399,7.082,0.418,-22.98,82.58,-44.5,101.31,18.0,127,1000
230,1,20.98,7.196,21.378,7.075,0.416,-23.05,82.72,-44.44,101.21,18.0,127,1000
231,1,20.962,7.192,21.349,7.087,0.401,-23.06,82.85,-44.38,101.11,18.0,127,1000
232,1,20.945,7.189,21.324,7.087,0.393,-23.11,82.99,-44.32,101.01,18.0,127,1000
233,1,20.927,7.185,21.323,7.114,0.403,-23.02,82.94,-44.26,100.91,18.0,127,1000
234,1,20.91,7.182,21.326,7.027,0.445,-23.31,83.08,-44.2,100.81,18.0,127,1000
235,1,20.892,7.178,21.299,7.039,0.431,-23.32,83.21,-44.14,100.71,18.0,127,1000
236,1,20.874,7.175,21.316,7.013,0.47,-23.37,83.17,-44.08,100.62,18.0,127,1000
237,1,20.857,7.171,21.245,7.073,0.401,-23.31,83.44,-44.02,100.52,18.0,127,1000
238,1,20.839,7.168,21.242,7.013,0.432,-23.51,83.57,-43.96,100.42,18.0,127,1000
239,1,20.821,7.164,21.223,7.037,0.421,-23.47,83.63,-43.91,100.33,18.0,127,1000
240,1,20.804,7.161,21.2,7.041,0.414,-23.5,83.75,-43.85,100.23,18.0,127,1000
241,1,20.786,7.157,21.207,7.001,0.449,-23.62,83.78,-43.79,100.13,18.0,127,1000
242,1,20.768,7.154,21.174,7.036,0.422,-23.57,83.9,-43.73,100.04,18.0,127,1000
243,1,20.751,7.15,21.156,7.056,0.416,-23.53,83.96,-43.67,99.94,18.0,127,1000
244,1,20.733,7.147,21.16,7.0,0.452,-23.71,84.04,-43.62,99.85,18.0,127,1000
245,1,20.715,7.143,21.111,7.046,0.408,-23.65,84.22,-43.56,99.75,18.0,127,1000
246,1,20.698,7.14,21.118,7.018,0.437,-23.73,84.23,-43.5,99.66,18.0,127,1000
247,1,20.68,7.136,21.082,7.013,0.42,-23.82,84.43,-43.44,99.57,18.0,127,1000
248,1,20.662,7.132,21.081,7.024,0.433,-23.78,84.42,-43.39,99.47,18.0,127,1000
249,1,20.645,7.129,21.039,7.048,0.402,-23.78,84.61,-43.33,99.38,18.0,127,1000
250,1,20.627,7.125,21.042,7.013,0.43,-23.89,84.65,-43.27,99.29,18.0,127,1000
251,1,20.609,7.122,20.995,7.041,0.393,-23.89,84.86,-43.22,99.19,18.0,127,1000
252,1,20.592,7.118,20.999,6.979,0.43,-24.09,84.94,-43.16,99.1,18.0,127,1000
253,1,20.574,7.115,20.993,7.023,0.429,-23.95,84.9,-43.1,99.01,18.0,127,1000
254,1,20.556,7.111,20.952,7.01,0.408,-24.07,85.14,-43.05,98.92,18.0,127,1000
255,1,20.539,7.108,20.947,7.003,0.422,-24.1,85.18,-42.99,98.83,18.0,127,1000
256,1,20.521,7.104,20.946,6.976,0.443,-24.2,85.23,-42.93,98.74,18.0,127,1000
257,1,20.504,7.101,20.909,6.999,0.418,-24.19,85.39,-42.88,98.64,18.0,127,1000
258,1,20.486,7.097,20.901,6.998,0.427,-24.2,85.43,-42.82,98.55,18.0,127,1000
259,1,20.468,7.094,20.871,6.981,0.418,-24.32,85.62,-42.77,98.46,18.0,127,1000
260,1,20.451,7.09,20.859,6.987,0.422,-24.32,85.68,-42.71,98.37,18.0,127,1000
261,1,20.433,7.087,20.845,6.979,0.426,-24.37,85.77,-42.66,98.29,18.0,127,1000
262,1,20.415,7.083,20.814,7.0,0.408,-24.36,85.89,-42.6,98.2,18.0,127,1000
263,1,20.398,7.08,20.809,6.969,0.426,-24.47,85.98,-42.55,98.11,18.0,127,1000
264,1,20.38,7.076,20.791,6.981,0.422,-24.46,86.05,-42.49,98.02,18.0,127,1000
265,1,20.362,7.072,20.786,6.933,0.446,-24.64,86.16,-42.44,97.93,18.0,127,1000
266,1,20.345,7.069,20.759,6.973,0.426,-24.55,86.23,-42.38,97.84,18.0,127,1000
267,1,20.327,7.065,20.744,6.948,0.433,-24.66,86.36,-42.33,97.76,18.0,127,1000
268,1,20.309,7.062,20.704,6.993,0.401,-24.58,86.49,-42.27,97.67,18.0,127,1000
269,1,20.292,7.058,20.714,6.947,0.437,-24.72,86.52,-42.22,97.58,18.0,127,1000
270,1,20.274,7.055,20.681,6.951,0.42,-24.76,86.68,-42.16,97.49,18.0,127,1000
