timestamp_ms,command_id,target_x,target_y,real_x,real_y,error,motor1_pos,motor2_pos,motor1_vel,motor2_vel,velocity,pwm_effort,hz
101,1,11.87,4.998,11.852,5.001,0.018,-41.73,129.22,3.25,-52.0,18.0,127,1000
102,1,11.882,4.998,11.874,4.991,0.01,-41.77,129.15,3.27,-48.0,18.0,127,1000
103,1,11.893,4.998,11.886,5.002,0.008,-41.72,129.08,4.37,-44.0,18.0,127,1000
104,1,11.903,4.999,11.91,4.999,0.007,-41.73,128.99,4.37,-40.0,18.0,127,1000
105,1,11.912,4.999,11.917,5.016,0.018,-41.64,128.94,4.37,-36.0,18.0,127,1000
106,1,11.92,5.0,11.911,4.998,0.01,-41.73,128.99,4.37,-32.0,18.0,127,1000
107,1,11.927,5.0,11.947,4.991,0.022,-41.76,128.86,4.37,-28.35,18.0,127,1000
108,1,11.935,5.001,11.925,5.002,0.011,-41.71,128.93,4.37,-32.35,18.0,127,1000
109,1,11.944,5.001,11.95,5.0,0.006,-41.71,128.84,4.37,-36.35,18.0,127,1000
110,1,11.954,5.002,11.96,5.004,0.007,-41.69,128.79,4.37,-40.35,18.0,127,1000
111,1,11.966,5.002,11.981,5.004,0.015,-41.69,128.71,4.37,-44.35,18.0,127,1000
112,1,11.978,5.002,11.971,5.004,0.007,-41.69,128.75,4.37,-48.35,18.0,127,1000
113,1,11.991,5.002,11.989,5.007,0.005,-41.67,128.67,4.37,-52.35,18.0,127,1000
114,1,12.006,5.003,11.974,5.007,0.032,-41.67,128.73,5.11,-56.35,18.0,127,1000
115,1,12.021,5.003,12.007,4.995,0.015,-41.72,128.62,5.45,-60.35,18.0,127,1000
116,1,12.037,5.003,12.034,4.985,0.018,-41.76,128.53,5.45,-64.35,18.0,127,1000
117,1,12.055,5.003,12.069,4.981,0.027,-41.78,128.4,5.45,-68.35,18.0,127,1000
118,1,12.073,5.003,12.052,4.994,0.023,-41.72,128.45,5.45,-72.35,18.0,127,1000
119,1,12.092,5.003,12.094,5.01,0.007,-41.63,128.26,5.45,-76.35,18.0,127,1000
120,1,12.113,5.003,12.113,4.996,0.008,-41.69,128.21,5.45,-80.35,18.0,127,1000
121,1,12.135,5.003,12.119,5.012,0.018,-41.61,128.15,5.45,-84.35,18.0,127,1000
122,1,12.157,5.003,12.161,4.999,0.005,-41.66,128.01,5.45,-88.35,18.0,127,1000
123,1,12.181,5.002,12.177,5.012,0.01,-41.59,127.93,5.45,-92.35,18.0,127,1000
124,1,12.205,5.002,12.221,5.004,0.015,-41.62,127.77,5.45,-96.35,18.0,127,1000
125,1,12.231,5.001,12.216,5.021,0.025,-41.54,127.76,5.82,-100.35,18.0,127,1000
126,1,12.258,5.001,12.293,4.984,0.039,-41.69,127.52,6.5,-104.35,18.0,127,1000
127,1,12.286,5.0,12.299,4.996,0.014,-41.63,127.47,6.5,-108.35,18.0,127,1000
128,1,12.312,5.0,12.314,4.994,0.006,-41.63,127.42,6.5,-104.35,18.0,127,1000
129,1,12.338,4.999,12.348,4.981,0.02,-41.68,127.3,6.5,-100.35,18.0,127,1000
130,1,12.363,4.999,12.356,5.007,0.011,-41.55,127.23,6.5,-96.35,18.0,127,1000
131,1,12.386,4.998,12.374,4.98,0.022,-41.68,127.2,6.5,-92.35,18.0,127,1000
132,1,12.409,4.998,12.419,5.017,0.022,-41.48,126.97,6.5,-88.35,18.0,127,1000
133,1,12.43,4.997,12.417,4.999,0.013,-41.57,127.0,6.5,-84.35,18.0,127,1000
134,1,12.45,4.997,12.429,4.999,0.021,-41.56,126.95,6.5,-80.35,18.0,127,1000
135,1,12.47,4.997,12.449,5.013,0.026,-41.49,126.85,6.5,-76.35,18.0,127,1000
136,1,12.488,4.997,12.48,5.022,0.026,-41.44,126.72,6.52,-72.35,18.0,127,1000
137,1,12.505,4.997,12.499,4.995,0.007,-41.56,126.68,7.52,-68.35,18.0,127,1000
138,1,12.521,4.997,12.513,4.998,0.009,-41.54,126.62,7.52,-64.35,18.0,127,1000
139,1,12.536,4.997,12.517,5.006,0.021,-41.5,126.59,7.52,-60.35,18.0,127,1000
140,1,12.55,4.998,12.56,4.997,0.01,-41.52,126.44,7.52,-56.35,18.0,127,1000
141,1,12.563,4.998,12.56,4.999,0.003,-41.52,126.43,7.52,-52.35,18.0,127,1000
142,1,12.575,4.999,12.593,4.976,0.029,-41.61,126.34,7.52,-48.35,18.0,127,1000
143,1,12.586,4.999,12.589,4.98,0.019,-41.59,126.35,7.52,-44.35,18.0,127,1000
144,1,12.596,5.0,12.61,5.0,0.013,-41.49,126.24,7.52,-40.35,18.0,127,1000
145,1,12.607,5.001,12.606,5.011,0.01,-41.44,126.23,7.52,-44.35,18.0,127,1000
146,1,12.619,5.001,12.62,5.015,0.014,-41.41,126.17,7.52,-48.35,18.0,127,1000
147,1,12.632,5.001,12.656,5.002,0.024,-41.46,126.05,7.52,-52.35,18.0,127,1000
148,1,12.646,5.002,12.632,4.999,0.014,-41.48,126.15,8.2,-56.35,18.0,127,1000
149,1,12.661,5.002,12.656,5.024,0.022,-41.36,126.01,8.51,-60.35,18.0,127,1000
150,1,12.677,5.003,12.691,4.998,0.015,-41.46,125.91,8.51,-64.35,18.0,127,1000
151,1,12.694,5.003,12.696,5.0,0.003,-41.45,125.89,8.51,-68.35,18.0,127,1000
152,1,12.712,5.003,12.726,5.003,0.014,-41.42,125.77,8.51,-72.35,18.0,127,1000
153,1,12.731,5.003,12.725,4.982,0.022,-41.52,125.8,8.51,-76.35,18.0,127,1000
154,1,12.752,5.003,12.766,4.999,0.015,-41.42,125.61,8.51,-80.35,18.0,127,1000
155,1,12.773,5.002,12.781,5.006,0.009,-41.38,125.54,8.51,-84.35,18.0,127,1000
156,1,12.795,5.002,12.775,5.009,0.022,-41.37,125.56,8.51,-88.35,18.0,127,1000
157,1,12.818,5.001,12.814,5.016,0.015,-41.32,125.39,8.51,-92.35,18.0,127,1000
158,1,12.843,5.0,12.832,5.013,0.017,-41.32,125.33,8.51,-96.35,18.0,127,1000
159,1,12.866,5.0,12.859,4.987,0.015,-41.43,125.26,8.85,-92.35,18.0,127,1000
160,1,12.888,4.999,12.873,5.007,0.016,-41.33,125.17,9.46,-88.35,18.0,127,1000
161,1,12.909,4.999,12.921,4.992,0.014,-41.38,125.0,9.46,-84.35,18.0,127,1000
162,1,12.929,4.999,12.925,4.998,0.004,-41.35,124.98,9.46,-80.35,18.0,127,1000
163,1,12.948,4.999,12.932,5.001,0.016,-41.33,124.94,9.46,-76.35,18.0,127,1000
164,1,12.966,4.999,12.942,5.015,0.029,-41.26,124.88,9.46,-72.35,18.0,127,1000
165,1,12.983,4.999,12.98,5.001,0.004,-41.31,124.75,9.46,-68.35,18.0,127,1000
166,1,12.999,4.999,13.006,5.003,0.008,-41.28,124.64,9.46,-64.35,18.0,127,1000
167,1,13.014,4.999,13.002,5.021,0.025,-41.2,124.63,9.46,-60.35,18.0,127,1000
168,1,13.028,5.0,13.001,5.018,0.032,-41.21,124.64,9.46,-56.35,18.0,127,1000
169,1,13.043,5.0,13.032,5.002,0.011,-41.27,124.54,9.46,-60.35,18.0,127,1000
170,1,13.059,5.0,13.048,5.001,0.011,-41.27,124.48,9.49,-64.35,18.0,127,1000
171,1,13.075,5.001,13.078,5.012,0.012,-41.2,124.34,10.39,-68.35,18.0,127,1000
172,1,13.093,5.001,13.126,4.99,0.034,-41.28,124.18,10.39,-72.35,18.0,127,1000
173,1,13.112,5.001,13.115,4.988,0.013,-41.29,124.23,10.39,-76.35,18.0,127,1000
174,1,13.132,5.0,13.139,4.989,0.013,-41.27,124.13,10.39,-80.35,18.0,127,1000
175,1,13.152,5.0,13.152,4.996,0.004,-41.23,124.07,10.39,-78.47,18.0,127,1000
176,1,13.17,5.0,13.158,5.026,0.028,-41.09,124.0,10.39,-74.47,18.0,127,1000
177,1,13.188,5.0,13.189,4.994,0.007,-41.22,123.92,10.39,-71.19,18.0,127,1000
178,1,13.206,5.0,13.204,4.997,0.004,-41.2,123.85,10.39,-72.83,18.0,127,1000
179,1,13.224,5.0,13.209,5.002,0.015,-41.17,123.82,10.39,-72.83,18.0,127,1000
180,1,13.242,5.0,13.236,5.005,0.008,-41.14,123.71,10.39,-72.83,18.0,127,1000
181,1,13.26,5.0,13.28,4.976,0.031,-41.25,123.58,10.39,-72.83,18.0,127,1000
182,1,13.278,5.0,13.295,4.97,0.034,-41.27,123.53,11.02,-73.12,18.0,127,1000
183,1,13.296,5.0,13.302,4.986,0.015,-41.19,123.47,11.3,-73.25,18.0,127,1000
184,1,13.314,5.0,13.316,4.997,0.004,-41.13,123.4,11.3,-73.25,18.0,127,1000
185,1,13.332,5.0,13.354,5.017,0.028,-41.02,123.22,11.3,-73.25,18.0,127,1000
186,1,13.35,5.0,13.362,4.997,0.013,-41.1,123.21,11.3,-73.25,18.0,127,1000
187,1,13.368,5.0,13.372,5.0,0.004,-41.08,123.17,11.3,-73.25,18.0,127,1000
188,1,13.386,5.0,13.401,4.995,0.016,-41.09,123.06,11.3,-73.25,18.0,127,1000
189,1,13.404,5.0,13.428,4.998,0.024,-41.06,122.94,11.3,-73.25,18.0,127,1000
190,1,13.422,5.0,13.438,4.971,0.033,-41.17,122.94,11.3,-73.25,18.0,127,1000
191,1,13.44,5.0,13.434,5.025,0.026,-40.93,122.88,11.3,-73.25,18.0,127,1000
192,1,13.458,5.0,13.435,5.014,0.026,-40.98,122.89,11.3,-73.25,18.0,127,1000
193,1,13.476,5.0,13.465,4.996,0.012,-41.04,122.8,11.61,-73.41,18.0,127,1000
194,1,13.494,5.0,13.473,5.022,0.03,-40.92,122.72,12.17,-73.68,18.0,127,1000
195,1,13.512,5.0,13.509,5.017,0.017,-40.92,122.58,12.17,-73.68,18.0,127,1000
196,1,13.53,5.0,13.552,4.989,0.025,-41.01,122.45,12.17,-73.68,18.0,127,1000
197,1,13.548,5.0,13.512,5.009,0.037,-40.95,122.58,12.17,-73.68,18.0,127,1000
198,1,13.566,5.0,13.556,5.024,0.026,-40.85,122.38,12.17,-73.68,18.0,127,1000
199,1,13.584,5.0,13.56,5.018,0.03,-40.88,122.38,12.17,-73.68,18.0,127,1000
200,1,13.602,5.0,13.615,5.013,0.018,-40.86,122.16,12.17,-73.68,18.0,127,1000
201,1,13.62,5.0,13.615,5.003,0.006,-40.91,122.17,12.17,-73.68,18.0,127,1000
202,1,13.638,5.0,13.656,4.974,0.032,-41.01,122.04,12.17,-73.68,18.0,127,1000
203,1,13.656,5.0,13.676,4.983,0.026,-40.96,121.95,12.17,-73.68,18.0,127,1000
204,1,13.674,5.0,13.706,4.98,0.038,-40.95,121.83,12.2,-73.69,18.0,127,1000
205,1,13.692,5.0,13.675,5.009,0.019,-40.84,121.91,13.03,-74.11,18.0,127,1000
206,1,13.71,5.0,13.67,5.01,0.041,-40.84,121.93,13.03,-74.11,18.0,127,1000
207,1,13.728,5.0,13.712,5.011,0.02,-40.8,121.76,13.03,-74.11,18.0,127,1000
208,1,13.746,5.0,13.742,5.017,0.017,-40.76,121.63,13.03,-74.11,18.0,127,1000
209,1,13.764,5.0,13.783,4.996,0.019,-40.82,121.49,13.03,-74.11,18.0,127,1000
210,1,13.782,5.0,13.778,4.989,0.012,-40.86,121.52,13.03,-74.11,18.0,127,1000
211,1,13.8,5.0,13.792,5.011,0.014,-40.75,121.43,13.03,-74.11,18.0,127,1000
212,1,13.818,5.0,13.827,5.007,0.011,-40.74,121.29,13.03,-74.11,18.0,127,1000
213,1,13.836,5.0,13.793,5.014,0.045,-40.73,121.42,13.03,-74.11,18.0,127,1000
214,1,13.854,5.0,13.86,4.983,0.018,-40.82,121.2,13.03,-74.11,18.0,127,1000
215,1,13.872,5.0,13.885,4.989,0.016,-40.78,121.08,13.03,-74.11,18.0,127,1000
216,1,13.89,5.0,13.876,5.008,0.016,-40.7,121.09,13.61,-74.41,18.0,127,1000
217,1,13.908,5.0,13.884,5.015,0.028,-40.66,121.05,13.86,-74.54,18.0,127,1000
218,1,13.926,5.0,13.922,5.002,0.005,-40.69,120.91,13.86,-74.54,18.0,127,1000
219,1,13.944,5.0,13.97,4.991,0.027,-40.7,120.73,13.86,-74.54,18.0,127,1000
220,1,13.962,5.0,13.981,5.008,0.02,-40.62,120.66,13.86,-74.54,18.0,127,1000
221,1,13.98,5.0,14.006,4.973,0.037,-40.75,120.61,13.86,-74.54,18.0,127,1000
222,1,13.998,5.0,14.004,4.99,0.012,-40.68,120.59,13.86,-74.54,18.0,127,1000
223,1,14.016,5.0,14.03,4.986,0.02,-40.68,120.49,13.86,-74.54,18.0,127,1000
224,1,14.034,5.0,14.012,4.993,0.024,-40.66,120.55,13.86,-74.54,18.0,127,1000
225,1,14.052,5.0,14.053,5.006,0.006,-40.57,120.36,13.86,-74.54,18.0,127,1000
226,1,14.07,5.0,14.078,4.98,0.021,-40.66,120.29,13.86,-74.54,18.0,127,1000
227,1,14.088,5.0,14.093,5.01,0.011,-40.53,120.19,14.16,-74.7,18.0,127,1000
228,1,14.106,5.0,14.142,4.979,0.041,-40.62,120.03,14.68,-74.98,18.0,127,1000
229,1,14.124,5.0,14.12,5.001,0.004,-40.54,120.09,14.68,-74.98,18.0,127,1000
230,1,14.142,5.0,14.128,4.985,0.02,-40.6,120.08,14.68,-74.98,18.0,127,1000
231,1,14.16,5.0,14.169,4.997,0.009,-40.52,119.89,14.68,-74.98,18.0,127,1000
232,1,14.178,5.0,14.175,4.994,0.007,-40.53,119.87,14.68,-74.98,18.0,127,1000
233,1,14.196,5.0,14.164,5.023,0.039,-40.41,119.87,14.68,-74.98,18.0,127,1000
234,1,14.214,5.0,14.229,4.995,0.016,-40.48,119.64,14.68,-74.98,18.0,127,1000
235,1,14.232,5.0,14.246,4.962,0.04,-40.61,119.62,14.68,-74.98,18.0,127,1000
236,1,14.25,5.0,14.235,4.991,0.018,-40.49,119.63,14.68,-74.98,18.0,127,1000
237,1,14.268,5.0,14.276,5.007,0.011,-40.39,119.43,14.68,-74.98,18.0,127,1000
238,1,14.286,5.0,14.268,5.015,0.023,-40.36,119.45,14.71,-75.0,18.0,127,1000
239,1,14.304,5.0,14.31,4.995,0.007,-40.41,119.31,15.47,-75.43,18.0,127,1000
240,1,14.322,5.0,14.337,4.98,0.025,-40.45,119.22,15.47,-75.43,18.0,127,1000
241,1,14.34,5.0,14.35,4.993,0.012,-40.39,119.14,15.47,-75.43,18.0,127,1000
242,1,14.358,5.0,14.325,4.995,0.034,-40.4,119.24,15.47,-75.43,18.0,127,1000
243,1,14.376,5.0,14.362,5.018,0.023,-40.27,119.06,15.47,-75.43,18.0,127,1000
244,1,14.394,5.0,14.382,5.011,0.017,-40.28,118.98,15.47,-75.43,18.0,127,1000
245,1,14.412,5.0,14.394,5.016,0.025,-40.25,118.93,15.47,-75.43,18.0,127,1000
246,1,14.43,5.0,14.429,5.012,0.012,-40.24,118.78,15.47,-75.43,18.0,127,1000
247,1,14.448,5.0,14.46,4.987,0.018,-40.32,118.69,15.47,-75.43,18.0,127,1000
248,1,14.466,5.0,14.47,5.01,0.01,-40.21,118.61,15.47,-75.43,18.0,127,1000
249,1,14.484,5.0,14.501,5.025,0.03,-40.12,118.46,15.47,-75.43,18.0,127,1000
250,1,14.502,5.0,14.528,4.973,0.037,-40.32,118.43,16.02,-75.74,18.0,127,1000
251,1,14.521,5.0,14.522,4.997,0.004,-40.22,118.41,16.25,-75.88,18.0,127,1000
252,1,14.539,5.0,14.537,4.991,0.009,-40.23,118.36,16.25,-75.88,18.0,127,1000
253,1,14.557,5.0,14.546,5.002,0.011,-40.18,118.31,16.25,-75.88,18.0,127,1000
254,1,14.575,5.0,14.581,4.995,0.009,-40.18,118.17,16.25,-75.88,18.0,127,1000
255,1,14.593,5.0,14.577,5.0,0.015,-40.16,118.18,16.25,-75.88,18.0,127,1000
256,1,14.611,5.0,14.616,5.006,0.008,-40.1,118.01,16.25,-75.88,18.0,127,1000
257,1,14.629,5.0,14.626,5.014,0.014,-40.05,117.95,16.25,-75.88,18.0,127,1000
258,1,14.647,5.0,14.658,4.978,0.025,-40.18,117.87,16.25,-75.88,18.0,127,1000
259,1,14.665,5.0,14.671,5.001,0.007,-40.07,117.78,16.25,-75.88,18.0,127,1000
260,1,14.683,5.0,14.675,5.001,0.007,-40.06,117.76,16.25,-75.88,18.0,127,1000
261,1,14.701,5.0,14.689,4.996,0.012,-40.07,117.71,16.54,-76.05,18.0,127,1000
262,1,14.719,5.0,14.716,4.997,0.004,-40.04,117.6,17.01,-76.33,18.0,127,1000
263,1,14.737,5.0,14.747,4.994,0.012,-40.03,117.47,17.01,-76.33,18.0,127,1000
264,1,14.755,5.0,14.78,4.996,0.026,-39.99,117.33,17.01,-76.33,18.0,127,1000
265,1,14.773,5.0,14.759,5.011,0.018,-39.94,117.4,17.01,-76.33,18.0,127,1000
266,1,14.791,5.0,14.789,5.008,0.008,-39.93,117.27,17.01,-76.33,18.0,127,1000
267,1,14.809,5.0,14.802,4.997,0.007,-39.96,117.23,17.01,-76.33,18.0,127,1000
268,1,14.827,5.0,14.821,4.998,0.006,-39.94,117.15,17.01,-76.33,18.0,127,1000
269,1,14.845,5.0,14.854,5.008,0.012,-39.87,117.0,17.01,-76.33,18.0,127,1000
