timestamp_ms,target_pos,actual_pos,error,velocity_cmd,torque_load,torque_total_req,hz
343,15.266,12.053,3.214,45,31.67,44.09,1000
344,15.311,12.075,3.236,45,31.75,44.18,1000
345,15.356,12.12,3.236,45,31.83,44.27,1000
346,15.401,12.184,3.218,45,31.9,44.36,1000
347,15.446,12.326,3.12,45,31.98,44.45,1000
348,15.491,12.154,3.337,45,32.06,44.54,1000
349,15.536,12.431,3.105,45,32.13,44.63,1000
350,15.581,12.425,3.157,45,32.21,44.72,1000
351,15.626,12.404,3.222,45,32.29,44.81,1000
352,15.671,12.392,3.279,45,32.36,44.9,1000
353,15.716,12.518,3.198,45,32.44,44.99,1000
354,15.761,12.52,3.241,45,32.52,45.08,1000
355,15.806,12.623,3.183,45,32.59,45.17,1000
356,15.851,12.677,3.174,45,32.67,45.26,1000
357,15.896,12.612,3.285,45,32.74,45.34,1000
358,15.941,12.738,3.203,45,32.82,45.43,1000
359,15.986,12.805,3.182,45,32.89,45.52,1000
360,16.031,12.808,3.223,45,32.97,45.61,1000
361,16.076,12.927,3.15,45,33.04,45.7,1000
362,16.121,13.044,3.077,45,33.12,45.79,1000
363,16.166,13.035,3.131,45,33.19,45.88,1000
364,16.211,13.033,3.178,45,33.27,45.96,1000
365,16.256,13.005,3.252,45,33.34,46.05,1000
366,16.301,13.164,3.137,45,33.42,46.14,1000
367,16.346,13.176,3.17,45,33.49,46.23,1000
368,16.391,13.301,3.09,45,33.57,46.31,1000
369,16.436,13.26,3.177,45,33.64,46.4,1000
370,16.481,13.304,3.177,45,33.71,46.49,1000
371,16.526,13.348,3.178,45,33.79,46.57,1000
372,16.571,13.419,3.153,45,33.86,46.66,1000
373,16.616,13.469,3.148,45,33.94,46.75,1000
374,16.661,13.478,3.184,45,34.01,46.83,1000
375,16.706,13.459,3.248,45,34.08,46.92,1000
376,16.751,13.537,3.215,45,34.16,47.01,1000
377,16.796,13.749,3.047,45,34.23,47.09,1000
378,16.841,13.585,3.256,45,34.3,47.18,1000
379,16.886,13.737,3.149,45,34.37,47.26,1000
380,16.931,13.789,3.143,45,34.45,47.35,1000
381,16.976,13.831,3.145,45,34.52,47.43,1000
382,17.021,13.785,3.236,45,34.59,47.52,1000
383,17.066,13.912,3.154,45,34.66,47.6,1000
384,17.111,13.861,3.251,45,34.73,47.69,1000
385,17.156,14.019,3.137,45,34.81,47.77,1000
386,17.201,13.991,3.21,45,34.88,47.86,1000
387,17.246,14.087,3.159,45,34.95,47.94,1000
388,17.291,14.099,3.192,45,35.02,48.03,1000
389,17.336,14.155,3.181,45,35.09,48.11,1000
390,17.381,14.137,3.245,45,35.16,48.19,1000
391,17.426,14.193,3.233,45,35.23,48.28,1000
392,17.471,14.222,3.249,45,35.31,48.36,1000
393,17.516,14.347,3.169,45,35.38,48.44,1000
394,17.561,14.506,3.055,45,35.45,48.53,1000
395,17.606,14.419,3.187,45,35.52,48.61,1000
396,17.651,14.417,3.235,45,35.59,48.69,1000
397,17.696,14.583,3.113,45,35.66,48.77,1000
398,17.741,14.641,3.1,45,35.73,48.86,1000
399,17.786,14.538,3.248,45,35.8,48.94,1000
400,17.831,14.574,3.257,45,35.87,49.02,1000
401,17.876,14.7,3.176,45,35.94,49.1,1000
402,17.921,14.662,3.259,45,36.01,49.18,1000
403,17.966,14.776,3.19,45,36.08,49.27,1000
404,18.011,14.867,3.144,45,36.15,49.35,1000
405,18.056,14.902,3.155,45,36.21,49.43,1000
406,18.101,14.834,3.267,45,36.28,49.51,1000
407,18.146,14.946,3.2,45,36.35,49.59,1000
408,18.191,15.07,3.121,45,36.42,49.67,1000
409,18.236,14.984,3.253,45,36.49,49.75,1000
410,18.281,15.097,3.184,45,36.56,49.83,1000
411,18.326,15.091,3.235,45,36.63,49.91,1000
412,18.371,15.173,3.198,45,36.69,49.99,1000
413,18.416,15.303,3.113,45,36.76,50.07,1000
414,18.461,15.401,3.061,45,36.83,50.15,1000
415,18.506,15.274,3.232,45,36.9,50.23,1000
416,18.551,15.403,3.149,45,36.96,50.31,1000
417,18.596,15.335,3.261,45,37.03,50.39,1000
418,18.641,15.364,3.277,45,37.1,50.47,1000
419,18.686,15.54,3.146,45,37.17,50.55,1000
420,18.731,15.553,3.178,45,37.23,50.63,1000
421,18.776,15.531,3.245,45,37.3,50.7,1000
422,18.821,15.698,3.124,45,37.37,50.78,1000
423,18.866,15.716,3.151,45,37.43,50.86,1000
424,18.911,15.799,3.113,45,37.5,50.94,1000
425,18.956,15.707,3.249,45,37.56,51.02,1000
426,19.001,15.707,3.294,45,37.63,51.02,1000
427,19.046,15.707,3.339,45,37.7,51.02,1000
428,19.091,15.707,3.384,45,37.76,51.02,1000
429,19.136,15.707,3.429,45,37.83,51.02,1000
430,19.181,15.707,3.474,45,37.89,51.02,1000
431,19.226,15.707,3.519,45,37.96,51.02,1000
432,19.271,15.707,3.564,45,38.02,51.02,1000
433,19.316,15.707,3.609,45,38.09,51.02,1000
434,19.361,15.707,3.654,45,38.15,51.02,1000
435,19.406,15.707,3.699,45,38.22,51.02,1000
436,19.451,15.707,3.744,45,38.28,51.02,1000
437,19.496,15.707,3.789,45,38.35,51.02,1000
438,19.541,15.707,3.834,45,38.41,51.02,1000
439,19.586,15.707,3.879,45,38.47,51.02,1000
440,19.631,15.707,3.924,45,38.54,51.02,1000
441,19.676,15.707,3.969,45,38.6,51.02,1000
442,19.721,15.707,4.014,45,38.66,51.02,1000
443,19.766,15.707,4.059,45,38.73,51.02,1000
444,19.811,15.707,4.104,45,38.79,51.02,1000
445,19.856,15.707,4.149,45,38.85,51.02,1000
446,19.901,15.707,4.194,45,38.92,51.02,1000
447,19.946,15.707,4.239,45,38.98,51.02,1000
448,19.991,15.707,4.284,45,39.04,51.02,1000
449,20.036,15.707,4.329,45,39.1,51.02,1000
450,20.081,15.707,4.374,45,39.17,51.02,1000
451,20.126,15.707,4.419,45,39.23,51.02,1000
452,20.171,15.707,4.464,45,39.29,51.02,1000
453,20.216,15.707,4.509,45,39.35,51.02,1000
454,20.261,15.707,4.554,45,39.41,51.02,1000
455,20.306,15.707,4.599,45,39.48,51.02,1000
456,20.351,15.707,4.644,45,39.54,51.02,1000
457,20.396,15.707,4.689,45,39.6,51.02,1000
458,20.441,15.707,4.734,45,39.66,51.02,1000
459,20.486,15.707,4.779,45,39.72,51.02,1000
460,20.531,15.707,4.824,45,39.78,51.02,1000
461,20.576,15.707,4.869,45,39.84,51.02,1000
462,20.621,15.707,4.914,45,39.9,51.02,1000
463,20.666,15.707,4.959,45,39.96,51.02,1000
464,20.711,15.707,5.004,45,40.02,51.02,1000
465,20.756,15.707,5.049,45,40.08,51.02,1000
466,20.801,15.707,5.094,45,40.14,51.02,1000
467,20.846,15.707,5.139,45,40.2,51.02,1000
468,20.891,15.707,5.184,45,40.26,51.02,1000
469,20.936,15.707,5.229,45,40.32,51.02,1000
470,20.981,15.707,5.274,45,40.38,51.02,1000
471,21.026,15.707,5.319,45,40.44,51.02,1000
472,21.071,15.707,5.364,45,40.5,51.02,1000
473,21.116,15.707,5.409,45,40.55,51.02,1000
474,21.161,15.707,5.454,45,40.61,51.02,1000
475,21.206,15.707,5.499,45,40.67,51.02,1000
476,21.251,15.707,5.544,45,40.73,51.02,1000
477,21.296,15.707,5.589,45,40.79,51.02,1000
478,21.341,15.707,5.634,45,40.84,51.02,1000
479,21.386,15.707,5.679,45,40.9,51.02,1000
480,21.431,15.707,5.724,45,40.96,51.02,1000
481,21.476,15.707,5.769,45,41.02,51.02,1000
482,21.521,15.707,5.814,45,41.07,51.02,1000
483,21.566,15.707,5.859,45,41.13,51.02,1000
484,21.611,15.707,5.904,45,41.19,51.02,1000
485,21.656,15.707,5.949,45,41.24,51.02,1000
486,21.701,15.707,5.994,45,41.3,51.02,1000
487,21.746,15.707,6.039,45,41.36,51.02,1000
488,21.791,15.707,6.084,45,41.41,51.02,1000
489,21.836,15.707,6.129,45,41.47,51.02,1000
490,21.881,15.707,6.174,45,41.52,51.02,1000
491,21.926,15.707,6.219,45,41.58,51.02,1000
492,21.971,15.707,6.264,45,41.64,51.02,1000
493,22.016,15.707,6.309,45,41.69,51.02,1000
494,22.061,15.707,6.354,45,41.75,51.02,1000
495,22.106,15.707,6.399,45,41.8,51.02,1000
496,22.151,15.707,6.444,45,41.86,51.02,1000
497,22.196,15.707,6.489,45,41.91,51.02,1000
498,22.241,15.707,6.534,45,41.97,51.02,1000
499,22.286,15.707,6.579,45,42.02,51.02,1000
500,22.331,15.707,6.624,45,42.07,51.02,1000
501,22.376,15.707,6.669,45,42.13,51.02,1000
502,22.421,15.707,6.714,45,42.18,51.02,1000
503,22.466,15.707,6.759,45,42.23,51.02,1000
504,22.511,15.707,6.804,45,42.29,51.02,1000
505,22.556,15.707,6.849,45,42.34,51.02,1000
506,22.601,15.707,6.894,45,42.39,51.02,1000
507,22.646,15.707,6.939,45,42.45,51.02,1000
508,22.691,15.707,6.984,45,42.5,51.02,1000
509,22.736,15.707,7.029,45,42.55,51.02,1000
510,22.781,15.707,7.074,45,42.61,51.02,1000
511,22.826,15.707,7.119,45,42.66,51.02,1000
512,22.871,15.707,7.164,45,42.71,51.02,1000
513,22.916,15.707,7.209,45,42.76,51.02,1000
514,22.961,15.707,7.254,45,42.81,51.02,1000
