timestamp_ms,target_pos,actual_pos,error,velocity_cmd,torque_load,torque_total_req,hz
40,4.5,0.365,4.135,180,4.0,9.96,1000
41,4.68,0.273,4.407,180,4.1,10.09,1000
42,4.86,0.203,4.657,180,4.2,10.22,1000
43,5.04,0.215,4.825,180,4.29,10.35,1000
44,5.22,0.314,4.906,180,4.39,10.48,1000
45,5.4,0.44,4.96,180,4.49,10.61,1000
46,5.58,0.444,5.136,180,4.59,10.75,1000
47,5.76,0.429,5.331,180,4.69,10.88,1000
48,5.94,0.354,5.586,180,4.79,11.01,1000
49,6.12,0.353,5.767,180,4.89,11.14,1000
50,6.3,0.371,5.929,180,4.99,11.27,1000
51,6.48,0.388,6.092,180,5.09,11.4,1000
52,6.66,0.319,6.341,180,5.19,11.53,1000
53,6.84,0.512,6.328,180,5.29,11.66,1000
54,7.02,0.459,6.561,180,5.39,11.79,1000
55,7.2,0.449,6.751,180,5.49,11.93,1000
56,7.38,0.508,6.872,180,5.59,12.06,1000
57,7.56,0.47,7.09,180,5.69,12.19,1000
58,7.74,0.513,7.227,180,5.79,12.32,1000
59,7.92,0.538,7.382,180,5.89,12.45,1000
60,8.1,0.479,7.621,180,5.99,12.58,1000
61,8.28,0.516,7.764,180,6.08,12.71,1000
62,8.46,0.557,7.903,180,6.18,12.84,1000
63,8.64,0.672,7.968,180,6.28,12.97,1000
64,8.82,0.609,8.211,180,6.38,13.1,1000
65,9.0,0.717,8.283,180,6.48,13.23,1000
66,9.18,0.796,8.384,180,6.58,13.37,1000
67,9.36,0.681,8.679,180,6.68,13.5,1000
68,9.54,0.682,8.858,180,6.78,13.63,1000
69,9.72,0.758,8.962,180,6.88,13.76,1000
70,9.9,0.671,9.229,180,6.98,13.89,1000
71,10.08,0.725,9.355,180,7.08,14.02,1000
72,10.26,0.857,9.403,180,7.18,14.15,1000
73,10.44,0.764,9.676,180,7.27,14.28,1000
74,10.62,0.907,9.713,180,7.37,14.41,1000
75,10.8,0.796,10.004,180,7.47,14.54,1000
76,10.98,0.881,10.099,180,7.57,14.67,1000
77,11.16,0.817,10.343,180,7.67,14.8,1000
78,11.34,0.801,10.539,180,7.77,14.93,1000
79,11.52,0.903,10.617,180,7.87,15.06,1000
80,11.7,0.929,10.771,180,7.97,15.19,1000
81,11.88,0.947,10.933,180,8.06,15.32,1000
82,12.06,1.059,11.001,180,8.16,15.45,1000
83,12.24,1.011,11.229,180,8.26,15.58,1000
84,12.42,1.017,11.403,180,8.36,15.71,1000
85,12.6,1.073,11.527,180,8.46,15.84,1000
86,12.78,1.067,11.713,180,8.56,15.97,1000
87,12.96,1.102,11.858,180,8.66,16.1,1000
88,13.14,1.137,12.003,180,8.75,16.23,1000
89,13.32,1.063,12.257,180,8.85,16.36,1000
90,13.5,1.238,12.262,180,8.95,16.49,1000
91,13.68,1.31,12.37,180,9.05,16.62,1000
92,13.86,1.338,12.522,180,9.15,16.75,1000
93,14.04,1.26,12.78,180,9.25,16.88,1000
94,14.22,1.318,12.902,180,9.34,17.01,1000
95,14.4,1.265,13.135,180,9.44,17.14,1000
96,14.58,1.373,13.207,180,9.54,17.27,1000
97,14.76,1.493,13.267,180,9.64,17.4,1000
98,14.94,1.447,13.493,180,9.74,17.53,1000
99,15.12,1.56,13.56,180,9.84,17.66,1000
100,15.3,1.49,13.81,180,9.93,17.79,1000
101,15.48,1.479,14.001,180,10.03,17.92,1000
102,15.66,1.604,14.056,180,10.13,18.05,1000
103,15.84,1.779,14.061,180,10.23,18.18,1000
104,16.02,1.679,14.341,180,10.33,18.31,1000
105,16.2,1.742,14.458,180,10.42,18.44,1000
106,16.38,1.63,14.75,180,10.52,18.57,1000
107,16.56,1.685,14.875,180,10.62,18.69,1000
108,16.74,1.721,15.019,180,10.72,18.82,1000
109,16.92,1.778,15.142,180,10.81,18.95,1000
110,17.1,1.847,15.253,180,10.91,19.08,1000
111,17.28,1.921,15.359,180,11.01,19.21,1000
112,17.46,1.895,15.565,180,11.11,19.34,1000
113,17.64,2.016,15.624,180,11.2,19.47,1000
114,17.82,1.991,15.829,180,11.3,19.6,1000
115,18.0,1.991,16.009,180,11.4,19.73,1000
116,18.18,2.006,16.174,180,11.5,19.85,1000
117,18.36,2.075,16.285,180,11.59,19.98,1000
118,18.54,2.008,16.532,180,11.69,20.11,1000
119,18.72,2.095,16.625,180,11.79,20.24,1000
120,18.9,2.229,16.671,180,11.89,20.37,1000
121,19.08,2.21,16.87,180,11.98,20.5,1000
122,19.26,2.326,16.934,180,12.08,20.63,1000
123,19.44,2.339,17.101,180,12.18,20.75,1000
124,19.62,2.214,17.406,180,12.27,20.88,1000
125,19.8,2.342,17.458,180,12.37,21.01,1000
126,19.98,2.366,17.614,180,12.47,21.14,1000
127,20.16,2.342,17.818,180,12.56,21.27,1000
128,20.34,2.437,17.903,180,12.66,21.39,1000
129,20.52,2.514,18.006,180,12.76,21.52,1000
130,20.7,2.637,18.063,180,12.85,21.65,1000
131,20.88,2.496,18.384,180,12.95,21.78,1000
132,21.06,2.703,18.357,180,13.05,21.9,1000
133,21.24,2.807,18.433,180,13.14,22.03,1000
134,21.42,2.616,18.804,180,13.24,22.16,1000
135,21.6,2.678,18.922,180,13.34,22.29,1000
136,21.78,2.884,18.896,180,13.43,22.42,1000
137,21.96,2.738,19.222,180,13.53,22.54,1000
138,22.14,2.992,19.148,180,13.63,22.67,1000
139,22.32,2.869,19.451,180,13.72,22.8,1000
140,22.5,2.982,19.518,180,13.82,22.92,1000
141,22.68,2.985,19.695,180,13.91,23.05,1000
142,22.86,3.089,19.771,180,14.01,23.18,1000
143,23.04,2.997,20.043,180,14.11,23.31,1000
144,23.22,3.157,20.063,180,14.2,23.43,1000
145,23.4,3.27,20.13,180,14.3,23.56,1000
146,23.58,3.124,20.456,180,14.39,23.69,1000
147,23.76,3.309,20.451,180,14.49,23.81,1000
148,23.94,3.274,20.666,180,14.58,23.94,1000
149,24.12,3.273,20.847,180,14.68,24.07,1000
150,24.3,3.254,21.046,180,14.78,24.19,1000
151,24.48,3.477,21.003,180,14.87,24.32,1000
152,24.66,3.508,21.152,180,14.97,24.45,1000
153,24.84,3.483,21.357,180,15.06,24.57,1000
154,25.02,3.553,21.467,180,15.16,24.7,1000
155,25.2,3.572,21.628,180,15.25,24.82,1000
156,25.38,3.712,21.668,180,15.35,24.95,1000
157,25.56,3.692,21.868,180,15.44,25.08,1000
158,25.74,3.862,21.878,180,15.54,25.2,1000
159,25.92,3.832,22.088,180,15.63,25.33,1000
160,26.1,3.802,22.298,180,15.73,25.45,1000
161,26.28,3.891,22.389,180,15.82,25.58,1000
162,26.46,3.937,22.523,180,15.92,25.71,1000
163,26.64,3.91,22.73,180,16.01,25.83,1000
164,26.82,4.011,22.809,180,16.11,25.96,1000
165,27.0,4.072,22.928,180,16.2,26.08,1000
166,27.18,4.161,23.019,180,16.3,26.21,1000
167,27.36,4.284,23.076,180,16.39,26.33,1000
168,27.54,4.242,23.298,180,16.49,26.46,1000
169,27.72,4.287,23.433,180,16.58,26.58,1000
170,27.9,4.428,23.472,180,16.67,26.71,1000
171,28.08,4.481,23.599,180,16.77,26.83,1000
172,28.26,4.458,23.802,180,16.86,26.96,1000
173,28.44,4.562,23.878,180,16.96,27.08,1000
174,28.62,4.567,24.053,180,17.05,27.21,1000
175,28.8,4.625,24.175,180,17.14,27.33,1000
176,28.98,4.577,24.403,180,17.24,27.46,1000
177,29.16,4.831,24.329,180,17.33,27.58,1000
178,29.34,4.691,24.649,180,17.43,27.71,1000
179,29.52,4.893,24.627,180,17.52,27.83,1000
180,29.7,4.931,24.769,180,17.61,27.95,1000
181,29.88,4.963,24.917,180,17.71,28.08,1000
182,30.06,4.916,25.144,180,17.8,28.2,1000
183,30.24,5.035,25.205,180,17.89,28.33,1000
184,30.42,5.114,25.306,180,17.99,28.45,1000
185,30.6,5.229,25.371,180,18.08,28.58,1000
186,30.78,5.222,25.558,180,18.17,28.7,1000
187,30.96,5.335,25.625,180,18.27,28.82,1000
188,31.14,5.377,25.763,180,18.36,28.95,1000
189,31.32,5.37,25.95,180,18.45,29.07,1000
190,31.5,5.456,26.044,180,18.55,29.19,1000
191,31.68,5.52,26.16,180,18.64,29.32,1000
192,31.86,5.555,26.305,180,18.73,29.44,1000
193,32.04,5.681,26.359,180,18.82,29.56,1000
194,32.22,5.832,26.388,180,18.92,29.69,1000
195,32.4,5.786,26.614,180,19.01,29.81,1000
196,32.58,5.771,26.809,180,19.1,29.93,1000
197,32.76,5.817,26.943,180,19.19,30.05,1000
198,32.94,5.89,27.05,180,19.29,30.18,1000
199,33.12,5.973,27.147,180,19.38,30.3,1000
200,33.3,5.992,27.308,180,19.47,30.42,1000
201,33.48,6.056,27.424,180,19.56,30.54,1000
202,33.66,6.238,27.422,180,19.65,30.67,1000
203,33.84,6.173,27.667,180,19.75,30.79,1000
204,34.02,6.412,27.608,180,19.84,30.91,1000
205,34.2,6.318,27.882,180,19.93,31.03,1000
206,34.38,6.384,27.996,180,20.02,31.16,1000
207,34.56,6.433,28.127,180,20.11,31.28,1000
208,34.74,6.555,28.185,180,20.21,31.4,1000
209,34.92,6.593,28.327,180,20.3,31.52,1000
210,35.1,6.531,28.569,180,20.39,31.64,1000
211,35.28,6.71,28.57,180,20.48,31.76,1000
212,35.46,6.855,28.605,180,20.57,31.89,1000
213,35.64,6.89,28.75,180,20.66,32.01,1000
214,35.82,6.963,28.857,180,20.75,32.13,1000
215,36.0,6.889,29.111,180,20.84,32.25,1000
216,36.18,6.999,29.181,180,20.93,32.37,1000
217,36.36,7.142,29.218,180,21.03,32.49,1000
218,36.54,7.096,29.444,180,21.12,32.61,1000
219,36.72,7.057,29.663,180,21.21,32.73,1000
220,36.9,7.332,29.568,180,21.3,32.85,1000
221,37.08,7.464,29.616,180,21.39,32.97,1000
222,37.26,7.331,29.929,180,21.48,33.09,1000
223,37.44,7.553,29.887,180,21.57,33.21,1000
224,37.62,7.47,30.15,180,21.66,33.33,1000
225,37.8,7.67,30.13,180,21.75,33.45,1000
226,37.98,7.755,30.225,180,21.84,33.57,1000
227,38.16,7.776,30.384,180,21.93,33.69,1000
228,38.34,7.806,30.534,180,22.02,33.81,1000
229,38.52,7.803,30.717,180,22.11,33.93,1000
230,38.7,7.942,30.758,180,22.2,34.05,1000
231,38.88,7.976,30.904,180,22.29,34.17,1000
232,39.06,8.191,30.869,180,22.38,34.29,1000
233,39.24,8.285,30.955,180,22.47,34.41,1000
234,39.42,8.228,31.192,180,22.56,34.53,1000
235,39.6,8.394,31.206,180,22.64,34.65,1000
236,39.78,8.282,31.498,180,22.73,34.77,1000
237,39.96,8.416,31.544,180,22.82,34.89,1000
238,40.14,8.482,31.658,180,22.91,35.01,1000
239,40.32,8.637,31.683,180,23.0,35.12,1000
240,40.5,8.659,31.841,180,23.09,35.24,1000
241,40.68,8.813,31.867,180,23.18,35.36,1000
242,40.86,8.858,32.002,180,23.27,35.48,1000
243,41.04,8.843,32.197,180,23.35,35.6,1000
244,41.22,8.956,32.264,180,23.44,35.72,1000
245,41.4,9.016,32.384,180,23.53,35.83,1000
246,41.58,9.182,32.398,180,23.62,35.95,1000
247,41.76,9.147,32.613,180,23.71,36.07,1000
248,41.94,9.299,32.641,180,23.8,36.19,1000
249,42.12,9.383,32.737,180,23.88,36.31,1000
250,42.3,9.383,32.917,180,23.97,36.42,1000
251,42.48,9.461,33.019,180,24.06,36.54,1000
252,42.66,9.603,33.057,180,24.15,36.66,1000
253,42.84,9.621,33.219,180,24.23,36.77,1000
254,43.02,9.767,33.253,180,24.32,36.89,1000
255,43.2,9.813,33.387,180,24.41,37.01,1000
256,43.38,9.766,33.614,180,24.5,37.12,1000
257,43.56,9.994,33.566,180,24.58,37.24,1000
258,43.74,10.005,33.735,180,24.67,37.36,1000
259,43.92,10.075,33.845,180,24.76,37.47,1000
260,44.1,10.228,33.872,180,24.84,37.59,1000
261,44.28,10.245,34.035,180,24.93,37.71,1000
262,44.46,10.301,34.159,180,25.02,37.82,1000
263,44.64,10.402,34.238,180,25.1,37.94,1000
264,44.82,10.495,34.325,180,25.19,38.05,1000
265,45.0,10.616,34.384,180,25.28,38.17,1000
266,45.18,10.677,34.503,180,25.36,38.29,1000
267,45.36,10.725,34.635,180,25.45,38.4,1000
268,45.54,10.898,34.642,180,25.54,38.52,1000
269,45.72,10.786,34.934,180,25.62,38.63,1000
270,45.9,10.974,34.926,180,25.71,38.75,1000
271,46.08,11.194,34.886,180,25.79,38.86,1000
272,46.26,11.125,35.135,180,25.88,38.98,1000
273,46.44,11.297,35.143,180,25.96,39.09,1000
274,46.62,11.257,35.363,180,26.05,39.21,1000
275,46.8,11.279,35.521,180,26.13,39.32,1000
276,46.98,11.414,35.566,180,26.22,39.43,1000
277,47.16,11.578,35.582,180,26.3,39.55,1000
278,47.34,11.643,35.697,180,26.39,39.66,1000
279,47.52,11.653,35.867,180,26.47,39.78,1000
280,47.7,11.908,35.792,180,26.56,39.89,1000
281,47.88,11.895,35.985,180,26.64,40.0,1000
282,48.06,12.019,36.041,180,26.73,40.12,1000
283,48.24,11.982,36.258,180,26.81,40.23,1000
284,48.42,12.172,36.248,180,26.9,40.35,1000
285,48.6,12.164,36.436,180,26.98,40.46,1000
286,48.78,12.248,36.532,180,27.07,40.57,1000
287,48.96,12.411,36.549,180,27.15,40.68,1000
288,49.14,12.471,36.669,180,27.23,40.8,1000
289,49.32,12.616,36.704,180,27.32,40.91,1000
290,49.5,12.616,36.884,180,27.4,41.02,1000
291,49.68,12.771,36.909,180,27.48,41.14,1000
292,49.86,12.877,36.983,180,27.57,41.25,1000
293,50.04,12.889,37.151,180,27.65,41.36,1000
294,50.22,13.045,37.175,180,27.73,41.47,1000
295,50.4,13.114,37.286,180,27.82,41.58,1000
296,50.58,13.337,37.243,180,27.9,41.7,1000
297,50.76,13.211,37.549,180,27.98,41.81,1000
298,50.94,13.327,37.613,180,28.07,41.92,1000
299,51.12,13.44,37.68,180,28.15,42.03,1000
300,51.3,13.548,37.752,180,28.23,42.14,1000
301,51.48,13.625,37.855,180,28.31,42.25,1000
302,51.66,13.769,37.891,180,28.4,42.36,1000
303,51.84,13.784,38.056,180,28.48,42.47,1000
304,52.02,13.874,38.146,180,28.56,42.59,1000
305,52.2,13.926,38.274,180,28.64,42.7,1000
306,52.38,14.114,38.266,180,28.73,42.81,1000
307,52.56,14.241,38.319,180,28.81,42.92,1000
308,52.74,14.232,38.508,180,28.89,43.03,1000
309,52.92,14.355,38.565,180,28.97,43.14,1000
310,53.1,14.412,38.688,180,29.05,43.25,1000
311,53.28,14.512,38.768,180,29.13,43.36,1000
312,53.46,14.585,38.875,180,29.21,43.47,1000
313,53.64,14.717,38.923,180,29.3,43.58,1000
314,53.82,14.923,38.897,180,29.38,43.69,1000
315,54.0,14.912,39.088,180,29.46,43.79,1000
316,54.18,15.133,39.047,180,29.54,43.9,1000
317,54.36,15.063,39.297,180,29.62,44.01,1000
318,54.54,15.223,39.317,180,29.7,44.12,1000
319,54.72,15.208,39.512,180,29.78,44.23,1000
320,54.9,15.394,39.506,180,29.86,44.34,1000
321,55.08,15.434,39.646,180,29.94,44.45,1000
322,55.26,15.523,39.737,180,30.02,44.56,1000
323,55.44,15.695,39.745,180,30.1,44.66,1000
324,55.62,15.858,39.762,180,30.18,44.77,1000
325,55.8,15.937,39.863,180,30.26,44.88,1000
326,55.98,15.978,40.002,180,30.34,44.99,1000
327,56.16,16.069,40.091,180,30.42,45.09,1000
328,56.34,16.167,40.173,180,30.5,45.2,1000
329,56.52,16.303,40.217,180,30.58,45.31,1000
330,56.7,16.348,40.352,180,30.66,45.42,1000
331,56.88,16.41,40.47,180,30.73,45.52,1000
332,57.06,16.588,40.472,180,30.81,45.63,1000
333,57.24,16.653,40.587,180,30.89,45.74,1000
334,57.42,16.716,40.704,180,30.97,45.84,1000
335,57.6,16.922,40.678,180,31.05,45.95,1000
336,57.78,17.024,40.756,180,31.13,46.06,1000
337,57.96,16.926,41.034,180,31.21,46.16,1000
338,58.14,17.252,40.888,180,31.28,46.27,1000
339,58.32,17.292,41.028,180,31.36,46.37,1000
340,58.5,17.531,40.969,180,31.44,46.48,1000
341,58.68,17.519,41.161,180,31.52,46.59,1000
342,58.86,17.548,41.312,180,31.59,46.69,1000
343,59.04,17.669,41.371,180,31.67,46.8,1000
344,59.22,17.827,41.393,180,31.75,46.9,1000
345,59.4,17.866,41.534,180,31.83,47.01,1000
346,59.58,18.113,41.467,180,31.9,47.11,1000
347,59.76,18.155,41.605,180,31.98,47.22,1000
348,59.94,18.212,41.728,180,32.06,47.32,1000
349,60.12,18.318,41.802,180,32.13,47.42,1000
350,60.3,18.514,41.786,180,32.21,47.53,1000
351,60.48,18.501,41.979,180,32.29,47.63,1000
352,60.66,18.642,42.018,180,32.36,47.74,1000
353,60.84,18.745,42.095,180,32.44,47.84,1000
354,61.02,18.845,42.175,180,32.52,47.94,1000
355,61.2,18.958,42.242,180,32.59,48.05,1000
356,61.38,19.102,42.278,180,32.67,48.15,1000
357,61.56,19.193,42.367,180,32.74,48.25,1000
358,61.74,19.306,42.434,180,32.82,48.36,1000
359,61.92,19.384,42.536,180,32.89,48.46,1000
360,62.1,19.532,42.568,180,32.97,48.56,1000
361,62.28,19.501,42.779,180,33.04,48.66,1000
362,62.46,19.672,42.788,180,33.12,48.77,1000
363,62.64,19.699,42.941,180,33.19,48.87,1000
364,62.82,19.898,42.922,180,33.27,48.97,1000
365,63.0,20.066,42.934,180,33.34,49.07,1000
366,63.18,20.195,42.985,180,33.42,49.17,1000
367,63.36,20.243,43.117,180,33.49,49.28,1000
368,63.54,20.329,43.211,180,33.57,49.38,1000
369,63.72,20.452,43.268,180,33.64,49.48,1000
370,63.9,20.563,43.337,180,33.71,49.58,1000
371,64.08,20.678,43.402,180,33.79,49.68,1000
372,64.26,20.878,43.382,180,33.86,49.78,1000
373,64.44,20.858,43.582,180,33.94,49.88,1000
374,64.62,21.004,43.616,180,34.01,49.98,1000
375,64.8,21.119,43.681,180,34.08,50.08,1000
376,64.98,21.324,43.656,180,34.16,50.18,1000
377,65.16,21.474,43.686,180,34.23,50.28,1000
378,65.34,21.508,43.832,180,34.3,50.38,1000
379,65.52,21.543,43.977,180,34.37,50.48,1000
380,65.7,21.73,43.97,180,34.45,50.58,1000
381,65.88,21.857,44.023,180,34.52,50.68,1000
382,66.06,21.873,44.187,180,34.59,50.78,1000
383,66.24,22.138,44.102,180,34.66,50.88,1000
384,66.42,22.177,44.243,180,34.73,50.98,1000
385,66.6,22.156,44.444,180,34.81,51.08,1000
386,66.78,22.156,44.624,180,34.88,51.08,1000
387,66.96,22.156,44.804,180,34.95,51.08,1000
388,67.14,22.156,44.984,180,35.02,51.08,1000
389,67.32,22.156,45.164,180,35.09,51.08,1000
390,67.5,22.156,45.344,180,35.16,51.08,1000
391,67.68,22.156,45.524,180,35.23,51.08,1000
392,67.86,22.156,45.704,180,35.31,51.08,1000
393,68.04,22.156,45.884,180,35.38,51.08,1000
394,68.22,22.156,46.064,180,35.45,51.08,1000
395,68.4,22.156,46.244,180,35.52,51.08,1000
396,68.58,22.156,46.424,180,35.59,51.08,1000
397,68.76,22.156,46.604,180,35.66,51.08,1000
398,68.94,22.156,46.784,180,35.73,51.08,1000
399,69.12,22.156,46.964,180,35.8,51.08,1000
400,69.3,22.156,47.144,180,35.87,51.08,1000
401,69.48,22.156,47.324,180,35.94,51.08,1000
402,69.66,22.156,47.504,180,36.01,51.08,1000
403,69.84,22.156,47.684,180,36.08,51.08,1000
404,70.02,22.156,47.864,180,36.15,51.08,1000
405,70.2,22.156,48.044,180,36.21,51.08,1000
406,70.38,22.156,48.224,180,36.28,51.08,1000
407,70.56,22.156,48.404,180,36.35,51.08,1000
408,70.74,22.156,48.584,180,36.42,51.08,1000
409,70.92,22.156,48.764,180,36.49,51.08,1000
410,71.1,22.156,48.944,180,36.56,51.08,1000
411,71.28,22.156,49.124,180,36.63,51.08,1000
412,71.46,22.156,49.304,180,36.69,51.08,1000
413,71.64,22.156,49.484,180,36.76,51.08,1000
414,71.82,22.156,49.664,180,36.83,51.08,1000
415,72.0,22.156,49.844,180,36.9,51.08,1000
416,72.18,22.156,50.024,180,36.96,51.08,1000
417,72.36,22.156,50.204,180,37.03,51.08,1000
418,72.54,22.156,50.384,180,37.1,51.08,1000
419,72.72,22.156,50.564,180,37.17,51.08,1000
420,72.9,22.156,50.744,180,37.23,51.08,1000
421,73.08,22.156,50.924,180,37.3,51.08,1000
422,73.26,22.156,51.104,180,37.37,51.08,1000
423,73.44,22.156,51.284,180,37.43,51.08,1000
424,73.62,22.156,51.464,180,37.5,51.08,1000
425,73.8,22.156,51.644,180,37.56,51.08,1000
426,73.98,22.156,51.824,180,37.63,51.08,1000
427,74.16,22.156,52.004,180,37.7,51.08,1000
428,74.34,22.156,52.184,180,37.76,51.08,1000
429,74.52,22.156,52.364,180,37.83,51.08,1000
430,74.7,22.156,52.544,180,37.89,51.08,1000
431,74.88,22.156,52.724,180,37.96,51.08,1000
432,75.06,22.156,52.904,180,38.02,51.08,1000
433,75.24,22.156,53.084,180,38.09,51.08,1000
434,75.42,22.156,53.264,180,38.15,51.08,1000
435,75.6,22.156,53.444,180,38.22,51.08,1000
436,75.78,22.156,53.624,180,38.28,51.08,1000
437,75.96,22.156,53.804,180,38.35,51.08,1000
438,76.14,22.156,53.984,180,38.41,51.08,1000
439,76.32,22.156,54.164,180,38.47,51.08,1000
440,76.5,22.156,54.344,180,38.54,51.08,1000
441,76.68,22.156,54.524,180,38.6,51.08,1000
442,76.86,22.156,54.704,180,38.66,51.08,1000
443,77.04,22.156,54.884,180,38.73,51.08,1000
444,77.22,22.156,55.064,180,38.79,51.08,1000
445,77.4,22.156,55.244,180,38.85,51.08,1000
446,77.58,22.156,55.424,180,38.92,51.08,1000
447,77.76,22.156,55.604,180,38.98,51.08,1000
448,77.94,22.156,55.784,180,39.04,51.08,1000
449,78.12,22.156,55.964,180,39.1,51.08,1000
450,78.3,22.156,56.144,180,39.17,51.08,1000
451,78.48,22.156,56.324,180,39.23,51.08,1000
452,78.66,22.156,56.504,180,39.29,51.08,1000
453,78.84,22.156,56.684,180,39.35,51.08,1000
454,79.02,22.156,56.864,180,39.41,51.08,1000
455,79.2,22.156,57.044,180,39.48,51.08,1000
456,79.38,22.156,57.224,180,39.54,51.08,1000
457,79.56,22.156,57.404,180,39.6,51.08,1000
458,79.74,22.156,57.584,180,39.66,51.08,1000
459,79.92,22.156,57.764,180,39.72,51.08,1000
460,80.1,22.156,57.944,180,39.78,51.08,1000
461,80.28,22.156,58.124,180,39.84,51.08,1000
462,80.46,22.156,58.304,180,39.9,51.08,1000
463,80.64,22.156,58.484,180,39.96,51.08,1000
464,80.82,22.156,58.664,180,40.02,51.08,1000
465,81.0,22.156,58.844,180,40.08,51.08,1000
466,81.18,22.156,59.024,180,40.14,51.08,1000
467,81.36,22.156,59.204,180,40.2,51.08,1000
468,81.54,22.156,59.384,180,40.26,51.08,1000
469,81.72,22.156,59.564,180,40.32,51.08,1000
470,81.9,22.156,59.744,180,40.38,51.08,1000
471,82.08,22.156,59.924,180,40.44,51.08,1000
472,82.26,22.156,60.104,180,40.5,51.08,1000
473,82.44,22.156,60.284,180,40.55,51.08,1000
474,82.62,22.156,60.464,180,40.61,51.08,1000
475,82.8,22.156,60.644,180,40.67,51.08,1000
476,82.98,22.156,60.824,180,40.73,51.08,1000
477,83.16,22.156,61.004,180,40.79,51.08,1000
478,83.34,22.156,61.184,180,40.84,51.08,1000
479,83.52,22.156,61.364,180,40.9,51.08,1000
480,83.7,22.156,61.544,180,40.96,51.08,1000
481,83.88,22.156,61.724,180,41.02,51.08,1000
482,84.06,22.156,61.904,180,41.07,51.08,1000
483,84.24,22.156,62.084,180,41.13,51.08,1000
484,84.42,22.156,62.264,180,41.19,51.08,1000
485,84.6,22.156,62.444,180,41.24,51.08,1000
486,84.78,22.156,62.624,180,41.3,51.08,1000
487,84.96,22.156,62.804,180,41.36,51.08,1000
488,85.14,22.156,62.984,180,41.41,51.08,1000
489,85.32,22.156,63.164,180,41.47,51.08,1000
490,85.5,22.156,63.344,180,41.52,51.08,1000
491,85.68,22.156,63.524,180,41.58,51.08,1000
492,85.86,22.156,63.704,180,41.64,51.08,1000
493,86.04,22.156,63.884,180,41.69,51.08,1000
494,86.22,22.156,64.064,180,41.75,51.08,1000
495,86.4,22.156,64.244,180,41.8,51.08,1000
496,86.58,22.156,64.424,180,41.86,51.08,1000
497,86.76,22.156,64.604,180,41.91,51.08,1000
498,86.94,22.156,64.784,180,41.97,51.08,1000
499,87.12,22.156,64.964,180,42.02,51.08,1000
500,87.3,22.156,65.144,180,42.07,51.08,1000
501,87.48,22.156,65.324,180,42.13,51.08,1000
502,87.66,22.156,65.504,180,42.18,51.08,1000
503,87.84,22.156,65.684,180,42.23,51.08,1000
504,88.02,22.156,65.864,180,42.29,51.08,1000
505,88.2,22.156,66.044,180,42.34,51.08,1000
506,88.38,22.156,66.224,180,42.39,51.08,1000
507,88.56,22.156,66.404,180,42.45,51.08,1000
508,88.74,22.156,66.584,180,42.5,51.08,1000
509,88.92,22.156,66.764,180,42.55,51.08,1000
510,89.1,22.156,66.944,180,42.61,51.08,1000
511,89.28,22.156,67.124,180,42.66,51.08,1000
512,89.46,22.156,67.304,180,42.71,51.08,1000
513,89.64,22.156,67.484,180,42.76,51.08,1000
