timestamp_ms,target_pos,actual_pos,error,velocity_cmd,torque_load,torque_total_req,hz
35,1.8,0.26,1.54,60,3.5,9.3,1000
36,1.86,0.355,1.505,60,3.6,9.43,1000
37,1.92,0.26,1.66,60,3.7,9.56,1000
38,1.98,0.242,1.738,60,3.8,9.69,1000
39,2.04,0.219,1.821,60,3.9,9.83,1000
40,2.1,0.275,1.825,60,4.0,9.96,1000
41,2.16,0.287,1.873,60,4.1,10.09,1000
42,2.22,0.168,2.052,60,4.2,10.22,1000
43,2.28,0.229,2.051,60,4.29,10.35,1000
44,2.34,0.293,2.047,60,4.39,10.48,1000
45,2.4,0.332,2.068,60,4.49,10.61,1000
46,2.46,0.357,2.103,60,4.59,10.75,1000
47,2.52,0.327,2.193,60,4.69,10.88,1000
48,2.58,0.422,2.158,60,4.79,11.01,1000
49,2.64,0.506,2.134,60,4.89,11.14,1000
50,2.7,0.334,2.366,60,4.99,11.27,1000
51,2.76,0.308,2.452,60,5.09,11.4,1000
52,2.82,0.343,2.477,60,5.19,11.53,1000
53,2.88,0.368,2.512,60,5.29,11.66,1000
54,2.94,0.416,2.524,60,5.39,11.79,1000
55,3.0,0.452,2.548,60,5.49,11.93,1000
56,3.06,0.487,2.573,60,5.59,12.06,1000
57,3.12,0.557,2.563,60,5.69,12.19,1000
58,3.18,0.548,2.632,60,5.79,12.32,1000
59,3.24,0.504,2.736,60,5.89,12.45,1000
60,3.3,0.548,2.752,60,5.99,12.58,1000
61,3.36,0.481,2.879,60,6.08,12.71,1000
62,3.42,0.671,2.749,60,6.18,12.84,1000
63,3.48,0.605,2.875,60,6.28,12.97,1000
64,3.54,0.555,2.985,60,6.38,13.1,1000
65,3.6,0.623,2.977,60,6.48,13.23,1000
66,3.66,0.691,2.969,60,6.58,13.37,1000
67,3.72,0.711,3.009,60,6.68,13.5,1000
68,3.78,0.657,3.123,60,6.78,13.63,1000
69,3.84,0.73,3.11,60,6.88,13.76,1000
70,3.9,0.656,3.244,60,6.98,13.89,1000
71,3.96,0.817,3.143,60,7.08,14.02,1000
72,4.02,0.831,3.189,60,7.18,14.15,1000
73,4.08,0.655,3.425,60,7.27,14.28,1000
74,4.14,0.854,3.286,60,7.37,14.41,1000
75,4.2,0.845,3.355,60,7.47,14.54,1000
76,4.26,0.975,3.285,60,7.57,14.67,1000
77,4.32,0.909,3.411,60,7.67,14.8,1000
78,4.38,0.951,3.429,60,7.77,14.93,1000
79,4.44,0.955,3.485,60,7.87,15.06,1000
80,4.5,0.841,3.659,60,7.97,15.19,1000
81,4.56,1.05,3.51,60,8.06,15.32,1000
82,4.62,0.941,3.679,60,8.16,15.45,1000
83,4.68,1.073,3.607,60,8.26,15.58,1000
84,4.74,0.993,3.747,60,8.36,15.71,1000
85,4.8,1.067,3.733,60,8.46,15.84,1000
86,4.86,1.158,3.702,60,8.56,15.97,1000
87,4.92,1.136,3.784,60,8.66,16.1,1000
88,4.98,1.181,3.799,60,8.75,16.23,1000
89,5.04,1.082,3.958,60,8.85,16.36,1000
90,5.1,1.225,3.875,60,8.95,16.49,1000
91,5.16,1.199,3.961,60,9.05,16.62,1000
92,5.22,1.426,3.794,60,9.15,16.75,1000
93,5.28,1.359,3.921,60,9.25,16.88,1000
94,5.34,1.284,4.056,60,9.34,17.01,1000
95,5.4,1.304,4.096,60,9.44,17.14,1000
96,5.46,1.405,4.055,60,9.54,17.27,1000
97,5.52,1.382,4.138,60,9.64,17.4,1000
98,5.58,1.453,4.127,60,9.74,17.53,1000
99,5.64,1.558,4.082,60,9.84,17.66,1000
100,5.7,1.498,4.202,60,9.93,17.79,1000
101,5.76,1.449,4.311,60,10.03,17.92,1000
102,5.82,1.546,4.274,60,10.13,18.05,1000
103,5.88,1.689,4.191,60,10.23,18.18,1000
104,5.94,1.715,4.225,60,10.33,18.31,1000
105,6.0,1.568,4.432,60,10.42,18.44,1000
106,6.06,1.634,4.426,60,10.52,18.57,1000
107,6.12,1.754,4.366,60,10.62,18.69,1000
108,6.18,1.667,4.513,60,10.72,18.82,1000
109,6.24,1.775,4.465,60,10.81,18.95,1000
110,6.3,1.827,4.473,60,10.91,19.08,1000
111,6.36,1.888,4.472,60,11.01,19.21,1000
112,6.42,1.807,4.613,60,11.11,19.34,1000
113,6.48,1.844,4.636,60,11.2,19.47,1000
114,6.54,1.921,4.619,60,11.3,19.6,1000
115,6.6,1.939,4.661,60,11.4,19.73,1000
116,6.66,2.001,4.659,60,11.5,19.85,1000
117,6.72,2.107,4.613,60,11.59,19.98,1000
118,6.78,2.098,4.682,60,11.69,20.11,1000
119,6.84,2.163,4.677,60,11.79,20.24,1000
120,6.9,2.25,4.65,60,11.89,20.37,1000
121,6.96,2.203,4.757,60,11.98,20.5,1000
122,7.02,2.358,4.662,60,12.08,20.63,1000
123,7.08,2.29,4.79,60,12.18,20.75,1000
124,7.14,2.271,4.869,60,12.27,20.88,1000
125,7.2,2.37,4.83,60,12.37,21.01,1000
126,7.26,2.355,4.905,60,12.47,21.14,1000
127,7.32,2.33,4.99,60,12.56,21.27,1000
128,7.38,2.485,4.895,60,12.66,21.39,1000
129,7.44,2.603,4.837,60,12.76,21.52,1000
130,7.5,2.706,4.794,60,12.85,21.65,1000
131,7.56,2.589,4.971,60,12.95,21.78,1000
132,7.62,2.692,4.928,60,13.05,21.9,1000
133,7.68,2.755,4.925,60,13.14,22.03,1000
134,7.74,2.693,5.047,60,13.24,22.16,1000
135,7.8,2.793,5.007,60,13.34,22.29,1000
136,7.86,2.881,4.979,60,13.43,22.42,1000
137,7.92,2.847,5.073,60,13.53,22.54,1000
138,7.98,2.927,5.053,60,13.63,22.67,1000
139,8.04,2.877,5.163,60,13.72,22.8,1000
140,8.1,2.98,5.12,60,13.82,22.92,1000
141,8.16,3.074,5.086,60,13.91,23.05,1000
142,8.22,3.059,5.161,60,14.01,23.18,1000
143,8.28,3.091,5.189,60,14.11,23.31,1000
144,8.34,3.163,5.177,60,14.2,23.43,1000
145,8.4,3.207,5.193,60,14.3,23.56,1000
146,8.46,3.199,5.261,60,14.39,23.69,1000
147,8.52,3.343,5.177,60,14.49,23.81,1000
148,8.58,3.232,5.348,60,14.58,23.94,1000
149,8.64,3.247,5.393,60,14.68,24.07,1000
150,8.7,3.309,5.391,60,14.78,24.19,1000
151,8.76,3.383,5.377,60,14.87,24.32,1000
152,8.82,3.432,5.388,60,14.97,24.45,1000
153,8.88,3.446,5.434,60,15.06,24.57,1000
154,8.94,3.556,5.384,60,15.16,24.7,1000
155,9.0,3.643,5.357,60,15.25,24.82,1000
156,9.06,3.686,5.374,60,15.35,24.95,1000
157,9.12,3.719,5.401,60,15.44,25.08,1000
158,9.18,3.854,5.326,60,15.54,25.2,1000
159,9.24,3.816,5.424,60,15.63,25.33,1000
160,9.3,3.888,5.412,60,15.73,25.45,1000
161,9.36,3.976,5.384,60,15.82,25.58,1000
162,9.42,4.03,5.39,60,15.92,25.71,1000
163,9.48,3.943,5.537,60,16.01,25.83,1000
164,9.54,4.022,5.518,60,16.11,25.96,1000
165,9.6,4.059,5.541,60,16.2,26.08,1000
166,9.66,4.11,5.55,60,16.3,26.21,1000
167,9.72,4.237,5.483,60,16.39,26.33,1000
168,9.78,4.313,5.467,60,16.49,26.46,1000
169,9.84,4.356,5.484,60,16.58,26.58,1000
170,9.9,4.398,5.502,60,16.67,26.71,1000
171,9.96,4.386,5.574,60,16.77,26.83,1000
172,10.02,4.432,5.588,60,16.86,26.96,1000
173,10.08,4.499,5.581,60,16.96,27.08,1000
174,10.14,4.502,5.638,60,17.05,27.21,1000
175,10.2,4.574,5.626,60,17.14,27.33,1000
176,10.26,4.608,5.652,60,17.24,27.46,1000
177,10.32,4.724,5.596,60,17.33,27.58,1000
178,10.38,4.774,5.606,60,17.43,27.71,1000
179,10.44,4.719,5.721,60,17.52,27.83,1000
180,10.5,4.943,5.557,60,17.61,27.95,1000
181,10.56,4.904,5.656,60,17.71,28.08,1000
182,10.62,5.05,5.57,60,17.8,28.2,1000
183,10.68,5.103,5.577,60,17.89,28.33,1000
184,10.74,5.086,5.654,60,17.99,28.45,1000
185,10.8,5.189,5.611,60,18.08,28.58,1000
186,10.86,5.201,5.659,60,18.17,28.7,1000
187,10.92,5.298,5.622,60,18.27,28.82,1000
188,10.98,5.362,5.618,60,18.36,28.95,1000
189,11.04,5.36,5.68,60,18.45,29.07,1000
190,11.1,5.47,5.63,60,18.55,29.19,1000
191,11.16,5.561,5.599,60,18.64,29.32,1000
192,11.22,5.545,5.675,60,18.73,29.44,1000
193,11.28,5.632,5.648,60,18.82,29.56,1000
194,11.34,5.775,5.565,60,18.92,29.69,1000
195,11.4,5.686,5.714,60,19.01,29.81,1000
196,11.46,5.79,5.67,60,19.1,29.93,1000
197,11.52,5.823,5.697,60,19.19,30.05,1000
198,11.58,5.894,5.686,60,19.29,30.18,1000
199,11.64,5.954,5.686,60,19.38,30.3,1000
200,11.7,6.017,5.683,60,19.47,30.42,1000
201,11.76,6.011,5.749,60,19.56,30.54,1000
202,11.82,6.131,5.689,60,19.65,30.65,1000
203,11.88,6.192,5.688,60,19.75,30.76,1000
204,11.94,6.316,5.624,60,19.84,30.87,1000
205,12.0,6.219,5.781,60,19.93,30.98,1000
206,12.06,6.482,5.578,60,20.02,31.08,1000
207,12.12,6.435,5.685,60,20.11,31.19,1000
208,12.18,6.461,5.719,60,20.21,31.3,1000
209,12.24,6.68,5.56,60,20.3,31.41,1000
210,12.3,6.661,5.639,60,20.39,31.52,1000
211,12.36,6.775,5.585,60,20.48,31.62,1000
212,12.42,6.783,5.637,60,20.57,31.73,1000
213,12.48,6.821,5.659,60,20.66,31.84,1000
214,12.54,6.891,5.649,60,20.75,31.94,1000
215,12.6,6.923,5.677,60,20.84,32.05,1000
216,12.66,6.931,5.729,60,20.93,32.16,1000
217,12.72,6.998,5.722,60,21.03,32.26,1000
218,12.78,7.122,5.658,60,21.12,32.37,1000
219,12.84,7.15,5.69,60,21.21,32.48,1000
220,12.9,7.142,5.758,60,21.3,32.58,1000
221,12.96,7.285,5.675,60,21.39,32.69,1000
222,13.02,7.399,5.621,60,21.48,32.8,1000
223,13.08,7.422,5.658,60,21.57,32.9,1000
224,13.14,7.468,5.672,60,21.66,33.01,1000
225,13.2,7.634,5.566,60,21.75,33.12,1000
226,13.26,7.528,5.732,60,21.84,33.22,1000
227,13.32,7.656,5.664,60,21.93,33.33,1000
228,13.38,7.767,5.613,60,22.02,33.43,1000
229,13.44,7.743,5.697,60,22.11,33.54,1000
230,13.5,7.887,5.613,60,22.2,33.64,1000
231,13.56,7.775,5.785,60,22.29,33.75,1000
232,13.62,7.988,5.632,60,22.38,33.85,1000
233,13.68,8.01,5.67,60,22.47,33.96,1000
234,13.74,8.049,5.691,60,22.56,34.06,1000
235,13.8,8.162,5.638,60,22.64,34.17,1000
236,13.86,8.162,5.698,60,22.73,34.27,1000
237,13.92,8.238,5.682,60,22.82,34.38,1000
238,13.98,8.419,5.561,60,22.91,34.48,1000
239,14.04,8.403,5.637,60,23.0,34.59,1000
240,14.1,8.406,5.694,60,23.09,34.69,1000
241,14.16,8.577,5.583,60,23.18,34.8,1000
242,14.22,8.532,5.688,60,23.27,34.9,1000
243,14.28,8.63,5.65,60,23.35,35.01,1000
244,14.34,8.645,5.695,60,23.44,35.11,1000
245,14.4,8.801,5.599,60,23.53,35.21,1000
246,14.46,8.772,5.688,60,23.62,35.32,1000
247,14.52,8.818,5.702,60,23.71,35.42,1000
248,14.58,8.824,5.756,60,23.8,35.52,1000
249,14.64,8.882,5.758,60,23.88,35.63,1000
250,14.7,9.083,5.617,60,23.97,35.73,1000
251,14.76,9.19,5.57,60,24.06,35.83,1000
252,14.82,9.182,5.638,60,24.15,35.94,1000
253,14.88,9.333,5.547,60,24.23,36.04,1000
254,14.94,9.264,5.676,60,24.32,36.14,1000
255,15.0,9.269,5.731,60,24.41,36.25,1000
256,15.06,9.406,5.654,60,24.5,36.35,1000
257,15.12,9.412,5.708,60,24.58,36.45,1000
258,15.18,9.56,5.62,60,24.67,36.55,1000
259,15.24,9.649,5.591,60,24.76,36.66,1000
260,15.3,9.615,5.685,60,24.84,36.76,1000
261,15.36,9.744,5.616,60,24.93,36.86,1000
262,15.42,9.815,5.605,60,25.02,36.96,1000
263,15.48,9.893,5.587,60,25.1,37.06,1000
264,15.54,9.876,5.664,60,25.19,37.17,1000
265,15.6,9.945,5.655,60,25.28,37.27,1000
266,15.66,10.177,5.483,60,25.36,37.37,1000
267,15.72,10.021,5.699,60,25.45,37.47,1000
268,15.78,10.067,5.713,60,25.54,37.57,1000
269,15.84,10.287,5.553,60,25.62,37.67,1000
270,15.9,10.247,5.653,60,25.71,37.77,1000
271,15.96,10.313,5.647,60,25.79,37.87,1000
272,16.02,10.407,5.613,60,25.88,37.97,1000
273,16.08,10.345,5.735,60,25.96,38.07,1000
274,16.14,10.538,5.602,60,26.05,38.18,1000
275,16.2,10.621,5.579,60,26.13,38.28,1000
276,16.26,10.529,5.731,60,26.22,38.38,1000
277,16.32,10.7,5.62,60,26.3,38.48,1000
278,16.38,10.648,5.732,60,26.39,38.58,1000
279,16.44,10.776,5.664,60,26.47,38.68,1000
280,16.5,10.818,5.682,60,26.56,38.78,1000
281,16.56,10.889,5.671,60,26.64,38.88,1000
282,16.62,11.051,5.569,60,26.73,38.97,1000
283,16.68,11.033,5.647,60,26.81,39.07,1000
284,16.74,11.142,5.598,60,26.9,39.17,1000
285,16.8,11.184,5.616,60,26.98,39.27,1000
286,16.86,11.097,5.763,60,27.07,39.37,1000
287,16.92,11.232,5.688,60,27.15,39.47,1000
288,16.98,11.231,5.749,60,27.23,39.57,1000
289,17.04,11.354,5.686,60,27.32,39.67,1000
290,17.1,11.474,5.626,60,27.4,39.77,1000
291,17.16,11.423,5.737,60,27.48,39.86,1000
292,17.22,11.497,5.723,60,27.57,39.96,1000
293,17.28,11.616,5.664,60,27.65,40.06,1000
294,17.34,11.715,5.625,60,27.73,40.16,1000
295,17.4,11.769,5.631,60,27.82,40.26,1000
296,17.46,11.839,5.621,60,27.9,40.35,1000
297,17.52,11.884,5.636,60,27.98,40.45,1000
298,17.58,11.966,5.614,60,28.07,40.55,1000
299,17.64,11.988,5.652,60,28.15,40.65,1000
300,17.7,12.089,5.611,60,28.23,40.74,1000
301,17.76,12.118,5.642,60,28.31,40.84,1000
302,17.82,12.215,5.605,60,28.4,40.94,1000
303,17.88,12.322,5.558,60,28.48,41.03,1000
304,17.94,12.284,5.656,60,28.56,41.13,1000
305,18.0,12.303,5.697,60,28.64,41.23,1000
306,18.06,12.466,5.594,60,28.73,41.32,1000
307,18.12,12.501,5.619,60,28.81,41.42,1000
308,18.18,12.451,5.729,60,28.89,41.52,1000
309,18.24,12.565,5.675,60,28.97,41.61,1000
310,18.3,12.635,5.665,60,29.05,41.71,1000
311,18.36,12.588,5.772,60,29.13,41.8,1000
312,18.42,12.769,5.651,60,29.21,41.9,1000
313,18.48,12.823,5.657,60,29.3,41.99,1000
314,18.54,12.862,5.678,60,29.38,42.09,1000
315,18.6,12.943,5.657,60,29.46,42.18,1000
316,18.66,13.061,5.599,60,29.54,42.28,1000
317,18.72,13.043,5.677,60,29.62,42.37,1000
318,18.78,13.056,5.724,60,29.7,42.47,1000
319,18.84,13.184,5.656,60,29.78,42.56,1000
320,18.9,13.336,5.564,60,29.86,42.66,1000
321,18.96,13.271,5.689,60,29.94,42.75,1000
322,19.02,13.273,5.747,60,30.02,42.85,1000
323,19.08,13.408,5.672,60,30.1,42.94,1000
324,19.14,13.428,5.712,60,30.18,43.03,1000
325,19.2,13.485,5.715,60,30.26,43.13,1000
326,19.26,13.52,5.74,60,30.34,43.22,1000
327,19.32,13.606,5.714,60,30.42,43.32,1000
328,19.38,13.793,5.587,60,30.5,43.41,1000
329,19.44,13.818,5.622,60,30.58,43.5,1000
330,19.5,13.815,5.685,60,30.66,43.6,1000
331,19.56,13.939,5.621,60,30.73,43.69,1000
332,19.62,13.967,5.653,60,30.81,43.78,1000
333,19.68,13.986,5.694,60,30.89,43.87,1000
334,19.74,14.049,5.691,60,30.97,43.97,1000
335,19.8,14.003,5.797,60,31.05,44.06,1000
336,19.86,14.124,5.736,60,31.13,44.15,1000
337,19.92,14.276,5.644,60,31.21,44.24,1000
338,19.98,14.275,5.705,60,31.28,44.33,1000
339,20.04,14.445,5.595,60,31.36,44.43,1000
340,20.1,14.462,5.638,60,31.44,44.52,1000
341,20.16,14.525,5.635,60,31.52,44.61,1000
342,20.22,14.554,5.666,60,31.59,44.7,1000
343,20.28,14.668,5.612,60,31.67,44.79,1000
344,20.34,14.653,5.687,60,31.75,44.88,1000
345,20.4,14.669,5.731,60,31.83,44.97,1000
346,20.46,14.772,5.688,60,31.9,45.06,1000
347,20.52,14.89,5.63,60,31.98,45.15,1000
348,20.58,14.969,5.611,60,32.06,45.24,1000
349,20.64,14.996,5.644,60,32.13,45.33,1000
350,20.7,15.093,5.607,60,32.21,45.42,1000
351,20.76,15.076,5.684,60,32.29,45.51,1000
352,20.82,15.107,5.713,60,32.36,45.6,1000
353,20.88,15.161,5.719,60,32.44,45.69,1000
354,20.94,15.207,5.733,60,32.52,45.78,1000
355,21.0,15.443,5.557,60,32.59,45.87,1000
356,21.06,15.389,5.671,60,32.67,45.96,1000
357,21.12,15.518,5.602,60,32.74,46.05,1000
358,21.18,15.482,5.698,60,32.82,46.14,1000
359,21.24,15.573,5.667,60,32.89,46.23,1000
360,21.3,15.7,5.6,60,32.97,46.32,1000
361,21.36,15.615,5.745,60,33.04,46.41,1000
362,21.42,15.752,5.668,60,33.12,46.49,1000
363,21.48,15.909,5.571,60,33.19,46.58,1000
364,21.54,15.867,5.673,60,33.27,46.67,1000
365,21.6,15.88,5.72,60,33.34,46.76,1000
366,21.66,16.036,5.624,60,33.42,46.84,1000
367,21.72,16.052,5.668,60,33.49,46.93,1000
368,21.78,16.072,5.708,60,33.57,47.02,1000
369,21.84,16.2,5.64,60,33.64,47.11,1000
370,21.9,16.263,5.637,60,33.71,47.19,1000
371,21.96,16.312,5.648,60,33.79,47.28,1000
372,22.02,16.389,5.631,60,33.86,47.37,1000
373,22.08,16.503,5.577,60,33.94,47.45,1000
374,22.14,16.426,5.714,60,34.01,47.54,1000
375,22.2,16.538,5.662,60,34.08,47.63,1000
376,22.26,16.663,5.597,60,34.16,47.71,1000
377,22.32,16.532,5.788,60,34.23,47.8,1000
378,22.38,16.768,5.612,60,34.3,47.88,1000
379,22.44,16.769,5.671,60,34.37,47.97,1000
380,22.5,16.835,5.665,60,34.45,48.05,1000
381,22.56,16.9,5.66,60,34.52,48.14,1000
382,22.62,16.806,5.814,60,34.59,48.22,1000
383,22.68,17.003,5.677,60,34.66,48.31,1000
384,22.74,17.019,5.721,60,34.73,48.39,1000
385,22.8,17.18,5.62,60,34.81,48.48,1000
386,22.86,17.247,5.613,60,34.88,48.56,1000
387,22.92,17.253,5.667,60,34.95,48.65,1000
388,22.98,17.326,5.654,60,35.02,48.73,1000
389,23.04,17.472,5.568,60,35.09,48.82,1000
390,23.1,17.478,5.622,60,35.16,48.9,1000
391,23.16,17.53,5.63,60,35.23,48.98,1000
392,23.22,17.527,5.693,60,35.31,49.07,1000
393,23.28,17.618,5.662,60,35.38,49.15,1000
394,23.34,17.688,5.652,60,35.45,49.23,1000
395,23.4,17.687,5.713,60,35.52,49.31,1000
396,23.46,17.765,5.695,60,35.59,49.4,1000
397,23.52,17.965,5.555,60,35.66,49.48,1000
398,23.58,17.846,5.734,60,35.73,49.56,1000
399,23.64,17.892,5.748,60,35.8,49.64,1000
400,23.7,18.052,5.648,60,35.87,49.73,1000
401,23.76,18.112,5.648,60,35.94,49.81,1000
402,23.82,18.135,5.685,60,36.01,49.89,1000
403,23.88,18.289,5.591,60,36.08,49.97,1000
404,23.94,18.353,5.587,60,36.15,50.05,1000
405,24.0,18.288,5.712,60,36.21,50.13,1000
406,24.06,18.358,5.702,60,36.28,50.22,1000
407,24.12,18.379,5.741,60,36.35,50.3,1000
408,24.18,18.486,5.694,60,36.42,50.38,1000
409,24.24,18.566,5.674,60,36.49,50.46,1000
410,24.3,18.668,5.632,60,36.56,50.54,1000
411,24.36,18.719,5.641,60,36.63,50.62,1000
412,24.42,18.732,5.688,60,36.69,50.7,1000
413,24.48,18.735,5.745,60,36.76,50.78,1000
414,24.54,18.88,5.66,60,36.83,50.86,1000
415,24.6,18.873,5.727,60,36.9,50.94,1000
416,24.66,18.91,5.75,60,36.96,51.02,1000
417,24.72,18.91,5.81,60,37.03,51.02,1000
418,24.78,18.91,5.87,60,37.1,51.02,1000
419,24.84,18.91,5.93,60,37.17,51.02,1000
420,24.9,18.91,5.99,60,37.23,51.02,1000
421,24.96,18.91,6.05,60,37.3,51.02,1000
422,25.02,18.91,6.11,60,37.37,51.02,1000
423,25.08,18.91,6.17,60,37.43,51.02,1000
424,25.14,18.91,6.23,60,37.5,51.02,1000
425,25.2,18.91,6.29,60,37.56,51.02,1000
426,25.26,18.91,6.35,60,37.63,51.02,1000
427,25.32,18.91,6.41,60,37.7,51.02,1000
428,25.38,18.91,6.47,60,37.76,51.02,1000
429,25.44,18.91,6.53,60,37.83,51.02,1000
430,25.5,18.91,6.59,60,37.89,51.02,1000
431,25.56,18.91,6.65,60,37.96,51.02,1000
432,25.62,18.91,6.71,60,38.02,51.02,1000
433,25.68,18.91,6.77,60,38.09,51.02,1000
434,25.74,18.91,6.83,60,38.15,51.02,1000
435,25.8,18.91,6.89,60,38.22,51.02,1000
436,25.86,18.91,6.95,60,38.28,51.02,1000
437,25.92,18.91,7.01,60,38.35,51.02,1000
438,25.98,18.91,7.07,60,38.41,51.02,1000
439,26.04,18.91,7.13,60,38.47,51.02,1000
440,26.1,18.91,7.19,60,38.54,51.02,1000
441,26.16,18.91,7.25,60,38.6,51.02,1000
442,26.22,18.91,7.31,60,38.66,51.02,1000
443,26.28,18.91,7.37,60,38.73,51.02,1000
444,26.34,18.91,7.43,60,38.79,51.02,1000
445,26.4,18.91,7.49,60,38.85,51.02,1000
446,26.46,18.91,7.55,60,38.92,51.02,1000
447,26.52,18.91,7.61,60,38.98,51.02,1000
448,26.58,18.91,7.67,60,39.04,51.02,1000
449,26.64,18.91,7.73,60,39.1,51.02,1000
450,26.7,18.91,7.79,60,39.17,51.02,1000
451,26.76,18.91,7.85,60,39.23,51.02,1000
452,26.82,18.91,7.91,60,39.29,51.02,1000
453,26.88,18.91,7.97,60,39.35,51.02,1000
454,26.94,18.91,8.03,60,39.41,51.02,1000
455,27.0,18.91,8.09,60,39.48,51.02,1000
456,27.06,18.91,8.15,60,39.54,51.02,1000
457,27.12,18.91,8.21,60,39.6,51.02,1000
458,27.18,18.91,8.27,60,39.66,51.02,1000
459,27.24,18.91,8.33,60,39.72,51.02,1000
460,27.3,18.91,8.39,60,39.78,51.02,1000
461,27.36,18.91,8.45,60,39.84,51.02,1000
462,27.42,18.91,8.51,60,39.9,51.02,1000
463,27.48,18.91,8.57,60,39.96,51.02,1000
464,27.54,18.91,8.63,60,40.02,51.02,1000
465,27.6,18.91,8.69,60,40.08,51.02,1000
466,27.66,18.91,8.75,60,40.14,51.02,1000
467,27.72,18.91,8.81,60,40.2,51.02,1000
468,27.78,18.91,8.87,60,40.26,51.02,1000
469,27.84,18.91,8.93,60,40.32,51.02,1000
470,27.9,18.91,8.99,60,40.38,51.02,1000
471,27.96,18.91,9.05,60,40.44,51.02,1000
472,28.02,18.91,9.11,60,40.5,51.02,1000
473,28.08,18.91,9.17,60,40.55,51.02,1000
474,28.14,18.91,9.23,60,40.61,51.02,1000
475,28.2,18.91,9.29,60,40.67,51.02,1000
476,28.26,18.91,9.35,60,40.73,51.02,1000
477,28.32,18.91,9.41,60,40.79,51.02,1000
478,28.38,18.91,9.47,60,40.84,51.02,1000
479,28.44,18.91,9.53,60,40.9,51.02,1000
480,28.5,18.91,9.59,60,40.96,51.02,1000
481,28.56,18.91,9.65,60,41.02,51.02,1000
482,28.62,18.91,9.71,60,41.07,51.02,1000
483,28.68,18.91,9.77,60,41.13,51.02,1000
484,28.74,18.91,9.83,60,41.19,51.02,1000
485,28.8,18.91,9.89,60,41.24,51.02,1000
486,28.86,18.91,9.95,60,41.3,51.02,1000
487,28.92,18.91,10.01,60,41.36,51.02,1000
488,28.98,18.91,10.07,60,41.41,51.02,1000
489,29.04,18.91,10.13,60,41.47,51.02,1000
490,29.1,18.91,10.19,60,41.52,51.02,1000
491,29.16,18.91,10.25,60,41.58,51.02,1000
492,29.22,18.91,10.31,60,41.64,51.02,1000
493,29.28,18.91,10.37,60,41.69,51.02,1000
494,29.34,18.91,10.43,60,41.75,51.02,1000
495,29.4,18.91,10.49,60,41.8,51.02,1000
496,29.46,18.91,10.55,60,41.86,51.02,1000
497,29.52,18.91,10.61,60,41.91,51.02,1000
498,29.58,18.91,10.67,60,41.97,51.02,1000
499,29.64,18.91,10.73,60,42.02,51.02,1000
500,29.7,18.91,10.79,60,42.07,51.02,1000
501,29.76,18.91,10.85,60,42.13,51.02,1000
502,29.82,18.91,10.91,60,42.18,51.02,1000
503,29.88,18.91,10.97,60,42.23,51.02,1000
504,29.94,18.91,11.03,60,42.29,51.02,1000
505,30.0,18.91,11.09,60,42.34,51.02,1000
506,30.06,18.91,11.15,60,42.39,51.02,1000
507,30.12,18.91,11.21,60,42.45,51.02,1000
508,30.18,18.91,11.27,60,42.5,51.02,1000
509,30.24,18.91,11.33,60,42.55,51.02,1000
510,30.3,18.91,11.39,60,42.61,51.02,1000
511,30.36,18.91,11.45,60,42.66,51.02,1000
512,30.42,18.91,11.51,60,42.71,51.02,1000
513,30.48,18.91,11.57,60,42.76,51.02,1000
